"日期","销量（升）","石化站价格","竞争站价格","价差"
2023-04-28,7415.85,"7.85",7.65,0.20
2023-04-29,13956.31,"7.72",7.52,0.20
2023-04-30,11536.38,"7.72",7.52,0.20
2023-05-01,10588.32,"7.72",7.52,0.20
2023-05-02,13166.36,"7.72",7.52,0.20
2023-05-03,14761.04,"7.72",7.52,0.20
2023-05-04,7420.80,"7.72",7.52,0.20
2023-05-05,6837.98,"7.72",7.52,0.20
2023-05-06,7001.23,"7.72",7.52,0.20
2023-05-07,6599.33,"7.72",7.52,0.20
2023-05-08,6790.51,"7.72",7.52,0.20
2023-05-09,6890.35,"7.72",7.52,0.20
2023-05-10,5266.18,"7.72",7.52,0.20
2023-05-11,6612.42,"7.72",7.52,0.20
2023-05-12,5608.10,"7.72",7.52,0.20
2023-05-13,5703.93,"7.72",7.52,0.20
2023-05-14,5370.03,"7.72",7.52,0.20
2023-05-15,5013.23,"7.72",7.52,0.20
2023-05-16,5583.72,"7.72",7.52,0.20
2023-05-17,6350.92,"7.42",7.22,0.20
2023-05-18,6528.48,"7.42",7.22,0.20
2023-05-19,6857.18,"7.42",7.22,0.20
2023-05-20,5754.63,"7.42",7.22,0.20
2023-05-21,5640.66,"7.42",7.22,0.20
2023-05-22,5929.76,"7.42",7.22,0.20
2023-05-23,5362.66,"7.42",7.22,0.20
2023-05-24,5214.14,"7.42",7.22,0.20
2023-05-25,5320.61,"7.42",7.22,0.20
2023-05-26,6546.83,"7.42",7.22,0.20
2023-05-27,4624.81,"7.42",7.22,0.20
2023-05-28,5399.71,"7.42",7.22,0.20
2023-05-29,5784.93,"7.42",7.22,0.20
2023-05-30,5646.37,"7.42",7.22,0.20
2023-05-31,5220.44,"7.50",7.30,0.20
2023-06-01,4572.94,"7.50",7.30,0.20
2023-06-02,6688.34,"7.50",7.30,0.20
2023-06-03,4221.18,"7.50",7.30,0.20
2023-06-04,4773.75,"7.50",7.30,0.20
2023-06-05,5823.09,"7.50",7.30,0.20
2023-06-06,5035.21,"7.50",7.30,0.20
2023-06-07,5518.11,"7.50",7.30,0.20
2023-06-08,4881.21,"7.50",7.30,0.20
2023-06-09,5778.68,"7.50",7.30,0.20
2023-06-10,5823.96,"7.50",7.30,0.20
2023-06-11,4832.33,"7.50",7.30,0.20
2023-06-12,6283.23,"7.50",7.30,0.20
2023-06-13,1804.49,"7.50",7.30,0.20
2023-06-14,5794.74,"7.46",7.26,0.20
2023-06-15,6795.49,"7.46",7.26,0.20
2023-06-16,4917.69,"7.46",7.26,0.20
2023-06-17,5002.02,"7.46",7.26,0.20
2023-06-18,5872.52,"7.46",7.26,0.20
2023-06-19,5483.44,"7.46",7.26,0.20
2023-06-20,6570.17,"7.46",7.26,0.20
2023-06-21,6498.43,"7.46",7.12,0.34
2023-06-22,6500.85,"7.46",7.12,0.34
2023-06-23,5985.03,"7.46",7.12,0.34
2023-06-24,6456.68,"7.46",7.12,0.34
2023-06-25,5147.22,"7.46",7.12,0.34
2023-06-26,4702.93,"7.46",7.12,0.34
2023-06-27,5277.85,"7.46",7.12,0.34
2023-06-28,6032.93,"7.46",7.12,0.34
2023-06-29,5544.31,"7.51",7.31,0.20
2023-06-30,5712.00,"7.51",7.31,0.20
2023-07-01,6154.14,"7.51",7.31,0.20
2023-07-02,5933.70,"7.51",7.31,0.20
2023-07-03,7357.50,"7.51",7.31,0.20
2023-07-04,6209.15,"7.51",7.31,0.20
2023-07-05,5976.94,"7.51",7.31,0.20
2023-07-06,4651.83,"7.51",7.31,0.20
2023-07-07,6040.40,"7.51",7.31,0.20
2023-07-08,5999.83,"7.51",7.31,0.20
2023-07-09,7558.03,"7.51",7.31,0.20
2023-07-10,5949.38,"7.51",7.31,0.20
2023-07-11,6236.44,"7.51",7.31,0.20
2023-07-12,6625.73,"7.51",7.31,0.20
2023-07-13,6230.14,"7.63",7.43,0.20
2023-07-14,5819.13,"7.63",7.43,0.20
2023-07-15,5170.57,"7.63",7.43,0.20
2023-07-16,6794.30,"7.63",7.43,0.20
2023-07-17,6005.59,"7.63",7.43,0.20
2023-07-18,5350.41,"7.63",7.43,0.20
2023-07-19,5431.01,"7.63",7.43,0.20
2023-07-20,6474.38,"7.63",7.43,0.20
2023-07-21,5592.76,"7.63",7.43,0.20
2023-07-22,5863.52,"7.63",7.43,0.20
2023-07-23,5718.28,"7.63",7.43,0.20
2023-07-24,5728.71,"7.63",7.43,0.20
2023-07-25,5760.62,"7.63",7.43,0.20
2023-07-26,6576.69,"7.63",7.43,0.20
2023-07-27,5505.50,"7.85",7.65,0.20
2023-07-28,5923.15,"7.85",7.65,0.20
2023-07-29,5155.92,"7.85",7.65,0.20
2023-07-30,5475.46,"7.85",7.65,0.20
2023-07-31,5940.81,"7.85",7.65,0.20
2023-08-01,6473.41,"7.85",7.65,0.20
2023-08-02,5468.04,"7.85",7.50,0.35
2023-08-03,6840.24,"7.85",7.50,0.35
2023-08-04,6543.71,"7.85",7.50,0.35
2023-08-05,6148.64,"7.85",7.50,0.35
2023-08-06,6384.04,"7.85",7.50,0.35
2023-08-07,6295.05,"7.85",7.50,0.35
2023-08-08,5929.94,"7.85",7.50,0.35
2023-08-09,6463.20,"7.85",7.50,0.35
2023-08-10,5886.99,"8.05",7.85,0.20
2023-08-11,6732.66,"8.05",7.85,0.20
2023-08-12,5970.90,"8.05",7.85,0.20
2023-08-13,5947.07,"8.05",7.85,0.20
2023-08-14,6533.73,"8.05",7.85,0.20
2023-08-15,6577.55,"8.05",7.85,0.20
2023-08-16,5384.36,"8.05",7.85,0.20
2023-08-17,4859.64,"8.05",7.85,0.20
2023-08-18,5477.07,"8.05",7.85,0.20
2023-08-19,5663.89,"8.05",7.85,0.20
2023-08-20,5512.56,"8.05",7.85,0.20
2023-08-21,5293.88,"8.05",7.85,0.20
2023-08-22,5603.39,"8.05",7.85,0.20
2023-08-23,5753.44,"8.05",7.85,0.20
2023-08-24,4993.40,"8.09",7.89,0.20
2023-08-25,5620.98,"8.09",7.89,0.20
2023-08-26,5272.43,"8.09",7.89,0.20
2023-08-27,6090.63,"8.09",7.89,0.20
2023-08-28,5179.49,"8.09",7.89,0.20
2023-08-29,5391.59,"8.09",7.89,0.20
2023-08-30,3947.99,"8.09",7.94,0.15
2023-08-31,5261.77,"8.09",7.94,0.15
2023-09-01,4583.02,"8.09",7.94,0.15
2023-09-02,4942.95,"8.09",7.94,0.15
2023-09-03,4464.55,"8.09",7.94,0.15
2023-09-04,4646.17,"8.09",7.94,0.15
2023-09-05,4445.28,"8.09",7.94,0.15
2023-09-06,4006.92,"8.09",7.99,0.10
2023-09-07,3952.21,"8.09",7.99,0.10
2023-09-08,5506.79,"8.09",7.99,0.10
2023-09-09,5501.67,"8.09",7.99,0.10
2023-09-10,4199.25,"8.09",7.99,0.10
2023-09-11,4475.57,"8.09",7.99,0.10
2023-09-12,4606.13,"8.09",7.99,0.10
2023-09-13,4437.69,"8.09",8.09,0.00
2023-09-14,4354.01,"8.09",8.09,0.00
2023-09-15,4886.84,"8.09",8.09,0.00
2023-09-16,4772.67,"8.09",8.09,0.00
2023-09-17,4666.13,"8.09",8.09,0.00
2023-09-18,4892.77,"8.09",8.09,0.00
2023-09-19,5424.62,"8.09",8.09,0.00
2023-09-20,5977.58,"8.09",8.09,0.00
2023-09-21,3465.29,"8.40",8.20,0.20
2023-09-22,4524.10,"8.40",8.20,0.20
2023-09-23,3566.23,"8.40",8.20,0.20
2023-09-24,3520.55,"8.40",8.20,0.20
2023-09-25,4276.26,"8.40",8.20,0.20
2023-09-26,3766.66,"8.40",8.20,0.20
2023-09-27,3358.78,"8.40",8.20,0.20
2023-09-28,6653.73,"8.40",8.20,0.20
2023-09-29,11430.66,"8.40",8.20,0.20
2023-09-30,6355.74,"8.40",8.20,0.20
2023-10-01,5220.14,"8.40",8.20,0.20
2023-10-02,5519.26,"8.40",8.20,0.20
2023-10-03,7344.22,"8.40",8.20,0.20
2023-10-04,7496.69,"8.40",8.20,0.20
2023-10-05,6468.16,"8.40",8.20,0.20
2023-10-06,4472.70,"8.40",8.20,0.20
2023-10-07,3302.18,"8.40",8.20,0.20
2023-10-08,2925.77,"8.40",8.20,0.20
2023-10-09,3558.06,"8.40",8.20,0.20
2023-10-10,3244.47,"8.40",8.20,0.20
2023-10-11,3095.42,"8.33",8.13,0.20
2023-10-12,3249.63,"8.33",8.13,0.20
2023-10-13,2712.50,"8.33",8.13,0.20
2023-10-14,2945.82,"8.33",8.13,0.20
2023-10-15,3378.42,"8.33",8.13,0.20
2023-10-16,2942.52,"8.33",8.13,0.20
2023-10-17,3046.87,"8.33",8.13,0.20
2023-10-18,3167.39,"8.33",8.13,0.20
2023-10-19,2094.77,"8.33",8.13,0.20
2023-10-20,2940.02,"8.33",8.13,0.20
2023-10-21,2879.31,"8.33",8.13,0.20
2023-10-22,2957.79,"8.33",8.13,0.20
2023-10-23,2980.37,"8.33",8.13,0.20
2023-10-24,3495.26,"8.33",8.13,0.20
2023-10-25,3363.20,"8.27",8.07,0.20
2023-10-26,2844.77,"8.27",8.07,0.20
2023-10-27,3549.45,"8.27",8.07,0.20
2023-10-28,2461.46,"8.27",8.07,0.20
2023-10-29,3361.03,"8.27",8.07,0.20
2023-10-30,3590.11,"8.27",8.07,0.20
2023-10-31,2521.21,"8.27",8.07,0.20
2023-11-01,2692.76,"8.27",8.07,0.20
2023-11-02,2935.61,"8.27",8.07,0.20
2023-11-03,3353.25,"8.27",8.07,0.20
2023-11-04,3018.09,"8.27",8.07,0.20
2023-11-05,2624.21,"8.27",8.07,0.20
2023-11-06,4010.65,"8.27",8.07,0.20
2023-11-07,3532.09,"8.27",8.07,0.20
2023-11-08,3319.59,"8.16",7.96,0.20
2023-11-09,3606.24,"8.16",7.96,0.20
2023-11-10,3496.22,"8.16",7.96,0.20
2023-11-11,4154.14,"8.16",7.96,0.20
2023-11-12,3287.79,"8.16",7.96,0.20
2023-11-13,3485.14,"8.16",7.96,0.20
2023-11-14,2695.25,"8.16",7.96,0.20
2023-11-15,2944.83,"8.16",7.96,0.20
2023-11-16,2778.65,"8.16",7.96,0.20
2023-11-17,3448.57,"8.16",7.96,0.20
2023-11-18,3288.35,"8.16",7.96,0.20
2023-11-19,3196.95,"8.16",7.96,0.20
2023-11-20,3133.82,"8.16",7.96,0.20
2023-11-21,2927.46,"8.16",7.96,0.20
2023-11-22,3929.09,"7.89",7.69,0.20
2023-11-23,4389.80,"7.89",7.69,0.20
2023-11-24,3510.80,"7.89",7.69,0.20
2023-11-25,3632.86,"7.89",7.69,0.20
2023-11-26,3483.27,"7.89",7.69,0.20
2023-11-27,3677.84,"7.89",7.69,0.20
2023-11-28,2836.97,"7.89",7.69,0.20
2023-11-29,3116.57,"7.89",7.69,0.20
2023-11-30,3254.06,"7.89",7.69,0.20
2023-12-01,3931.86,"7.89",7.69,0.20
2023-12-02,3716.86,"7.89",7.69,0.20
2023-12-03,2580.92,"7.89",7.69,0.20
2023-12-04,3337.12,"7.89",7.69,0.20
2023-12-05,3431.61,"7.89",7.69,0.20
2023-12-06,3446.16,"7.85",7.65,0.20
2023-12-07,3336.12,"7.85",7.65,0.20
2023-12-08,3405.37,"7.85",7.65,0.20
2023-12-09,2715.46,"7.85",7.65,0.20
2023-12-10,2925.47,"7.85",7.65,0.20
2023-12-11,2971.38,"7.85",7.65,0.20
2023-12-12,3156.76,"7.85",7.65,0.20
2023-12-13,3035.79,"7.85",7.65,0.20
2023-12-14,3286.36,"7.85",7.65,0.20
2023-12-15,2835.65,"7.85",7.65,0.20
2023-12-16,3943.65,"7.85",7.65,0.20
2023-12-17,3242.23,"7.85",7.65,0.20
2023-12-18,3780.62,"7.85",7.65,0.20
2023-12-19,2754.87,"7.85",7.65,0.20
2023-12-20,4431.59,"7.51",7.31,0.20
2023-12-21,5080.78,"7.51",7.31,0.20
2023-12-22,4465.05,"7.51",7.31,0.20
2023-12-23,3664.89,"7.51",7.31,0.20
2023-12-24,2482.14,"7.51",7.31,0.20
2023-12-25,2923.05,"7.51",7.31,0.20
2023-12-26,4153.68,"7.51",7.31,0.20
2023-12-27,3497.78,"7.51",7.31,0.20
2023-12-28,4075.26,"7.51",7.31,0.20
2023-12-29,4046.02,"7.51",7.31,0.20
2023-12-30,3819.74,"7.51",7.31,0.20
2023-12-31,4049.34,"7.51",7.31,0.20
