"id","area_code","name","country","path","text_day","code_day","text_night","code_night","high","low","wc_day","wd_day","wc_night","wd_night","date","week"
117,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",阴,"02","24","15","3~4级",东南风,"3~4级",东南风,"2023-04-27 00:00:00",星期四
118,"101190101",南京,中国,"南京,南京市,江苏省,中国",阴,"02",小雨,"07","25","15",<3级,西南风,"5~6级",西北风,"2023-04-28 00:00:00",星期五
119,"101190101",南京,中国,"南京,南京市,江苏省,中国",阴,"02",晴,"00","19","10","3~4级",西北风,<3级,西南风,"2023-04-29 00:00:00",星期六
120,"101190101",南京,中国,"南京,南京市,江苏省,中国",晴,"00",晴,"00","25","12","3~4级",西风,"3~4级",西南风,"2023-04-30 00:00:00",星期日
121,"101190101",南京,中国,"南京,南京市,江苏省,中国",晴,"00",多云,"01","28","15","3~4级",东南风,"4~5级",东南风,"2023-05-01 00:00:00",星期一
122,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",雷阵雨,"04","30","19","3~4级",东南风,"4~5级",东风,"2023-05-02 00:00:00",星期二
123,"101190101",南京,中国,"南京,南京市,江苏省,中国",中雨,"08",大雨,"09","22","20","3~4级",东风,"4~5级",东南风,"2023-05-03 00:00:00",星期三
124,"101190101",南京,中国,"南京,南京市,江苏省,中国",中雨,"08",雷阵雨,"04","29","22","3~4级",西南风,"3~4级",西北风,"2023-05-04 00:00:00",星期四
125,"101190101",南京,中国,"南京,南京市,江苏省,中国",小雨,"07",阴,"02","23","17","3~4级",西北风,"4~5级",东北风,"2023-05-05 00:00:00",星期五
126,"101190101",南京,中国,"南京,南京市,江苏省,中国",雾,"18",小雨,"07","20","14","3~4级",北风,"4~5级",北风,"2023-05-06 00:00:00",星期六
127,"101190101",南京,中国,"南京,南京市,江苏省,中国",雾,"18",多云,"01","21","12","3~4级",北风,"3~4级",东北风,"2023-05-07 00:00:00",星期日
128,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","21","9","3~4级",东风,<3级,东南风,"2023-05-08 00:00:00",星期一
129,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","22","14","3~4级",东风,"3~4级",东风,"2023-05-09 00:00:00",星期二
130,"101190101",南京,中国,"南京,南京市,江苏省,中国",阴,"02",小雨,"07","22","15","3~4级",东南风,<3级,东风,"2023-05-10 00:00:00",星期三
131,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","22","15","3~4级",东南风,<3级,东南风,"2023-05-11 00:00:00",星期四
132,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",晴,"00","25","16",<3级,西南风,<3级,西南风,"2023-05-12 00:00:00",星期五
133,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","30","19","3~4级",西南风,<3级,西南风,"2023-05-13 00:00:00",星期六
134,"101190101",南京,中国,"南京,南京市,江苏省,中国",晴,"00",晴,"00","31","20","3~4级",西南风,"3~4级",西南风,"2023-05-14 00:00:00",星期日
135,"101190101",南京,中国,"南京,南京市,江苏省,中国",晴,"00",多云,"01","33","19","3~4级",南风,<3级,东南风,"2023-05-15 00:00:00",星期一
136,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",雷阵雨,"04","33","22","3~4级",西南风,"4~5级",东南风,"2023-05-16 00:00:00",星期二
137,"101190101",南京,中国,"南京,南京市,江苏省,中国",雷阵雨,"04",阴,"02","24","19","3~4级",东南风,"3~4级",北风,"2023-05-17 00:00:00",星期三
138,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","24","16","3~4级",北风,<3级,东北风,"2023-05-18 00:00:00",星期四
139,"101190101",南京,中国,"南京,南京市,江苏省,中国",晴,"00",多云,"01","27","18","3~4级",东南风,<3级,东南风,"2023-05-19 00:00:00",星期五
140,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","28","18","3~4级",东南风,<3级,东风,"2023-05-20 00:00:00",星期六
141,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",雷阵雨,"04","28","16","3~4级",北风,"3~4级",北风,"2023-05-21 00:00:00",星期日
142,"101190101",南京,中国,"南京,南京市,江苏省,中国",阴,"02",多云,"01","22","13","3~4级",北风,<3级,东北风,"2023-05-22 00:00:00",星期一
143,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",阵雨,"03","24","15","3~4级",东南风,<3级,东南风,"2023-05-23 00:00:00",星期二
144,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","19","14","3~4级",东南风,<3级,东南风,"2023-05-24 00:00:00",星期三
145,"101190101",南京,中国,"南京,南京市,江苏省,中国",雾,"18",阴,"02","26","19",<3级,东南风,"3~4级",东南风,"2023-05-25 00:00:00",星期四
146,"101190101",南京,中国,"南京,南京市,江苏省,中国",雷阵雨,"04",中雨,"08","28","22","3~4级",东南风,<3级,东南风,"2023-05-26 00:00:00",星期五
147,"101190101",南京,中国,"南京,南京市,江苏省,中国",雷阵雨,"04",阴,"02","27","22","3~4级",南风,<3级,南风,"2023-05-27 00:00:00",星期六
148,"101190101",南京,中国,"南京,南京市,江苏省,中国",雾,"18",雷阵雨,"04","36","23","4~5级",北风,<3级,西北风,"2023-05-28 00:00:00",星期日
149,"101190101",南京,中国,"南京,南京市,江苏省,中国",阵雨,"03",阴,"02","32","22","3~4级",北风,<3级,东北风,"2023-05-29 00:00:00",星期一
150,"101190101",南京,中国,"南京,南京市,江苏省,中国",小雨,"07",阴,"02","22","20","3~4级",北风,<3级,东北风,"2023-05-30 00:00:00",星期二
151,"101190101",南京,中国,"南京,南京市,江苏省,中国",阴,"02",多云,"01","25","20",<3级,东北风,<3级,东风,"2023-05-31 00:00:00",星期三
152,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","29","19","3~4级",北风,<3级,东北风,"2023-06-01 00:00:00",星期四
153,"101190101",南京,中国,"南京,南京市,江苏省,中国",晴,"00",多云,"01","32","22","3~4级",西北风,<3级,东北风,"2023-06-02 00:00:00",星期五
154,"101190101",南京,中国,"南京,南京市,江苏省,中国",阴,"02",小雨,"07","28","20","3~4级",东南风,<3级,东北风,"2023-06-03 00:00:00",星期六
155,"101190101",南京,中国,"南京,南京市,江苏省,中国",阴,"02",中雨,"08","27","18","3~4级",北风,<3级,东风,"2023-06-04 00:00:00",星期日
156,"101190101",南京,中国,"南京,南京市,江苏省,中国",小到中雨,"21",阴,"02","21","16","3~4级",西北风,"3~4级",西北风,"2023-06-05 00:00:00",星期一
157,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","27","18","3~4级",南风,<3级,南风,"2023-06-06 00:00:00",星期二
158,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","30","20",<3级,南风,<3级,西南风,"2023-06-07 00:00:00",星期三
159,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","32","21","3~4级",西南风,<3级,西风,"2023-06-08 00:00:00",星期四
160,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",晴,"00","34","23","3~4级",西南风,"3~4级",西南风,"2023-06-09 00:00:00",星期五
161,"101190101",南京,中国,"南京,南京市,江苏省,中国",雷阵雨,"04",多云,"01","35","22","3~4级",西南风,"3~4级",东北风,"2023-06-10 00:00:00",星期六
162,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","32","20","3~4级",东风,<3级,东风,"2023-06-11 00:00:00",星期日
163,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","30","21","3~4级",东风,<3级,东风,"2023-06-12 00:00:00",星期一
164,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","29","20",<3级,东南风,"3~4级",西南风,"2023-06-13 00:00:00",星期二
165,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",晴,"00","32","21","3~4级",北风,<3级,东南风,"2023-06-14 00:00:00",星期三
166,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",多云,"01","34","23","3~4级",南风,<3级,东南风,"2023-06-15 00:00:00",星期四
167,"101190101",南京,中国,"南京,南京市,江苏省,中国",多云,"01",小雨,"07","31","23","3~4级",东南风,"3~4级",东风,"2023-06-16 00:00:00",星期五
168,"101190101",南京,中国,"南京,南京市,江苏省,中国",中雨,"08",大雨,"09","27","22","3~4级",东南风,"4~5级",东南风,"2023-06-17 00:00:00",星期六
169,"101190101",南京,中国,"南京,南京市,江苏省,中国",大雨,"09",暴雨,"10","24","23",<3级,东南风,"3~4级",东南风,"2023-06-18 00:00:00",星期日
170,"101190101",南京,中国,"南京,南京市,江苏省,中国",中雨,"08",多云,"01","28","23","3~4级",东南风,<3级,西风,"2023-06-19 00:00:00",星期一
