date,date_day,order_cnt,amount,pay_amount,discountAmount,refuelLiters,进站加油车量（汽油）,进站加油车量（柴油）,进站率（汽油）,进站率（柴油）,站前车流量（汽油）,站前车流量（柴油）,path,text_day,text_night,high,low,wc_day,wd_day,wc_night,wd_night,week,holidays,60000361_price,60000361_price_other,60000361_order_cnt,60000361_refuelLiters,60000361_amount,60033428_price,60033428_price_other,60033428_order_cnt,60033428_refuelLiters,60033428_amount,60000359_price,60000359_price_other,60000359_order_cnt,60000359_refuelLiters,60000359_amount,60000304_price,60000304_price_other,60000304_order_cnt,60000304_refuelLiters,60000304_amount,60000305_price,60000305_price_other,60000305_order_cnt,60000305_refuelLiters,60000305_amount,60000312_price,60000312_price_other,60000312_order_cnt,60000312_refuelLiters,60000312_amount,60000313_price,60000313_price_other,60000313_order_cnt,60000313_refuelLiters,60000313_amount,60000317_price,60000317_price_other,60000317_order_cnt,60000317_refuelLiters,60000317_amount
2023/2/11,2023/2/11,247,105065.6,105065.6,0,14138.85,177,34,3.7,3.87,4783,878,"扬州,扬州市,江苏省,中国",小雨,小雨,8,7,<3级,东风,<3级,东风,星期六,,,,0,,,7.41,[],21,2068.66,15328.31,7.41,"[5.07, 6.79, 6.80, 7.41]",40,6341.93,46993.05,,,0,,,7.76,"[5.49, 7.36, 7.76]",130,3759.77,29175.93,,,0,,,8.25,"[5.84, 7.75, 8.25]",36,1503.78,12406.57,,,0,,
2023/2/12,2023/2/12,217,78517.54,78517.54,0,10444.22,158,22,3.52,2.76,4483,797,"扬州,扬州市,江苏省,中国",小雨,中雨,10,3,<3级,北风,<3级,北风,星期日,,,,0,,,7.41,[],22,1652.54,12244.89,7.41,"[5.07, 6.79, 6.80, 7.41]",20,3346.65,24798.51,,,0,,,7.76,"[5.49, 7.36, 7.76]",119,3216.12,24957.79,,,0,,,8.25,"[5.84, 7.75, 8.25]",44,1903.24,15702.18,,,0,,
2023/2/13,2023/2/13,276,111917.88,111917.88,0,15102.64,157,24,3.29,2.46,4779,975,"扬州,扬州市,江苏省,中国",多云,多云,4,0,3~4级,东北风,<3级,北风,星期一,,,,0,,,7.41,[],19,2286.7,16944.26,7.41,"[5.07, 6.79, 6.80, 7.41]",50,6525.14,48350.82,,,0,,,7.76,"[5.49, 7.36, 7.76]",138,3930.95,30690.06,,,0,,,8.25,"[5.84, 7.75, 8.25]",46,1744.82,14395.2,,,0,,
2023/2/14,2023/2/14,313,135328.46,135328.46,0,18241.71,223,34,4.34,2.99,5138,1139,"扬州,扬州市,江苏省,中国",多云,多云,6,-1,3~4级,北风,<3级,西北风,星期二,,,,0,,,7.41,[],30,3540.1,26231.63,7.41,"[5.07, 6.79, 6.80, 7.41]",48,7899.89,58537.19,,,0,,,7.76,"[5.49, 7.36, 7.76]",162,4479.25,34759,,,0,,,8.25,"[5.84, 7.75, 8.25]",50,1738.1,14339.73,,,0,,
2023/2/15,2023/2/15,301,135812.15,135812.15,0,18437.13,206,40,4.03,3.4,5116,1177,"扬州,扬州市,江苏省,中国",多云,多云,7,-2,3~4级,东北风,<3级,东风,星期三,,,,0,,,7.41,[],36,4258.44,31554.59,7.41,"[5.07, 6.81, 7.41]",62,8395.71,62210.83,,,0,,,7.76,"[5.49, 7.26, 7.76]",118,3115.96,24180.17,,,0,,,8.25,"[5.84, 7.85, 8.25]",51,1947.58,16068.04,,,0,,
2023/2/16,2023/2/16,301,137073.9,137073.9,0,18411.51,200,35,3.95,3.01,5060,1162,"扬州,扬州市,江苏省,中国",多云,小雨,10,5,<3级,东南风,<3级,东南风,星期四,,,,0,,,7.41,[],43,4013.62,29739.9,7.41,"[5.07, 6.81, 7.41]",57,8204.33,60792.96,,,0,,,7.76,"[5.49, 7.26, 7.76]",131,3723.82,28897.25,,,0,,,8.25,"[5.84, 7.85, 8.25]",50,1994.59,16455.93,,,0,,
2023/2/17,2023/2/17,337,155902.87,155902.87,0,20883.79,189,33,3.61,2.84,5228,1162,"扬州,扬州市,江苏省,中国",多云,多云,11,9,<3级,南风,<3级,东南风,星期五,,,,0,,,7.41,[],40,4530.88,33573.35,7.41,"[5.07, 6.81, 7.41]",61,9077.01,67259.53,,,0,,,7.76,"[5.49, 7.26, 7.76]",168,4726.26,36676.13,,,0,,,8.25,"[5.84, 7.85, 8.25]",52,2090.31,17245.55,,,0,,
2023/2/18,2023/2/18,293,118789.74,118789.74,0,16035.11,184,30,3.42,2.86,5381,1050,"扬州,扬州市,江苏省,中国",多云,多云,13,3,<3级,北风,<3级,北风,星期六,,,,0,,,7.41,[],36,3191.71,23649.95,7.41,"[5.07, 6.81, 7.41]",51,6850.46,50761.07,,,0,,,7.76,"[5.49, 7.26, 7.76]",138,3599.7,27933.96,,,0,,,8.25,"[5.84, 7.85, 8.25]",47,1819.32,15010,,,0,,
2023/2/19,2023/2/19,312,123968.08,123968.08,0,16979.34,206,31,3.83,3.46,5379,896,"扬州,扬州市,江苏省,中国",多云,多云,9,-1,3~4级,东北风,<3级,东风,星期日,,,,0,,,7.41,[],27,3214.85,23821.75,7.41,"[5.07, 6.81, 7.41]",47,7119.95,52758.36,,,0,,,7.76,"[5.49, 7.26, 7.76]",158,3859.13,29947.45,,,0,,,8.25,"[5.84, 7.85, 8.25]",46,1822,15032.06,,,0,,
2023/2/20,2023/2/20,292,117858.39,117858.39,0,15985.37,172,30,3.39,2.6,5082,1154,"扬州,扬州市,江苏省,中国",多云,多云,12,0,<3级,东风,<3级,东北风,星期一,,,,0,,,7.41,[],37,4449.98,32973.82,7.41,"[5.07, 6.81, 7.41]",47,5433.07,40258.23,,,0,,,7.76,"[5.49, 7.26, 7.76]",135,3483.22,27030.2,,,0,,,8.25,"[5.84, 7.85, 8.25]",48,1921.39,15851.9,,,0,,
2023/2/21,2023/2/21,349,176718.65,176718.65,0,23944.66,205,36,3.91,2.95,5248,1222,"扬州,扬州市,江苏省,中国",多云,多云,6,0,3~4级,东风,<3级,东北风,星期二,,,,0,,,7.41,[],37,4496.45,33318.45,7.41,"[5.07, 6.81, 7.41]",69,12509.99,92698.05,,,0,,,7.76,"[5.49, 7.26, 7.76]",160,4440.58,34459.81,,,0,,,8.25,"[5.84, 7.85, 8.25]",50,1738.74,14345.15,,,0,,
2023/2/22,2023/2/22,331,190057.04,190057.04,0,25640.37,189,36,3.6,2.94,5250,1224,"扬州,扬州市,江苏省,中国",多云,多云,5,0,<3级,东风,<3级,东北风,星期三,,,,0,,,7.41,[],43,3131.93,23206.82,7.41,"[5.07, 6.90, 7.41]",76,16000.79,118564.92,,,0,,,7.76,"[5.49, 7.36, 7.76]",131,3837.2,29777.17,,,0,,,8.25,"[5.84, 7.85, 8.25]",51,2057.66,16976.21,,,0,,
2023/2/23,2023/2/23,290,140290.66,140290.66,0,19165.83,190,39,3.71,3.32,5116,1173,"扬州,扬州市,江苏省,中国",小雨,小雨,8,2,<3级,南风,<3级,西北风,星期四,,,,0,,,7.41,[],34,3562.7,26399.11,7.41,"[5.07, 6.90, 7.41]",51,9413.65,69982.33,,,0,,,7.76,"[5.49, 7.36, 7.76]",127,3492.68,27103.39,,,0,,,8.25,"[5.84, 7.85, 8.25]",43,1750.12,14439.17,,,0,,
2023/2/24,2023/2/24,299,138022.16,138022.16,0,18711.82,212,35,3.85,2.86,5508,1224,"扬州,扬州市,江苏省,中国",多云,多云,11,2,3~4级,北风,<3级,东北风,星期五,,,,0,,,7.41,[],36,4981.22,36910.32,7.41,"[5.07, 6.90, 7.41]",56,7400.5,54864.24,,,0,,,7.76,"[5.49, 7.36, 7.76]",132,3760.7,29183.38,,,0,,,8.25,"[5.84, 7.85, 8.25]",48,1850.47,15266.94,,,0,,
2023/2/25,2023/2/25,309,136694.36,136694.36,0,18491.74,221,35,4.1,3.2,5390,1092,"扬州,扬州市,江苏省,中国",多云,多云,9,-1,3~4级,东北风,<3级,东风,星期六,,,,0,,,7.41,[],44,5480.91,40613.04,7.41,"[5.07, 6.90, 7.41]",46,6667.11,49402.62,,,0,,,7.76,"[5.49, 7.36, 7.76]",142,3839.6,29795.85,,,0,,,8.25,"[5.84, 7.85, 8.25]",52,1847.29,15240.8,,,0,,
2023/2/26,2023/2/26,331,128609.83,128609.83,0,17230.25,182,30,3.42,3.05,5319,984,"扬州,扬州市,江苏省,中国",多云,多云,10,-1,<3级,东风,<3级,东南风,星期日,,,,0,,,7.41,[],38,4646.99,34433.48,7.41,"[5.07, 6.90, 7.41]",49,5379.33,39860.08,,,0,,,7.76,"[5.49, 7.36, 7.76]",171,4631.53,35941.71,,,0,,,8.25,"[5.84, 7.85, 8.25]",53,2077.05,17136.25,,,0,,
2023/2/27,2023/2/27,299,123244.18,123244.18,0,16604.33,165,35,3.07,3.07,5371,1141,"扬州,扬州市,江苏省,中国",多云,多云,12,2,3~4级,南风,<3级,东南风,星期一,,,,0,,,7.41,[],37,4323.86,32039.39,7.41,"[5.07, 6.90, 7.41]",55,6308.26,46743.24,,,0,,,7.76,"[5.49, 7.36, 7.76]",145,4034.27,31306.67,,,0,,,8.25,"[5.84, 7.85, 8.25]",42,1445.12,11922.84,,,0,,
2023/2/28,2023/2/28,341,136143.28,136143.28,0,18349.47,202,32,3.74,2.63,5408,1218,"扬州,扬州市,江苏省,中国",多云,多云,17,7,3~4级,西风,3~4级,西北风,星期二,,,,0,,,7.41,[],41,4342.22,32175.32,7.41,"[5.07, 6.90, 7.41]",45,6514.2,48269.52,,,0,,,7.76,"[5.49, 7.36, 7.76]",173,4702.87,36494.69,,,0,,,8.25,"[5.84, 7.85, 8.25]",51,2126.58,17544.79,,,0,,
2023/3/1,2023/3/1,283,115306.58,115306.58,0,15624.16,166,38,3.14,3.04,5286,1249,"扬州,扬州市,江苏省,中国",多云,多云,16,2,3~4级,北风,<3级,东北风,星期三,,,,0,,,7.41,[],31,3745.57,27754.16,7.41,"[5.07, 6.81, 7.41]",47,5991.59,44396.92,,,0,,,7.76,"[5.49, 7.26, 7.76]",136,3485.81,27050.2,,,0,,,8.25,"[5.84, 7.85, 8.25]",43,1774.9,14643.22,,,0,,
2023/3/2,2023/3/2,305,143070.93,143070.93,0,19407.26,184,38,3.47,3.06,5309,1241,"扬州,扬州市,江苏省,中国",晴,多云,13,3,<3级,东风,<3级,东南风,星期四,,,,0,,,7.41,[],39,3522.31,26099.91,7.41,"[5.07, 6.81, 7.41]",71,10040.41,74398.5,,,0,,,7.76,"[5.49, 7.26, 7.76]",133,3776.76,29308.08,,,0,,,8.25,"[5.84, 7.85, 8.25]",37,1429.95,11797.57,,,0,,
2023/3/3,2023/3/3,315,160000.41,160000.41,0,22073.53,187,46,3.36,3.78,5568,1218,"扬州,扬州市,江苏省,中国",多云,多云,16,4,3~4级,南风,<3级,南风,星期五,,,,0,,,7.41,[],49,5025.83,37240.8,7.41,"[5.07, 6.81, 7.41]",57,10678.82,79128.99,,,0,,,7.76,"[5.49, 7.26, 7.76]",125,3197.18,24810.42,,,0,,,8.25,"[5.84, 7.85, 8.25]",47,1937.02,15980.65,,,0,,
2023/3/4,2023/3/4,270,106139.76,106139.76,0,14414.39,216,46,3.97,4,5446,1150,"扬州,扬州市,江苏省,中国",多云,多云,21,8,<3级,东南风,<3级,南风,星期六,,,,0,,,7.41,[],33,3276.69,24279.58,7.41,"[5.07, 6.81, 7.41]",37,5246.77,38878.12,,,0,,,7.76,"[5.49, 7.26, 7.76]",128,3602.69,27957.35,,,0,,,8.25,"[5.84, 7.85, 8.25]",46,1640.56,13535.22,,,0,,
2023/3/5,2023/3/5,307,109058.8,109058.8,0,14736.26,210,20,3.76,1.93,5583,1034,"扬州,扬州市,江苏省,中国",小雨,多云,22,9,<3级,南风,<3级,南风,星期日,,,,0,,,7.41,[],31,2632.27,19504.82,7.41,"[5.07, 6.81, 7.41]",44,5834.06,43229.55,,,0,,,7.76,"[5.49, 7.26, 7.76]",153,3667.66,28461.74,,,0,,,8.25,"[5.84, 7.85, 8.25]",53,1996.1,16468.68,,,0,,
2023/3/6,2023/3/6,317,144971.99,144971.99,0,19636.33,225,40,4.03,3.25,5580,1231,"扬州,扬州市,江苏省,中国",晴,晴,25,10,3~4级,西南风,<3级,南风,星期一,,,,0,,,7.41,[],42,4849.27,35932.47,7.41,"[5.07, 6.81, 7.41]",54,8173.89,60567.87,,,0,,,7.76,"[5.49, 7.26, 7.76]",136,3651.27,28333.88,,,0,,,8.25,"[5.84, 7.85, 8.25]",54,2239.52,18476.49,,,0,,
2023/3/7,2023/3/7,298,135971.53,135971.53,0,18542.19,186,38,3.33,3.15,5582,1206,"扬州,扬州市,江苏省,中国",多云,多云,26,12,<3级,南风,<3级,南风,星期二,,,,0,,,7.41,[],29,3221.09,23868.1,7.41,"[5.07, 6.81, 7.41]",64,9890.12,73284.71,,,0,,,7.76,"[5.49, 7.26, 7.76]",134,3346.44,25968.7,,,0,,,8.25,"[5.84, 7.85, 8.25]",42,1353.82,11169.59,,,0,,
2023/3/8,2023/3/8,326,153766.03,153766.03,0,21051.6,220,43,3.92,3.38,5612,1272,"扬州,扬州市,江苏省,中国",多云,多云,27,11,3~4级,西风,<3级,西南风,星期三,,,,0,,,7.41,[],28,4356.9,32284.34,7.41,"[5.07, 6.81, 6.90, 7.41]",69,10189.53,75503.43,,,0,,,7.76,"[5.49, 7.26, 7.36, 7.76]",152,3861.71,29967.24,,,0,,,8.25,"[5.84, 7.85, 8.25]",44,1669.04,13770.03,,,0,,
2023/3/9,2023/3/9,307,138711.99,138711.99,0,18868.48,205,43,3.79,3.41,5402,1260,"扬州,扬州市,江苏省,中国",多云,多云,27,14,3~4级,西风,<3级,西南风,星期四,,,,0,,,7.41,[],35,3945.2,29233.38,7.41,"[5.07, 6.81, 6.90, 7.41]",65,9018.33,66824.91,,,0,,,7.76,"[5.49, 7.26, 7.36, 7.76]",122,2892,22442.22,,,0,,,8.25,"[5.84, 7.85, 8.25]",52,2232.22,18416.01,,,0,,
2023/3/10,2023/3/10,298,218220.96,218220.96,0,29419.8,200,44,3.43,3.42,5831,1287,"扬州,扬州市,江苏省,中国",多云,多云,29,16,3~4级,西风,<3级,东南风,星期五,,,,0,,,7.41,[],38,4500.21,33345.87,7.41,"[5.07, 6.81, 6.90, 7.41]",68,19268.74,142780.41,,,0,,,7.76,"[5.49, 7.26, 7.36, 7.76]",131,3386.09,26277.02,,,0,,,8.25,"[5.84, 7.85, 8.25]",44,1782.94,14709.6,,,0,,
2023/3/11,2023/3/11,307,120168.01,120168.01,0,16190.07,195,45,3.53,4,5518,1125,"扬州,扬州市,江苏省,中国",多云,多云,24,11,3~4级,西风,<3级,北风,星期六,,,,0,,,7.41,[],40,3811.08,28239.68,7.41,"[5.07, 6.81, 6.90, 7.41]",48,6204.83,45977,,,0,,,7.76,"[5.49, 7.26, 7.36, 7.76]",151,3905.87,30309.84,,,0,,,8.25,"[5.84, 7.85, 8.25]",46,1751.9,14453.93,,,0,,
2023/3/12,2023/3/12,309,134424.24,134424.24,0,18025.05,199,26,3.68,2.82,5406,921,"扬州,扬州市,江苏省,中国",多云,多云,14,1,3~4级,东北风,<3级,南风,星期日,,,,0,,,7.41,[],33,3883.76,28778.2,7.41,"[5.07, 6.81, 6.90, 7.41]",44,7347.93,54447.47,,,0,,,7.76,"[5.49, 7.26, 7.36, 7.76]",155,4076.45,31633.39,,,0,,,8.25,"[5.84, 7.85, 8.25]",57,2237.94,18463.68,,,0,,
2023/3/13,2023/3/13,322,144409.15,144409.15,0,19659.17,184,41,3.35,3.34,5485,1227,"扬州,扬州市,江苏省,中国",多云,多云,17,7,3~4级,南风,<3级,南风,星期一,,,,0,,,7.41,[],33,3573.76,26481.14,7.41,"[5.07, 6.81, 6.90, 7.41]",67,9525.27,70581.01,,,0,,,7.76,"[5.49, 7.26, 7.36, 7.76]",148,3802.45,29507.41,,,0,,,8.25,"[5.84, 7.85, 8.25]",46,1932.21,15941.15,,,0,,
2023/3/14,2023/3/14,283,134390.62,134390.62,0,18317.73,169,28,3.05,2.27,5537,1235,"扬州,扬州市,江苏省,中国",晴,多云,24,12,3~4级,南风,<3级,南风,星期二,,,,0,,,7.41,[],31,3219.09,23852.86,7.41,"[5.07, 6.81, 6.90, 7.41]",52,9018.96,66829.89,,,0,,,7.76,"[5.49, 7.26, 7.36, 7.76]",135,3715.62,28833.84,,,0,,,8.25,"[5.84, 7.85, 8.25]",39,1585.99,13084.65,,,0,,
2023/3/15,2023/3/15,319,252320.67,252320.67,0,34140.73,205,28,3.73,2.17,5495,1291,"扬州,扬州市,江苏省,中国",多云,多云,20,6,3~4级,东风,<3级,东北风,星期三,,,,0,,,7.41,[],53,7195.43,53317.66,7.41,"[5.07, 6.81, 6.90, 7.41]",72,21033.68,155858.52,,,0,,,7.76,"[5.49, 7.26, 7.36, 7.76]",127,3501.88,27175.38,,,0,,,8.25,"[5.84, 7.85, 8.25]",44,1752.35,14457.28,,,0,,
2023/3/16,2023/3/16,320,217510.99,217510.99,0,29692.41,180,42,3.39,3.31,5304,1266,"扬州,扬州市,江苏省,中国",多云,大雨,16,6,3~4级,东风,<3级,东北风,星期四,,,,0,,,7.41,[],55,6141.98,45511.66,7.41,"[5.07, 6.81, 6.90, 7.41]",64,17858.76,132332.6,,,0,,,7.76,"[5.49, 7.26, 7.36, 7.76]",128,3216.75,24962.25,,,0,,,8.25,"[5.84, 7.85, 8.25]",38,1514.63,12496.03,,,0,,
2023/3/17,2023/3/17,288,130637.64,130637.64,0,17583.78,205,16,4.04,1.45,5076,1100,"扬州,扬州市,江苏省,中国",小雨,多云,8,4,3~4级,东风,<3级,北风,星期五,,,,0,,,7.41,[],23,2427.05,17984.08,7.41,"[5.07, 6.81, 6.90, 7.41]",53,8339.89,61797.57,,,0,,,7.76,"[5.49, 7.26, 7.36, 7.76]",132,3998.46,31028.55,,,0,,,8.25,"[5.84, 7.85, 8.25]",56,2242.83,18503.81,,,0,,
2023/3/18,2023/3/18,323,143547.88,143547.88,0,19515.93,186,43,3.44,3.59,5412,1197,"扬州,扬州市,江苏省,中国",多云,多云,13,6,<3级,北风,<3级,东风,星期六,,,,0,,,7.33,[],49,5317.61,38977.39,7.33,"[5.07, 6.73, 6.82, 7.33]",49,7589.61,55631.04,,,0,,,7.68,"[5.49, 7.18, 7.28, 7.68]",144,3784.72,29067.75,,,0,,,8.17,"[5.84, 7.77, 8.17]",57,2278.84,18618,,,0,,
2023/3/19,2023/3/19,301,132165.56,132165.56,0,18013.07,181,25,3.24,2.43,5582,1031,"扬州,扬州市,江苏省,中国",多云,多云,15,9,3~4级,东风,<3级,东南风,星期日,,,,0,,,7.33,[],31,2671.72,19583.19,7.33,"[5.07, 6.73, 6.82, 7.33]",46,8961.94,65690.4,,,0,,,7.68,"[5.49, 7.18, 7.28, 7.68]",157,4114.28,31598.76,,,0,,,8.17,"[5.84, 7.77, 8.17]",45,1717.81,14034.5,,,0,,
2023/3/20,2023/3/20,334,291354.38,291354.38,0,39833.3,179,36,3.23,3.01,5547,1199,"扬州,扬州市,江苏省,中国",多云,中雨,16,10,<3级,东南风,<3级,东北风,星期一,,,,0,,,7.33,[],46,6038.56,44262.18,7.33,"[5.07, 6.73, 6.82, 7.33]",84,27900.55,204510.23,,,0,,,7.68,"[5.49, 7.18, 7.28, 7.68]",139,3639.35,28143.37,,,0,,,8.17,"[5.84, 7.77, 8.17]",38,1576.27,12878.02,,,0,,
2023/3/21,2023/3/21,275,142853.2,142853.2,0,19682.21,179,37,3.46,3.13,5174,1183,"扬州,扬州市,江苏省,中国",小雨,小雨,15,13,<3级,东南风,<3级,东北风,星期二,,,,0,,,7.33,[],17,3639.49,26677.21,7.33,"[5.07, 6.73, 6.82, 7.33]",61,9999.33,73294.12,,,0,,,7.68,"[5.49, 7.18, 7.28, 7.68]",136,3845.53,29534.77,,,0,,,8.17,"[5.84, 7.77, 8.17]",34,1412.64,11541.26,,,0,,
2023/3/22,2023/3/22,265,192458.25,192458.25,0,26562.36,150,41,2.97,3.34,5057,1229,"扬州,扬州市,江苏省,中国",小雨,小雨,15,10,<3级,东北风,<3级,北风,星期三,,,,0,,,7.33,[],31,4331.06,31746.46,7.33,"[5.07, 6.76, 6.85, 7.33]",65,16769.2,122917.68,,,0,,,7.68,"[5.49, 7.28, 7.68]",106,3036.77,23323.25,,,0,,,8.17,"[5.84, 7.67, 7.77, 8.17]",38,1514.95,12377.13,,,0,,
2023/3/23,2023/3/23,312,178853.09,178853.09,0,24749.47,178,50,3.5,3.92,5086,1276,"扬州,扬州市,江苏省,中国",多云,多云,14,7,3~4级,东风,<3级,东北风,星期四,,,,0,,,7.33,[],12,1710.16,12535.23,7.33,"[5.07, 6.76, 6.85, 7.33]",82,16329.57,119694.84,,,0,,,7.68,"[5.49, 7.28, 7.68]",127,3595.79,27616.44,,,0,,,8.17,"[5.84, 7.67, 7.77, 8.17]",48,2017.86,16485.82,,,0,,
2023/3/24,2023/3/24,288,124893.13,124893.13,0,17069.35,178,19,3.26,1.52,5468,1255,"扬州,扬州市,江苏省,中国",阴,多云,9,4,3~4级,东风,<3级,东北风,星期五,,,,0,,,7.33,[],25,2021.35,14815.87,7.33,"[5.07, 6.76, 6.85, 7.33]",57,8800.95,64510.22,,,0,,,7.68,"[5.49, 7.28, 7.68]",137,3765.1,28917.09,,,0,,,8.17,"[5.84, 7.67, 7.77, 8.17]",42,1863.97,15228.78,,,0,,
2023/3/25,2023/3/25,278,119030.22,119030.22,0,16294.93,222,28,4.11,2.51,5400,1116,"扬州,扬州市,江苏省,中国",多云,多云,10,2,<3级,北风,<3级,东北风,星期六,,,,0,,,7.33,[],11,810.68,5942.07,7.33,"[5.07, 6.76, 6.85, 7.33]",57,9491.36,69570.6,,,0,,,7.68,"[5.49, 7.28, 7.68]",134,3450.69,26502.55,,,0,,,8.17,"[5.84, 7.67, 7.77, 8.17]",50,1902.59,15544.09,,,0,,
2023/3/26,2023/3/26,309,182084.69,182084.69,0,24825.04,249,22,4.41,2.25,5649,977,"扬州,扬州市,江苏省,中国",多云,多云,15,5,<3级,东北风,<3级,南风,星期日,,,,0,,,7.33,[],20,1969.13,14433.41,7.33,"[5.07, 6.76, 6.85, 7.33]",67,16400.59,120215.74,,,0,,,7.68,"[5.49, 7.28, 7.68]",153,4111.74,31579.22,,,0,,,8.17,"[5.84, 7.67, 7.77, 8.17]",47,1783,14567.09,,,0,,
2023/3/27,2023/3/27,291,136983.17,136983.17,0,18647.18,204,37,3.74,3.01,5452,1229,"扬州,扬州市,江苏省,中国",多云,多云,17,6,<3级,西南风,<3级,南风,星期一,,,,0,,,7.33,[],21,2398.96,17583.94,7.33,"[5.07, 6.76, 6.85, 7.33]",63,10299.86,75497.2,,,0,,,7.68,"[5.49, 7.28, 7.68]",142,3714.33,28526.77,,,0,,,8.17,"[5.84, 7.67, 7.77, 8.17]",43,1744.01,14248.39,,,0,,
2023/3/28,2023/3/28,321,297097.06,297097.06,0,40605.62,192,34,3.45,2.53,5564,1341,"扬州,扬州市,江苏省,中国",多云,多云,20,11,3~4级,南风,<3级,东南风,星期二,,,,0,,,7.33,[],17,1629.28,11942.41,7.33,"[5.07, 6.76, 6.85, 7.33]",103,32899.95,241155.54,,,0,,,7.68,"[5.49, 7.28, 7.68]",130,3450.11,26497.66,,,0,,,8.17,"[5.84, 7.67, 7.77, 8.17]",45,1952.5,15951.91,,,0,,
2023/3/29,2023/3/29,281,206055.7,206055.7,0,28171.75,170,44,3.02,3.24,5626,1357,"扬州,扬州市,江苏省,中国",多云,多云,18,11,3~4级,南风,<3级,东南风,星期三,,,,0,,,7.33,[],13,962.39,7053.98,7.33,"[5.07, 6.76, 6.85, 7.33]",77,21822.62,159959.18,,,0,,,7.68,"[5.49, 7.28, 7.68]",144,3592.6,27592.12,,,0,,,8.17,"[5.84, 7.67, 7.77, 8.17]",29,1247.7,10193.71,,,0,,
2023/3/30,2023/3/30,299,118117.14,118117.14,0,16421.54,190,31,3.46,2.46,5489,1262,"扬州,扬州市,江苏省,中国",多云,多云,17,6,3~4级,东南风,<3级,东风,星期四,,,,0,,,7.33,[],17,1436.88,10531.91,7.33,"[5.07, 6.76, 6.85, 7.33]",65,8938.03,65515.26,,,0,,,7.68,"[5.49, 7.28, 7.68]",132,3344.9,25689.79,,,0,,,8.17,"[5.84, 7.67, 7.77, 8.17]",45,1731.93,14149.91,,,0,,
2023/3/31,2023/3/31,284,187735.61,187735.61,0,25589.55,191,34,3.34,2.77,5717,1227,"扬州,扬州市,江苏省,中国",多云,多云,19,12,3~4级,东南风,<3级,东风,星期五,,,,0,,,7.33,[],16,832.61,6102.74,7.33,"[5.07, 6.76, 6.85, 7.33]",80,19363.42,141932.76,,,0,,,7.68,"[5.49, 7.28, 7.68]",110,2828.33,21722.59,,,0,,,8.17,"[5.84, 7.67, 7.77, 8.17]",56,2057.55,16810.04,,,0,,
2023/4/1,2023/4/1,321,185749.11,185749.11,0,26324.53,235,40,4.03,3.68,5832,1087,"扬州,扬州市,江苏省,中国",多云,多云,21,9,<3级,东南风,<3级,东风,星期六,,,,0,,,7.06,[],14,1103.13,7787.79,7.06,"[5.07, 6.49, 6.58, 7.06]",93,18556.09,131005.18,,,0,,,7.41,"[5.49, 7.01, 7.41]",143,4038.72,29926.13,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",46,1969.32,15518.42,,,0,,
2023/4/2,2023/4/2,323,165905.39,165905.39,0,23418.25,209,28,3.56,2.97,5871,944,"扬州,扬州市,江苏省,中国",多云,多云,24,13,3~4级,东南风,3~4级,东风,星期日,,,,0,,,7.06,[],15,2640.48,18641.59,7.06,"[5.07, 6.49, 6.58, 7.06]",75,13639.36,96293.17,,,0,,,7.41,"[5.49, 7.01, 7.41]",144,3887.71,28807.56,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",65,2631.95,20740.1,,,0,,
2023/4/3,2023/4/3,300,305086.47,305086.47,0,43115.59,183,41,3.49,3.6,5250,1139,"扬州,扬州市,江苏省,中国",中雨,暴雨,18,17,3~4级,东南风,3~4级,东南风,星期一,,,,0,,,7.06,[],8,721.29,5092.27,7.06,"[5.07, 6.49, 6.58, 7.06]",95,36535.84,257942.34,,,0,,,7.41,"[5.49, 7.01, 7.41]",138,3626.02,26965.29,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",41,1783.52,14054.14,,,0,,
2023/4/4,2023/4/4,274,138513.51,138513.51,0,19628.44,190,37,3.48,3.4,5458,1089,"扬州,扬州市,江苏省,中国",小雨,多云,22,11,3~4级,南风,<3级,西北风,星期二,,,,0,,,7.06,[],17,1387.84,9797.76,7.06,"[5.07, 6.49, 6.58, 7.06]",51,11675.9,82431.49,,,0,,,7.41,"[5.49, 7.01, 7.41]",133,3973.55,29443.78,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",50,1949.98,15365.92,,,0,,
2023/4/5,2023/4/5,313,163797.44,163797.44,0,23172.69,221,27,4.44,3.21,4981,840,"扬州,扬州市,江苏省,中国",多云,多云,14,9,3~4级,西北风,<3级,西风,星期三,,,,0,,,7.06,[],20,2498.14,17636.58,7.06,"[5.07, 6.49, 6.58, 7.06]",53,13232.09,93417.63,,,0,,,7.41,"[5.49, 7.01, 7.41]",157,4328.52,32073.56,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",59,2420.71,19075.35,,,0,,
