date,date_day,order_cnt,amount,pay_amount,discountAmount,refuelLiters,进站加油车量（汽油）,进站加油车量（柴油）,进站率（汽油）,进站率（柴油）,站前车流量（汽油）,站前车流量（柴油）,path,text_day,text_night,high,low,wc_day,wd_day,wc_night,wd_night,week,holidays,60000361_price,60000361_price_other,60000361_order_cnt,60000361_refuelLiters,60000361_amount,60033428_price,60033428_price_other,60033428_order_cnt,60033428_refuelLiters,60033428_amount,60000359_price,60000359_price_other,60000359_order_cnt,60000359_refuelLiters,60000359_amount,60000304_price,60000304_price_other,60000304_order_cnt,60000304_refuelLiters,60000304_amount,60000305_price,60000305_price_other,60000305_order_cnt,60000305_refuelLiters,60000305_amount,60000312_price,60000312_price_other,60000312_order_cnt,60000312_refuelLiters,60000312_amount,60000313_price,60000313_price_other,60000313_order_cnt,60000313_refuelLiters,60000313_amount,60000317_price,60000317_price_other,60000317_order_cnt,60000317_refuelLiters,60000317_amount
2023/4/6,2023/4/6,289,186334.87,186334.87,0,26655.45,180,43,3.25,3.51,5535,1226,"扬州,扬州市,江苏省,中国",多云,多云,14,9,<3级,西风,<3级,西北风,星期四,,,,0,,,7.06,[],13,1768.17,12483.08,7.06,"[5.07, 6.49, 6.58, 7.06]",93,19354.96,136645.22,,,0,,,7.41,"[5.49, 7.01, 7.41]",119,3291.06,24386.01,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",36,1373.8,10825.57,,,0,,
2023/4/7,2023/4/7,332,166225.14,166225.14,0,23796.91,221,41,3.75,3.13,5887,1309,"扬州,扬州市,江苏省,中国",多云,多云,16,5,3~4级,北风,<3级,西南风,星期五,,,,0,,,7.06,[],29,3315.45,23406.57,7.06,"[5.07, 6.49, 6.58, 7.06]",81,13673.49,96534.21,,,0,,,7.41,"[5.49, 7.01, 7.41]",142,3731.36,27648.8,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",53,2071.59,16324.13,,,0,,
2023/4/8,2023/4/8,344,217068.3,217068.3,0,30969.27,213,44,3.89,3.9,5475,1127,"扬州,扬州市,江苏省,中国",晴,多云,18,7,<3级,东北风,<3级,东南风,星期六,,,,0,,,7.06,[],27,4468.88,31549.93,7.06,"[5.07, 6.49, 6.58, 7.06]",105,20399.95,144022.61,,,0,,,7.41,"[5.49, 7.01, 7.41]",135,3793.14,28106.62,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",36,1448.48,11414.15,,,0,,
2023/4/9,2023/4/9,280,150510.1,150510.1,0,21317,198,25,3.63,2.47,5450,1011,"扬州,扬州市,江苏省,中国",多云,多云,22,12,3~4级,南风,<3级,东南风,星期日,,,,0,,,7.06,[],14,1961.06,13844.84,7.06,"[5.07, 6.49, 6.58, 7.06]",71,13577.79,95858.67,,,0,,,7.41,"[5.49, 7.01, 7.41]",122,3454.02,25593.68,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",47,1768.36,13934.77,,,0,,
2023/4/10,2023/4/10,347,229177.13,229177.13,0,32698.78,222,49,4.07,3.94,5452,1243,"扬州,扬州市,江苏省,中国",多云,多云,26,16,3~4级,西南风,<3级,西南风,星期一,,,,0,,,7.06,[],34,5329.86,37628.31,7.06,"[5.07, 6.49, 6.58, 7.06]",101,21594.62,152457.15,,,0,,,7.41,"[5.49, 7.01, 7.41]",139,3438.01,25475.05,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",39,1477.31,11641.16,,,0,,
2023/4/11,2023/4/11,333,224994.96,224994.96,0,32066.68,203,41,3.71,3.37,5472,1216,"扬州,扬州市,江苏省,中国",多云,多云,27,11,3~4级,东北风,<3级,东风,星期二,,,,0,,,7.06,[],27,5077.1,35844.08,7.06,"[5.07, 6.49, 6.58, 7.06]",106,21170.41,149462.36,,,0,,,7.41,"[5.49, 7.01, 7.41]",130,3448.53,25552.87,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",40,1556.15,12262.5,,,0,,
2023/4/12,2023/4/12,314,206548.6,206548.6,0,29826.44,230,43,4.12,3.31,5583,1299,"扬州,扬州市,江苏省,中国",多云,多云,23,14,3~4级,东南风,<3级,东南风,星期三,,,,0,,,7.06,[],40,7699.75,54359.8,7.06,"[5.07, 6.49, 6.58, 7.06]",76,15817.78,111672.74,,,0,,,7.41,"[5.49, 7.01, 7.41]",110,2998.96,22221.87,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",44,1914.24,15084.33,,,0,,
2023/4/13,2023/4/13,309,182670.89,182670.89,0,25967.63,201,46,3.66,3.86,5489,1193,"扬州,扬州市,江苏省,中国",多云,多云,26,18,3~4级,南风,<3级,东南风,星期四,,,,0,,,7.06,[],52,7099.27,50120.27,7.06,"[5.07, 6.49, 6.58, 7.06]",62,12859.73,90789.12,,,0,,,7.41,"[5.49, 7.01, 7.41]",127,3682.13,27284.11,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",38,1635.58,12888.46,,,0,,
2023/4/14,2023/4/14,366,230572.97,230572.97,0,33016.21,221,51,3.87,3.97,5705,1285,"扬州,扬州市,江苏省,中国",多云,多云,25,16,<3级,北风,<3级,西北风,星期五,,,,0,,,7.06,[],56,8824.44,62300.09,7.06,"[5.07, 6.49, 6.58, 7.06]",83,17637.8,124521.88,,,0,,,7.41,"[5.49, 7.01, 7.41]",149,3860.58,28606.82,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",39,1603.83,12638.4,,,0,,
2023/4/15,2023/4/15,349,207514.96,207514.96,0,29493.91,210,38,3.69,3.48,5692,1092,"扬州,扬州市,江苏省,中国",多云,中雨,25,14,3~4级,西风,<3级,西南风,星期六,,,,0,,,7.06,[],42,6307.61,44531.38,7.06,"[5.07, 6.49, 6.58, 7.06]",69,15969.5,112743.95,,,0,,,7.41,"[5.49, 7.01, 7.41]",153,4131.67,30615.03,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",55,2245.32,17693.22,,,0,,
2023/4/16,2023/4/16,443,289505.99,289505.99,0,40982.63,262,44,4.53,4.42,5784,996,"扬州,扬州市,江苏省,中国",多云,晴,27,14,<3级,东风,4~5级,东南风,星期日,,,,0,,,7.06,[],53,10135.94,71559.19,7.06,"[5.07, 6.49, 6.58, 7.06]",86,21391.45,151022.92,,,0,,,7.41,"[5.49, 7.01, 7.41]",200,5767.02,42733.33,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",76,2814.98,22182.31,,,0,,
2023/4/17,2023/4/17,546,381929.65,381929.65,0,53954.53,301,60,5.35,5.09,5628,1177,"扬州,扬州市,江苏省,中国",多云,多云,31,20,3~4级,南风,<3级,西南风,星期一,,,,0,,,7.06,[],84,16247.79,114709.02,7.06,"[5.07, 6.49, 6.58, 7.06]",132,27541.22,194439.18,,,0,,,7.41,"[5.49, 7.01, 7.41]",232,6542.3,48478.11,,,0,,,7.88,"[5.84, 7.38, 7.48, 7.88]",73,2862.01,22552.72,,,0,,
2023/4/18,2023/4/18,218,181196.32,181196.32,0,24392.74,166,35,3.05,2.72,5441,1287,"扬州,扬州市,江苏省,中国",阴,小雨,33,17,3~4级,西风,<3级,东北风,星期二,,,,0,,,7.51,[],36,4919.83,36947.73,7.51,"[5.07, 6.99, 7.51]",44,15989.86,120083.31,,,0,,,7.85,"[5.49, 7.45, 7.85]",86,2106.53,16535.81,,,0,,,8.35,"[5.84, 7.85, 7.95, 8.35]",23,737.8,6160.58,,,0,,
2023/4/19,2023/4/19,264,143666.6,143666.6,0,19618.64,186,43,3.36,3.41,5529,1262,"扬州,扬州市,江苏省,中国",多云,多云,22,15,<3级,东北风,<3级,东风,星期三,,,,0,,,7.51,[],28,3587.79,26944.09,7.51,"[5.07, 6.99, 7.51]",65,11324.94,85049.4,,,0,,,7.85,"[5.49, 7.45, 7.85]",99,2233.16,17530.13,,,0,,,8.35,"[5.84, 7.85, 7.95, 8.35]",36,1397.69,11670.53,,,0,,
2023/4/20,2023/4/20,250,138016.97,138016.97,0,18372.21,203,39,3.53,2.95,5753,1320,"扬州,扬州市,江苏省,中国",多云,晴,27,13,<3级,东南风,<3级,东北风,星期四,,,,0,,,7.51,[],31,4590.78,34476.24,7.51,"[5.07, 6.99, 7.51]",56,9434.05,70849.1,,,0,,,7.85,"[5.49, 7.45, 7.85]",108,2549.99,20016.51,,,0,,,8.35,"[5.84, 7.85, 7.95, 8.35]",39,1411.78,11788.34,,,0,,
2023/4/21,2023/4/21,318,195780.72,195780.72,0,26206.75,214,35,3.77,2.72,5680,1287,"扬州,扬州市,江苏省,中国",阴,阴,22,11,3~4级,东北风,<3级,东北风,星期五,,,,0,,,7.51,[],39,6538.42,49103.11,7.51,"[5.07, 6.99, 7.51]",76,13665.25,102624.91,,,0,,,7.85,"[5.49, 7.45, 7.85]",134,3841.42,30153.98,,,0,,,8.35,"[5.84, 7.85, 7.95, 8.35]",39,1475.56,12320.89,,,0,,
2023/4/22,2023/4/22,278,196109.71,196109.71,0,26550.42,152,47,2.85,4.32,5335,1089,"扬州,扬州市,江苏省,中国",阴,中雨,20,13,3~4级,东北风,4~5级,东风,星期六,,,,0,,,7.51,[],40,6040.02,45360.07,7.51,"[5.07, 6.99, 7.51]",69,16045.12,120498.05,,,0,,,7.85,"[5.49, 7.45, 7.85]",102,2304.61,18090.61,,,0,,,8.35,"[5.84, 7.85, 7.95, 8.35]",31,1188.71,9925.65,,,0,,
2023/4/23,2023/4/23,268,171209.58,171209.58,0,22830.13,173,31,3.44,3.03,5024,1023,"扬州,扬州市,江苏省,中国",小雨,小雨,13,11,3~4级,东风,<3级,东北风,星期日,,,,0,,,7.51,[],37,6494.45,48772.95,7.51,"[5.07, 6.99, 7.51]",50,11260.18,84563.3,,,0,,,7.85,"[5.49, 7.45, 7.85]",113,2818.47,22124.12,,,0,,,8.35,"[5.84, 7.85, 7.95, 8.35]",45,1745.14,14572.03,,,0,,
2023/4/24,2023/4/24,286,214693.39,214693.39,0,28858.76,183,37,3.35,2.96,5466,1249,"扬州,扬州市,江苏省,中国",阴,阴,16,10,3~4级,东风,<3级,东风,星期一,,,,0,,,7.51,[],44,7777.47,58408.49,7.51,"[5.07, 6.99, 7.51]",70,15823.72,118835.23,,,0,,,7.85,"[5.49, 7.45, 7.85]",109,3231.48,25366.05,,,0,,,8.35,"[5.84, 7.85, 7.95, 8.35]",31,1227.09,10246.11,,,0,,
2023/4/25,2023/4/25,292,277700.55,277700.55,0,37245.5,173,40,3.1,2.9,5585,1380,"扬州,扬州市,江苏省,中国",阴,多云,17,9,<3级,西北风,<3级,西风,星期二,,,,0,,,7.51,[],48,8078.63,60670.06,7.51,"[5.07, 6.99, 7.51]",72,24471.64,183781.33,,,0,,,7.85,"[5.49, 7.45, 7.85]",106,2753.43,21613.74,,,0,,,8.35,"[5.84, 7.85, 7.95, 8.35]",35,1185.04,9895.03,,,0,,
2023/4/26,2023/4/26,376,398828.47,398828.47,0,53169.21,220,44,3.81,3.32,5775,1326,"扬州,扬州市,江苏省,中国",多云,阴,22,12,<3级,北风,<3级,东南风,星期三,,,,0,,,7.51,[],73,12516.41,96066.7,7.51,"[5.07, 6.90, 7.51]",101,34946.4,262446.65,,,0,,,7.85,"[5.49, 7.45, 7.85]",128,3345.14,26258.38,,,0,,,8.35,"[5.84, 7.85, 7.95, 8.35]",38,1425.81,11905.36,,,0,,
2023/4/27,2023/4/27,332,313234.36,313234.36,0,42151.05,185,47,3.09,3.29,5989,1428,"扬州,扬州市,江苏省,中国",阴,阴,24,15,3~4级,南风,<3级,东南风,星期四,,,,0,,,7.51,[],60,10970.01,82383.99,7.51,"[5.07, 6.90, 7.51]",86,25757.48,193437.53,,,0,,,7.85,"[5.49, 7.45, 7.85]",98,2308.04,18117.61,,,0,,,8.35,"[5.84, 7.85, 7.95, 8.35]",51,2004.91,16740.99,,,0,,
2023/4/28,2023/4/28,384,209194.28,209194.28,0,28051.98,261,54,3.65,4.36,7155,1239,"扬州,扬州市,江苏省,中国",阴,阴,27,14,<3级,西风,5~6级,西北风,星期五,,,,0,,,7.51,[],36,4519.14,33938.27,7.51,"[5.07, 6.90, 7.51]",75,15953.34,119808.65,,,0,,,7.85,"[5.49, 7.45, 7.85]",179,4677.46,36716.75,,,0,,,8.35,"[5.84, 7.85, 7.95, 8.35]",58,1992.74,16639.4,,,0,,
2023/4/29,2023/4/29,442,212759.28,212759.28,0,28732.16,382,46,4.91,3.85,7774,1195,"扬州,扬州市,江苏省,中国",阴,阴,19,10,3~4级,北风,<3级,西南风,星期六,,,,0,,,7.37,[],41,5011.54,36934.63,7.37,"[5.07, 6.86, 7.37]",83,14180.7,104510.47,,,0,,,7.72,"[5.49, 7.32, 7.72]",215,5863.04,45262.37,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",78,2977.13,24442.55,,,0,,
2023/4/30,2023/4/30,345,162932.65,162932.65,0,21581.27,294,19,4.8,2.59,6118,733,"扬州,扬州市,江苏省,中国",晴,阴,25,10,3~4级,西风,<3级,南风,星期日,,,,0,,,7.37,[],34,4063.52,29947.84,7.37,"[5.07, 6.86, 7.37]",44,9618.32,70886.33,,,0,,,7.72,"[5.49, 7.32, 7.72]",204,5622.5,43404.69,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",63,2276.93,18693.79,,,0,,
2023/5/1,2023/5/1,311,124610.98,124610.98,0,16557.16,266,29,4.26,6.16,6247,471,"扬州,扬州市,江苏省,中国",阴,阴,28,15,3~4级,南风,<3级,东南风,星期一,,,,0,,,7.37,[],13,2079.85,15328.41,7.37,"[5.07, 6.86, 7.37]",36,6787.69,50024.66,,,0,,,7.72,"[5.49, 7.32, 7.72]",191,5017.28,38732.2,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",62,2433.03,19975.36,,,0,,
2023/5/2,2023/5/2,271,126505.34,126505.34,0,17015.1,199,15,2.13,2.36,9337,635,"扬州,扬州市,江苏省,中国",阴,小雨,29,20,3~4级,南风,<3级,东南风,星期二,,,,0,,,7.37,[],16,2600.48,19165.47,7.37,"[5.07, 6.86, 7.37]",39,8409.11,61974.57,,,0,,,7.72,"[5.49, 7.32, 7.72]",154,3758.23,29013.08,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",49,1892.3,15535.83,,,0,,
2023/5/3,2023/5/3,263,177389.87,177389.87,0,24173.62,189,20,2.05,2.21,9222,907,"扬州,扬州市,江苏省,中国",中雨,中雨,21,20,<3级,东南风,<3级,东南风,星期三,,,,0,,,7.37,[],32,6291.77,46370.2,7.37,"[5.07, 6.86, 7.37]",52,12431.98,91623.13,,,0,,,7.72,"[5.49, 7.32, 7.72]",123,3429.61,26476.14,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",34,1399.96,11493.83,,,0,,
2023/5/4,2023/5/4,282,204952.19,204952.19,0,27848.9,204,39,4.03,4.38,5064,890,"扬州,扬州市,江苏省,中国",大雨,中雨,28,21,<3级,南风,<3级,西北风,星期四,,,,0,,,7.37,[],31,4734.71,34894.64,7.37,"[5.07, 6.80, 7.37]",82,18271.07,134656.77,,,0,,,7.72,"[5.49, 7.32, 7.42, 7.72]",104,2615.73,20192.85,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",41,1706.4,14009.78,,,0,,
2023/5/5,2023/5/5,296,168654.83,168654.83,0,23079.08,198,31,3.95,3,5006,1034,"扬州,扬州市,江苏省,中国",中雨,阴,23,17,3~4级,西风,<3级,北风,星期五,,,,0,,,7.37,[],46,7078.71,52169.58,7.37,"[5.07, 6.80, 7.37]",52,10195.32,75138.75,,,0,,,7.72,"[5.49, 7.32, 7.42, 7.72]",127,3441.62,26568.66,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",40,1580.71,12977.76,,,0,,
2023/5/6,2023/5/6,334,227119.39,227119.39,0,31188.56,229,38,4.27,3.63,5362,1048,"扬州,扬州市,江苏省,中国",雾,阴,21,14,<3级,东北风,<3级,北风,星期六,,,,0,,,7.37,[],71,11831.71,87199.06,7.37,"[5.07, 6.80, 7.37]",59,13746.05,101307.72,,,0,,,7.72,"[5.49, 7.32, 7.42, 7.72]",127,3216.84,24833.66,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",34,1399.83,11492.66,,,0,,
2023/5/7,2023/5/7,296,189091.58,189091.58,0,25889.9,213,31,4.08,3.33,5221,930,"扬州,扬州市,江苏省,中国",多云,阴,21,12,3~4级,东北风,<3级,东北风,星期日,,,,0,,,7.37,[],49,7725.88,56939.43,7.37,"[5.07, 6.80, 7.37]",62,13003.15,95832.31,,,0,,,7.72,"[5.49, 7.32, 7.42, 7.72]",133,3438.97,26548.35,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",27,983.29,8072.82,,,0,,
2023/5/8,2023/5/8,304,206439.46,206439.46,0,28226.52,201,52,3.74,4.9,5373,1062,"扬州,扬州市,江苏省,中国",多云,多云,23,9,<3级,东北风,<3级,东风,星期一,,,,0,,,7.37,[],41,6959.37,51290.21,7.37,"[5.07, 6.80, 7.37]",63,15242.62,112337.26,,,0,,,7.72,"[5.49, 7.32, 7.42, 7.72]",126,3569.06,27552.81,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",44,1626.31,13352.24,,,0,,
2023/5/9,2023/5/9,291,178262.28,178262.28,0,24246.46,183,47,3.41,4.04,5365,1164,"扬州,扬州市,江苏省,中国",阴,阴,22,12,<3级,东北风,<3级,东风,星期二,,,,0,,,7.37,[],45,7604.41,56044.08,7.37,"[5.07, 6.80, 7.37]",61,10884.34,80216.8,,,0,,,7.72,"[5.49, 7.32, 7.42, 7.72]",120,3376.41,26065.51,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",40,1769.71,14529.34,,,0,,
2023/5/10,2023/5/10,324,270390.21,270390.21,0,36868.12,208,48,3.94,4.4,5282,1090,"扬州,扬州市,江苏省,中国",阴,阴,21,15,<3级,东风,<3级,东南风,星期三,,,,0,,,7.37,[],62,9032.66,66570.25,7.37,"[5.07, 6.80, 7.37]",78,22794.25,167992.93,,,0,,,7.72,"[5.49, 7.32, 7.42, 7.72]",123,3120.16,24086.92,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",34,1238.89,10171.29,,,0,,
2023/5/11,2023/5/11,310,162966.29,162966.29,0,21816.42,245,44,4.69,4.02,5225,1094,"扬州,扬州市,江苏省,中国",多云,阴,24,16,<3级,南风,<3级,南风,星期四,,,,0,,,7.37,[],41,4615.52,34015.94,7.37,"[5.07, 6.80, 7.37]",73,11607.57,85547.15,,,0,,,7.72,"[5.49, 7.32, 7.42, 7.72]",151,4033.67,31139.54,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",41,1468.08,12053.05,,,0,,
2023/5/12,2023/5/12,296,255689.72,255689.72,0,34309.31,198,31,3.66,2.78,5412,1114,"扬州,扬州市,江苏省,中国",多云,晴,26,14,<3级,西北风,<3级,西南风,星期五,,,,0,,,7.37,[],45,7608.95,56077.54,7.37,"[5.07, 6.80, 7.37]",65,21246.32,156584.67,,,0,,,7.72,"[5.49, 7.32, 7.42, 7.72]",136,3570.91,27566.75,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",50,1883.13,15460.76,,,0,,
2023/5/13,2023/5/13,305,151546.91,151546.91,0,20473.5,215,32,3.92,3.54,5481,903,"扬州,扬州市,江苏省,中国",晴,晴,31,18,3~4级,西风,<3级,西风,星期六,,,,0,,,7.37,[],30,3309.81,24393.01,7.37,"[5.07, 6.80, 7.37]",70,11482.8,84627.45,,,0,,,7.72,"[5.49, 7.32, 7.42, 7.72]",124,2989.01,23074.46,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",61,2243.76,18421.44,,,0,,
2023/5/14,2023/5/14,291,123535.07,123535.07,0,16604.82,186,17,3.74,2.33,4968,731,"扬州,扬州市,江苏省,中国",晴,晴,32,21,3~4级,西风,<3级,西南风,星期日,,,,0,,,7.37,[],37,4126.57,30412.45,7.37,"[5.07, 6.80, 7.37]",40,6656.63,49058.76,,,0,,,7.72,"[5.49, 7.32, 7.42, 7.72]",153,3591.06,27722.33,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",45,1897.02,15574.49,,,0,,
2023/5/15,2023/5/15,329,300601.13,300601.13,0,40974.51,218,28,4.07,2.8,5354,1000,"扬州,扬州市,江苏省,中国",晴,阴,33,20,3~4级,西南风,<3级,南风,星期一,,,,0,,,7.37,[],42,6293.37,46381.82,7.37,"[5.07, 6.80, 7.37]",69,28600.07,211185.19,,,0,,,7.72,"[5.49, 7.32, 7.42, 7.72]",135,3458.49,26698.84,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",49,1743.38,14313.27,,,0,,
2023/5/16,2023/5/16,275,115480.34,115480.34,0,15833.98,166,26,3.13,2.3,5298,1129,"扬州,扬州市,江苏省,中国",多云,阴,33,22,3~4级,南风,4~5级,东南风,星期二,,,,0,,,7.37,[],26,3322.41,24485.91,7.37,"[5.07, 6.80, 7.37]",60,7605.03,56048.38,,,0,,,7.72,"[5.49, 7.32, 7.42, 7.72]",126,2893.14,22334.54,,,0,,,8.21,"[5.84, 7.71, 7.81, 8.21]",39,1350.37,11086.69,,,0,,
2023/5/17,2023/5/17,337,278363.56,278363.56,0,39485.88,172,37,3.38,3.65,5093,1013,"扬州,扬州市,江苏省,中国",中雨,多云,26,21,3~4级,南风,<3级,西北风,星期三,,,,0,,,7.06,[],50,8026.93,56669.87,7.06,"[5.07, 6.50, 7.06]",82,25056.6,176898.78,,,0,,,7.42,"[5.49, 7.02, 7.12, 7.42]",128,3692.22,27396.78,,,0,,,7.89,"[5.84, 7.39, 7.49, 7.89]",48,1997.28,15758.75,,,0,,
2023/5/18,2023/5/18,334,229175.72,229175.72,0,32440.11,223,27,4.17,2.52,5342,1071,"扬州,扬州市,江苏省,中国",多云,多云,22,16,3~4级,东北风,<3级,东风,星期四,,,,0,,,7.06,[],34,4397.29,31044.44,7.06,"[5.07, 6.50, 7.06]",74,21472.74,151596.77,,,0,,,7.42,"[5.49, 7.02, 7.12, 7.42]",148,3960.24,29385.44,,,0,,,7.89,"[5.84, 7.39, 7.49, 7.89]",52,1994.03,15732.86,,,0,,
2023/5/19,2023/5/19,320,141024.3,141024.3,0,19727.3,220,39,3.95,3.43,5566,1137,"扬州,扬州市,江苏省,中国",多云,阴,27,19,<3级,南风,<3级,东南风,星期五,,,,0,,,7.06,[],41,4536.74,32028.88,7.06,"[5.07, 6.50, 7.06]",55,8464.51,59759.07,,,0,,,7.42,"[5.49, 7.02, 7.12, 7.42]",162,4546.88,33738.91,,,0,,,7.89,"[5.84, 7.39, 7.49, 7.89]",44,1875.72,14799.59,,,0,,
2023/5/20,2023/5/20,243,129742.51,129742.51,0,17994.11,197,23,3.7,2.5,5327,919,"扬州,扬州市,江苏省,中国",多云,多云,28,19,3~4级,南风,<3级,东风,星期六,,,,0,,,7.06,[],30,4958.88,35009.56,7.06,"[5.07, 6.50, 7.06]",52,8008.08,56536.26,,,0,,,7.42,"[5.49, 7.02, 7.12, 7.42]",115,3124.33,23183.27,,,0,,,7.89,"[5.84, 7.39, 7.49, 7.89]",46,1902.82,15013.42,,,0,,
2023/5/21,2023/5/21,282,147143.64,147143.64,0,20503.66,188,30,3.57,3.81,5271,787,"扬州,扬州市,江苏省,中国",多云,小雨,28,16,3~4级,东风,<3级,东北风,星期日,,,,0,,,7.06,[],28,3786.85,26734.75,7.06,"[5.07, 6.50, 7.06]",68,11080.72,78229.05,,,0,,,7.42,"[5.49, 7.02, 7.12, 7.42]",136,3861.59,28654.06,,,0,,,7.89,"[5.84, 7.39, 7.49, 7.89]",47,1689.53,13330.36,,,0,,
2023/5/22,2023/5/22,267,101653.88,101653.88,0,14652.42,185,33,3.65,3.52,5074,938,"扬州,扬州市,江苏省,中国",多云,晴,22,12,3~4级,东北风,<3级,东北风,星期一,,,,0,,,7.06,[],24,2706.75,19109.47,7.06,"[5.07, 6.50, 7.06]",39,6068.07,42839.97,,,0,,,7.42,"[5.49, 7.02, 7.12, 7.42]",132,3447.42,25580.94,,,0,,,7.89,"[5.84, 7.39, 7.49, 7.89]",39,1526.65,12045.55,,,0,,
2023/5/23,2023/5/23,308,143951.33,143951.33,0,20598.04,208,36,3.94,3.35,5284,1077,"扬州,扬州市,江苏省,中国",晴,小雨,28,18,3~4级,南风,<3级,东南风,星期二,,,,0,,,7.06,[],45,5863.02,41392.6,7.06,"[5.07, 6.50, 7.06]",57,8832.61,62357.62,,,0,,,7.42,"[5.49, 7.02, 7.12, 7.42]",141,3581.7,26576.63,,,0,,,7.89,"[5.84, 7.39, 7.49, 7.89]",34,1482.48,11696.77,,,0,,
2023/5/24,2023/5/24,265,230952.19,230952.19,0,32866.35,210,29,4.11,2.71,5109,1071,"扬州,扬州市,江苏省,中国",小雨,晴,21,14,3~4级,东南风,<3级,东南风,星期三,,,,0,,,7.06,[],27,4454.48,31448.23,7.06,"[5.07, 6.50, 7.06]",66,23438.63,165476.13,,,0,,,7.42,"[5.49, 7.02, 7.12, 7.42]",110,2751.8,20419.06,,,0,,,7.89,"[5.84, 7.39, 7.49, 7.89]",37,1520.5,11996.75,,,0,,
2023/5/25,2023/5/25,291,158129.96,158129.96,0,22600.03,181,29,3.52,2.61,5147,1110,"扬州,扬州市,江苏省,中国",多云,阴,27,20,<3级,西南风,<3级,东南风,星期四,,,,0,,,7.06,[],38,4906.49,34639.48,7.06,"[5.07, 6.50, 7.06]",64,11974.96,84542.48,,,0,,,7.42,"[5.49, 7.02, 7.12, 7.42]",112,3101.35,23012.41,,,0,,,7.89,"[5.84, 7.39, 7.49, 7.89]",42,1773.89,13996.11,,,0,,
2023/5/26,2023/5/26,304,122794.67,122794.67,0,17687.61,177,35,3.33,3.44,5313,1017,"扬州,扬州市,江苏省,中国",阴,中雨,30,23,3~4级,南风,<3级,南风,星期五,,,,0,,,7.06,[],42,4688.63,33101.07,7.06,"[5.07, 6.50, 7.06]",41,6505.31,45926.98,,,0,,,7.42,"[5.49, 7.02, 7.12, 7.42]",130,3401,25236.1,,,0,,,7.89,"[5.84, 7.39, 7.49, 7.89]",53,2042.5,16115.33,,,0,,
2023/5/27,2023/5/27,289,133506.63,133506.63,0,18858.52,190,19,3.83,2.14,4960,890,"扬州,扬州市,江苏省,中国",小雨,中雨,30,24,3~4级,南风,<3级,东南风,星期六,,,,0,,,7.06,[],25,4496.08,31741.99,7.06,"[5.07, 6.50, 7.06]",57,8139.05,57461.09,,,0,,,7.42,"[5.49, 7.02, 7.12, 7.42]",139,3824.92,28382.01,,,0,,,7.89,"[5.84, 7.39, 7.49, 7.89]",47,1861.41,14686.42,,,0,,
2023/5/28,2023/5/28,269,97659.24,97659.24,0,13926.27,206,34,4.23,4.63,4873,733,"扬州,扬州市,江苏省,中国",多云,小雨,36,22,3~4级,北风,<3级,西北风,星期日,,,,0,,,7.06,[],27,1900.08,13414.11,7.06,"[5.07, 6.50, 7.06]",39,5477.13,38668.13,,,0,,,7.42,"[5.49, 7.02, 7.12, 7.42]",138,4012.57,29774.26,,,0,,,7.89,"[5.84, 7.39, 7.49, 7.89]",44,1783.32,14070.56,,,0,,
2023/5/29,2023/5/29,303,139336.26,139336.26,0,19841.98,181,35,3.61,3.56,5014,982,"扬州,扬州市,江苏省,中国",多云,阴,28,21,3~4级,东北风,<3级,东北风,星期一,,,,0,,,7.06,[],40,5141.26,36296.93,7.06,"[5.07, 6.50, 7.06]",49,8310.7,58672.98,,,0,,,7.42,"[5.49, 7.02, 7.12, 7.42]",138,3809.7,28268.75,,,0,,,7.89,"[5.84, 7.39, 7.49, 7.89]",47,1818.07,14344.58,,,0,,
