"日期","0号柴油销量（升）","0号柴油价差","石化站价格","竞争站价格"
2023-04-04,1606.26,1.94,"7.06",5.12
2023-04-05,846.86,1.94,"7.06",5.12
2023-04-06,3342.45,1.94,"7.06",5.12
2023-04-07,2589.27,1.94,"7.06",5.12
2023-04-08,1685.91,1.94,"7.06",5.12
2023-04-09,1633.35,1.94,"7.06",5.12
2023-04-10,3697.26,1.94,"7.06",5.12
2023-04-11,2600.04,1.94,"7.06",5.12
2023-04-12,2552.51,1.94,"7.06",5.12
2023-04-13,2101.64,1.94,"7.06",5.12
2023-04-14,6560.09,1.94,"7.06",5.12
2023-04-15,7559.28,1.94,"7.06",5.12
2023-04-16,3452.11,1.94,"7.06",5.12
2023-04-17,17490.64,1.94,"7.06",5.12
2023-04-18,2949.99,2.39,"7.51",5.12
2023-04-19,1212.34,2.39,"7.51",5.12
2023-04-20,2043.93,2.39,"7.51",5.12
2023-04-21,2511.92,2.39,"7.51",5.12
2023-04-22,2534.14,2.39,"7.51",5.12
2023-04-23,3264.24,2.39,"7.51",5.12
2023-04-24,3255.08,2.39,"7.51",5.12
2023-04-25,4330.84,2.39,"7.51",5.12
2023-04-26,2750.05,2.39,"7.51",5.12
2023-04-27,4448.82,2.39,"7.51",5.12
2023-04-28,2091.78,2.39,"7.51",5.12
2023-04-29,2672.76,2.25,"7.37",5.12
2023-04-30,1905.64,2.25,"7.37",5.12
2023-05-01,852.89,2.25,"7.37",5.12
2023-05-02,231.06,2.25,"7.37",5.12
2023-05-03,909.70,2.25,"7.37",5.12
2023-05-04,2233.32,2.25,"7.37",5.12
2023-05-05,3066.82,2.25,"7.37",5.12
2023-05-06,2278.85,2.25,"7.37",5.12
2023-05-07,1514.48,2.25,"7.37",5.12
2023-05-08,1887.66,2.25,"7.37",5.12
2023-05-09,2790.78,2.25,"7.37",5.12
2023-05-10,3202.27,2.25,"7.37",5.12
2023-05-11,1970.11,2.25,"7.37",5.12
2023-05-12,2763.67,2.25,"7.37",5.12
2023-05-13,2055.02,2.25,"7.37",5.12
2023-05-14,1317.86,2.25,"7.37",5.12
2023-05-15,1789.16,2.25,"7.37",5.12
2023-05-16,1691.88,2.25,"7.37",5.12
2023-05-17,4505.03,1.94,"7.06",5.12
2023-05-18,3868.81,1.94,"7.06",5.12
2023-05-19,1522.88,1.94,"7.06",5.12
2023-05-20,2724.79,1.94,"7.06",5.12
2023-05-21,2340.58,1.94,"7.06",5.12
2023-05-22,2921.84,1.94,"7.06",5.12
2023-05-23,3779.50,1.94,"7.06",5.12
2023-05-24,1662.83,1.94,"7.06",5.12
2023-05-25,2978.20,1.94,"7.06",5.12
2023-05-26,2631.61,1.94,"7.06",5.12
2023-05-27,1015.31,1.94,"7.06",5.12
2023-05-28,816.62,1.94,"7.06",5.12
2023-05-29,2482.25,1.94,"7.06",5.12
2023-05-30,3368.44,1.94,"7.06",5.12
2023-05-31,2028.39,2.02,"7.14",5.12
2023-06-01,1993.72,2.02,"7.14",5.12
2023-06-02,2080.28,2.02,"7.14",5.12
2023-06-03,2557.73,2.02,"7.14",5.12
2023-06-04,1340.73,2.02,"7.14",5.12
2023-06-05,2090.97,2.02,"7.14",5.12
2023-06-06,1527.83,2.02,"7.14",5.12
2023-06-07,2374.63,2.02,"7.14",5.12
2023-06-08,2487.82,2.02,"7.14",5.12
2023-06-09,2559.50,2.02,"7.14",5.12
2023-06-10,3113.94,2.02,"7.14",5.12
2023-06-11,1316.95,2.02,"7.14",5.12
2023-06-12,1392.86,2.02,"7.14",5.12
2023-06-13,2216.01,2.02,"7.14",5.12
2023-06-14,2743.10,1.98,"7.10",5.12
2023-06-15,2476.12,1.98,"7.10",5.12
2023-06-16,1667.83,1.98,"7.10",5.12
2023-06-17,1069.11,1.98,"7.10",5.12
2023-06-18,1275.19,1.98,"7.10",5.12
2023-06-19,1126.75,1.98,"7.10",5.12
2023-06-20,2613.91,1.98,"7.10",5.12
2023-06-21,1768.33,1.98,"7.10",5.12
2023-06-22,1200.02,1.98,"7.10",5.12
2023-06-23,2808.48,1.98,"7.10",5.12
2023-06-24,1353.77,1.98,"7.10",5.12
2023-06-25,1401.79,1.98,"7.10",5.12
2023-06-26,2813.77,1.98,"7.10",5.12
2023-06-27,2135.68,1.98,"7.10",5.12
2023-06-28,1233.48,1.98,"7.10",5.12
2023-06-29,2442.77,2.04,"7.16",5.12
2023-06-30,1372.36,2.04,"7.16",5.12
2023-07-01,1900.50,2.04,"7.16",5.12
2023-07-02,1367.13,2.04,"7.16",5.12
2023-07-03,3220.47,2.04,"7.16",5.12
2023-07-04,1644.09,2.04,"7.16",5.12
2023-07-05,885.35,2.04,"7.16",5.12
2023-07-06,2225.15,2.04,"7.16",5.12
2023-07-07,2246.15,2.04,"7.16",5.12
2023-07-08,1196.08,2.04,"7.16",5.12
2023-07-09,1578.96,2.04,"7.16",5.12
2023-07-10,1520.82,2.04,"7.16",5.12
2023-07-11,1943.83,2.04,"7.16",5.12
2023-07-12,8417.72,2.04,"7.16",5.12
2023-07-13,735.92,2.17,"7.29",5.12
2023-07-14,2383.51,2.17,"7.29",5.12
2023-07-15,1569.46,2.17,"7.29",5.12
2023-07-16,1295.27,2.17,"7.29",5.12
2023-07-17,1200.00,2.17,"7.29",5.12
2023-07-18,3116.22,2.17,"7.29",5.12
2023-07-19,2699.86,2.17,"7.29",5.12
2023-07-20,2472.32,2.17,"7.29",5.12
2023-07-21,1058.08,2.17,"7.29",5.12
2023-07-22,1346.71,2.17,"7.29",5.12
2023-07-23,1330.42,2.17,"7.29",5.12
2023-07-24,1428.55,2.17,"7.29",5.12
2023-07-25,2054.95,2.17,"7.29",5.12
2023-07-26,1989.84,2.17,"7.29",5.12
2023-07-27,2958.62,2.39,"7.51",5.12
2023-07-28,1622.51,2.39,"7.51",5.12
2023-07-29,787.85,2.39,"7.51",5.12
2023-07-30,1011.18,2.39,"7.51",5.12
2023-07-31,2059.45,2.39,"7.51",5.12
2023-08-01,1334.02,2.39,"7.51",5.12
2023-08-02,2110.10,0.50,"7.51",7.01
2023-08-03,2192.60,0.50,"7.51",7.01
2023-08-04,2229.24,0.50,"7.51",7.01
2023-08-05,1056.29,0.50,"7.51",7.01
2023-08-06,1711.27,0.50,"7.51",7.01
2023-08-07,3337.08,0.50,"7.51",7.01
2023-08-08,2540.77,0.50,"7.51",7.01
2023-08-09,3570.33,0.50,"7.51",7.01
2023-08-10,1661.49,0.40,"7.71",7.31
2023-08-11,851.19,0.40,"7.71",7.31
2023-08-12,2071.85,0.40,"7.71",7.31
2023-08-13,1110.29,0.40,"7.71",7.31
2023-08-14,2759.51,0.40,"7.71",7.31
2023-08-15,2519.38,0.40,"7.71",7.31
2023-08-16,1049.66,0.40,"7.71",7.31
2023-08-17,2444.74,0.40,"7.71",7.31
2023-08-18,1778.79,0.40,"7.71",7.31
2023-08-19,2196.91,0.40,"7.71",7.31
2023-08-20,1313.80,0.40,"7.71",7.31
2023-08-21,904.24,0.40,"7.71",7.31
2023-08-22,1414.22,0.40,"7.71",7.31
2023-08-23,1074.74,0.40,"7.71",7.31
2023-08-24,2896.95,0.40,"7.75",7.35
2023-08-25,1561.13,0.40,"7.75",7.35
2023-08-26,977.28,0.40,"7.75",7.35
2023-08-27,1544.07,0.40,"7.75",7.35
2023-08-28,624.44,0.40,"7.75",7.35
2023-08-29,1770.72,0.40,"7.75",7.35
2023-08-30,1065.98,0.24,"7.75",7.51
2023-08-31,1807.21,0.24,"7.75",7.51
2023-09-01,1003.18,0.24,"7.75",7.51
2023-09-02,1885.99,0.24,"7.75",7.51
2023-09-03,1793.98,0.24,"7.75",7.51
2023-09-04,1433.96,0.24,"7.75",7.51
2023-09-05,2480.39,0.24,"7.75",7.51
2023-09-06,4070.07,0.24,"7.75",7.51
2023-09-07,2967.64,0.24,"7.75",7.51
2023-09-08,3545.01,0.24,"7.75",7.51
2023-09-09,2449.95,0.24,"7.75",7.51
2023-09-10,2284.37,0.24,"7.75",7.51
2023-09-11,1806.87,0.24,"7.75",7.51
2023-09-12,2656.29,0.24,"7.75",7.51
2023-09-13,2057.51,0.30,"7.75",7.45
2023-09-14,1353.35,0.30,"7.75",7.45
2023-09-15,1109.11,0.30,"7.75",7.45
2023-09-16,2830.90,0.30,"7.75",7.45
2023-09-17,791.40,0.30,"7.75",7.45
2023-09-18,1412.72,0.30,"7.75",7.45
2023-09-19,2658.21,0.30,"7.75",7.45
2023-09-20,8558.36,0.30,"7.75",7.45
2023-09-21,1217.31,0.56,"8.07",7.51
2023-09-22,1207.11,0.56,"8.07",7.51
2023-09-23,681.81,0.56,"8.07",7.51
2023-09-24,1020.94,0.56,"8.07",7.51
2023-09-25,2194.83,0.56,"8.07",7.51
2023-09-26,2682.79,0.56,"8.07",7.51
2023-09-27,2813.86,0.56,"8.07",7.51
2023-09-28,2079.82,0.56,"8.07",7.51
2023-09-29,819.79,0.56,"8.07",7.51
2023-09-30,905.70,0.56,"8.07",7.51
2023-10-01,207.53,0.56,"8.07",7.51
2023-10-02,231.43,0.56,"8.07",7.51
2023-10-03,1259.26,0.56,"8.07",7.51
2023-10-04,943.32,0.56,"8.07",7.51
2023-10-05,1903.96,0.56,"8.07",7.51
2023-10-06,1481.87,0.56,"8.07",7.51
2023-10-07,1206.83,0.56,"8.07",7.51
2023-10-08,2044.12,0.56,"8.07",7.51
2023-10-09,1476.61,0.56,"8.07",7.51
2023-10-10,1683.80,0.56,"8.07",7.51
2023-10-11,1605.78,0.49,"8.00",7.51
2023-10-12,1750.39,0.49,"8.00",7.51
2023-10-13,738.51,0.49,"8.00",7.51
2023-10-14,1789.62,0.49,"8.00",7.51
2023-10-15,1318.57,0.49,"8.00",7.51
2023-10-16,2744.12,0.49,"8.00",7.51
2023-10-17,1764.10,0.49,"8.00",7.51
2023-10-18,2275.19,0.49,"8.00",7.51
2023-10-19,1473.15,0.49,"8.00",7.51
2023-10-20,2436.29,0.49,"8.00",7.51
2023-10-21,1131.04,0.49,"8.00",7.51
2023-10-22,1801.94,0.49,"8.00",7.51
2023-10-23,1600.79,0.49,"8.00",7.51
2023-10-24,25952.51,0.49,"8.00",7.51
2023-10-25,2370.02,0.43,"7.94",7.51
2023-10-26,918.53,0.43,"7.94",7.51
2023-10-27,2837.09,0.43,"7.94",7.51
2023-10-28,3568.49,0.43,"7.94",7.51
2023-10-29,1464.30,0.43,"7.94",7.51
2023-10-30,1481.32,0.43,"7.94",7.51
2023-10-31,1909.73,0.43,"7.94",7.51
2023-11-01,1306.45,0.43,"7.94",7.51
2023-11-02,1744.35,0.43,"7.94",7.51
2023-11-03,2197.02,0.43,"7.94",7.51
2023-11-04,2662.21,0.43,"7.94",7.51
2023-11-05,856.27,0.43,"7.94",7.51
2023-11-06,2588.66,0.43,"7.94",7.51
2023-11-07,1842.75,0.43,"7.94",7.51
2023-11-08,2294.50,0.40,"7.83",7.43
2023-11-09,1666.65,0.40,"7.83",7.43
2023-11-10,2067.51,0.40,"7.83",7.43
2023-11-11,1716.18,0.40,"7.83",7.43
2023-11-12,1571.72,0.40,"7.83",7.43
2023-11-13,2767.46,0.40,"7.83",7.43
2023-11-14,2014.38,0.40,"7.83",7.43
2023-11-15,1913.61,0.50,"7.83",7.33
2023-11-16,1554.02,0.50,"7.83",7.33
2023-11-17,1716.40,0.50,"7.83",7.33
2023-11-18,1847.23,0.50,"7.83",7.33
2023-11-19,2090.90,0.50,"7.83",7.33
2023-11-20,1886.92,0.50,"7.83",7.33
2023-11-21,1908.99,0.50,"7.83",7.33
2023-11-22,2395.55,0.50,"7.55",7.05
2023-11-23,2152.74,0.50,"7.55",7.05
2023-11-24,3276.69,0.50,"7.55",7.05
2023-11-25,2101.92,0.50,"7.55",7.05
2023-11-26,1353.99,0.50,"7.55",7.05
2023-11-27,5383.09,0.50,"7.55",7.05
2023-11-28,7681.92,0.50,"7.55",7.05
2023-11-29,20514.98,0.50,"7.55",7.05
2023-11-30,1485.79,0.50,"7.55",7.05
2023-12-01,1529.34,0.50,"7.55",7.05
2023-12-02,1671.21,0.50,"7.55",7.05
2023-12-03,1097.22,0.50,"7.55",7.05
2023-12-04,3090.43,0.50,"7.55",7.05
2023-12-05,1884.04,0.50,"7.55",7.05
2023-12-06,2637.30,0.45,"7.50",7.05
2023-12-07,1801.65,0.45,"7.50",7.05
2023-12-08,1697.14,0.45,"7.50",7.05
2023-12-09,1242.85,0.45,"7.50",7.05
2023-12-10,1916.19,0.45,"7.50",7.05
2023-12-11,1941.56,0.45,"7.50",7.05
2023-12-12,1389.18,0.45,"7.50",7.05
2023-12-13,2172.39,0.45,"7.50",7.05
2023-12-14,1227.73,0.45,"7.50",7.05
2023-12-15,2532.79,0.45,"7.50",7.05
2023-12-16,2588.62,0.45,"7.50",7.05
2023-12-17,789.90,0.45,"7.50",7.05
2023-12-18,1296.00,0.45,"7.50",7.05
2023-12-19,1298.41,0.45,"7.50",7.05
2023-12-20,2678.79,0.50,"7.16",6.66
2023-12-21,1504.11,0.50,"7.16",6.66
2023-12-22,2296.48,0.50,"7.16",6.66
2023-12-23,1845.23,0.50,"7.16",6.66
2023-12-24,597.27,0.50,"7.16",6.66
2023-12-25,2403.36,0.50,"7.16",6.66
2023-12-26,2040.04,0.50,"7.16",6.66
2023-12-27,1301.26,0.50,"7.16",6.66
2023-12-28,2483.07,0.50,"7.16",6.66
2023-12-29,1144.71,0.50,"7.16",6.66
2023-12-30,1278.06,0.50,"7.16",6.66
2023-12-31,1461.75,0.50,"7.16",6.66
