"date","city","order_cnt","amount","pay_amount","discountAmount","refuelLiters"
"2023-02-07",中石化壳牌合资公司,31465,13283428.88,13283428.88,0.00,1704062.92
"2023-02-07",南京分公司,29186,12027878.76,12027878.76,0.00,1557522.13
"2023-02-07",南通分公司,17805,7580594.10,7580594.10,0.00,977270.44
"2023-02-07",宿迁分公司,4171,2439162.26,2439162.26,0.00,323227.03
"2023-02-07",常州分公司,14315,6550619.97,6550619.97,0.00,858889.80
"2023-02-07",徐州分公司,11521,6279003.55,6279003.55,0.00,858788.25
"2023-02-07",扬州分公司,9874,4392922.69,4392922.69,0.00,573239.06
"2023-02-07",无锡分公司,21718,9651868.91,9651868.91,0.00,1247904.43
"2023-02-07",江阴分公司,5651,2606046.64,2606046.64,0.00,336444.85
"2023-02-07",泰州分公司,10613,4812852.29,4812852.29,0.00,628129.73
"2023-02-07",淮安分公司,4645,2760185.42,2760185.42,0.00,366065.14
"2023-02-07",盐城分公司,9670,4564576.60,4564576.60,0.00,592276.61
"2023-02-07",苏州分公司,36767,15630006.89,15630006.89,0.00,2018904.39
"2023-02-07",连云港分公司,5641,2858027.68,2858027.68,0.00,377263.00
"2023-02-07",镇江分公司,8451,4210143.74,4210143.74,0.00,551576.17
"2023-02-07",高速石油公司,6672,4416346.52,4416346.52,0.00,579199.57
"2023-02-07",,940,546130.49,546130.49,0.00,71673.46
"2023-02-08",中石化壳牌合资公司,32612,13549929.49,13549929.49,0.00,1737089.75
"2023-02-08",南京分公司,28151,11891835.83,11891835.83,0.00,1562775.76
"2023-02-08",南通分公司,17755,7476631.85,7476631.85,0.00,964893.46
"2023-02-08",宿迁分公司,4593,2915963.17,2915963.17,0.00,388597.12
"2023-02-08",常州分公司,16185,7527891.33,7527891.33,0.00,1004426.28
"2023-02-08",徐州分公司,12130,6876880.58,6876880.58,0.00,917259.36
"2023-02-08",扬州分公司,10175,4630108.14,4630108.14,0.00,605259.36
"2023-02-08",无锡分公司,20574,9487406.49,9487406.49,0.00,1230471.98
"2023-02-08",江阴分公司,6255,2945028.96,2945028.96,0.00,381304.44
"2023-02-08",泰州分公司,10912,5143313.95,5143313.95,0.00,670410.38
"2023-02-08",淮安分公司,6550,3905146.08,3905146.08,0.00,517492.15
"2023-02-08",盐城分公司,9674,4554855.83,4554855.83,0.00,590238.53
"2023-02-08",苏州分公司,30885,13315724.69,13315724.69,0.00,1764497.38
"2023-02-08",连云港分公司,5046,2710056.86,2710056.86,0.00,359039.73
"2023-02-08",镇江分公司,9088,4532849.30,4532849.30,0.00,593220.45
"2023-02-08",高速石油公司,5916,4160663.29,4160663.29,0.00,547544.43
"2023-02-08",,789,434848.06,434848.06,0.00,56827.63
"2023-02-09",中石化壳牌合资公司,30567,12879041.90,12879041.90,0.00,1650316.63
"2023-02-09",南京分公司,26027,11014558.71,11014558.71,0.00,1417737.03
"2023-02-09",南通分公司,17055,7348614.23,7348614.23,0.00,947696.26
"2023-02-09",宿迁分公司,4885,2892262.31,2892262.31,0.00,381544.11
"2023-02-09",常州分公司,17937,8662449.86,8662449.86,0.00,1148059.44
"2023-02-09",徐州分公司,12231,6748372.90,6748372.90,0.00,892751.02
"2023-02-09",扬州分公司,10102,4506350.91,4506350.91,0.00,601927.56
"2023-02-09",无锡分公司,19058,8729757.50,8729757.50,0.00,1128916.70
"2023-02-09",江阴分公司,6288,2936863.39,2936863.39,0.00,423877.25
"2023-02-09",泰州分公司,10450,4953673.75,4953673.75,0.00,646519.68
"2023-02-09",淮安分公司,5872,3351481.61,3351481.61,0.00,446525.14
"2023-02-09",盐城分公司,8834,4118021.41,4118021.41,0.00,533644.89
"2023-02-09",苏州分公司,33916,14399076.32,14399076.32,0.00,1858236.10
"2023-02-09",连云港分公司,5743,3171445.23,3171445.23,0.00,420869.78
"2023-02-09",镇江分公司,7732,3926239.50,3926239.50,0.00,515011.49
"2023-02-09",高速石油公司,7628,5049907.58,5049907.58,0.00,662124.55
"2023-02-09",,890,551194.01,551194.01,0.00,72404.69
"2023-02-10",中石化壳牌合资公司,34016,14062837.66,14062837.66,0.00,1799905.31
"2023-02-10",南京分公司,32918,13461870.36,13461870.36,0.00,1768588.60
"2023-02-10",南通分公司,21275,9000741.76,9000741.76,0.00,1160496.30
"2023-02-10",宿迁分公司,3714,2011744.70,2011744.70,0.00,265552.01
"2023-02-10",常州分公司,20737,9837450.96,9837450.96,0.00,1316851.72
"2023-02-10",徐州分公司,13074,6264230.96,6264230.96,0.00,819416.97
"2023-02-10",扬州分公司,8685,3955364.97,3955364.97,0.00,517265.94
"2023-02-10",无锡分公司,22948,10369783.34,10369783.34,0.00,1342495.16
"2023-02-10",江阴分公司,6073,2806327.34,2806327.34,0.00,362296.20
"2023-02-10",泰州分公司,11297,5078820.14,5078820.14,0.00,660680.56
"2023-02-10",淮安分公司,6284,3662687.53,3662687.53,0.00,485695.52
"2023-02-10",盐城分公司,9977,4630006.02,4630006.02,0.00,600458.21
"2023-02-10",苏州分公司,41182,17381736.92,17381736.92,0.00,2243687.01
"2023-02-10",连云港分公司,6060,3060003.45,3060003.45,0.00,406224.15
"2023-02-10",镇江分公司,9406,4609247.78,4609247.78,0.00,600935.36
"2023-02-10",高速石油公司,7385,4870288.51,4870288.51,0.00,637976.23
"2023-02-10",,730,412366.89,412366.89,0.00,53953.62
"2023-02-11",中石化壳牌合资公司,29096,12056105.46,12056105.46,0.00,1544804.83
"2023-02-11",南京分公司,25116,10308659.87,10308659.87,0.00,1325565.73
"2023-02-11",南通分公司,15334,6453959.04,6453959.04,0.00,833468.41
"2023-02-11",宿迁分公司,4200,2351900.31,2351900.31,0.00,310271.99
"2023-02-11",常州分公司,18273,8626869.21,8626869.21,0.00,1134899.71
"2023-02-11",徐州分公司,11303,6289837.63,6289837.63,0.00,835152.43
"2023-02-11",扬州分公司,9636,4157801.19,4157801.19,0.00,539354.68
"2023-02-11",无锡分公司,17054,7506054.83,7506054.83,0.00,970704.04
"2023-02-11",江阴分公司,6241,2848860.95,2848860.95,0.00,424158.78
"2023-02-11",泰州分公司,10416,4622656.86,4622656.86,0.00,601552.50
"2023-02-11",淮安分公司,5542,3368490.85,3368490.85,0.00,448720.34
"2023-02-11",盐城分公司,8780,4022210.97,4022210.97,0.00,521031.17
"2023-02-11",苏州分公司,32060,13475976.21,13475976.21,0.00,1741782.15
"2023-02-11",连云港分公司,5495,2601841.47,2601841.47,0.00,344522.29
"2023-02-11",镇江分公司,8569,4131252.17,4131252.17,0.00,540634.15
"2023-02-11",高速石油公司,6630,4474801.32,4474801.32,0.00,587605.21
"2023-02-11",,765,452210.24,452210.24,0.00,59393.05
"2023-02-12",中石化壳牌合资公司,26600,10454167.32,10454167.32,0.00,1329500.66
"2023-02-12",南京分公司,22624,9180289.82,9180289.82,0.00,1175669.35
"2023-02-12",南通分公司,15248,6183173.61,6183173.61,0.00,795329.97
"2023-02-12",宿迁分公司,3785,2380904.27,2380904.27,0.00,317492.26
"2023-02-12",常州分公司,13531,6305349.01,6305349.01,0.00,881835.35
"2023-02-12",徐州分公司,7903,4099490.65,4099490.65,0.00,539579.59
"2023-02-12",扬州分公司,8582,3601209.32,3601209.32,0.00,466810.94
"2023-02-12",无锡分公司,13060,5867110.87,5867110.87,0.00,759688.51
"2023-02-12",江阴分公司,5707,2588578.89,2588578.89,0.00,397847.49
"2023-02-12",泰州分公司,7974,3422322.70,3422322.70,0.00,444405.26
"2023-02-12",淮安分公司,4851,2773004.64,2773004.64,0.00,367417.27
"2023-02-12",盐城分公司,7507,3364577.87,3364577.87,0.00,434168.49
"2023-02-12",苏州分公司,23589,9596623.73,9596623.73,0.00,1233296.56
"2023-02-12",连云港分公司,4469,2546063.84,2546063.84,0.00,339696.36
"2023-02-12",镇江分公司,6865,2994970.17,2994970.17,0.00,390570.19
"2023-02-12",高速石油公司,6416,3955912.89,3955912.89,0.00,516579.43
"2023-02-12",,640,390470.14,390470.14,0.00,51390.84
"2023-02-13",中石化壳牌合资公司,27767,11729676.86,11729676.86,0.00,1507562.26
"2023-02-13",南京分公司,32292,13155467.73,13155467.73,0.00,1692622.52
"2023-02-13",南通分公司,19441,8057479.95,8057479.95,0.00,1036961.97
"2023-02-13",宿迁分公司,5996,3220178.25,3220178.25,0.00,423074.40
"2023-02-13",常州分公司,17798,8152719.44,8152719.44,0.00,1097787.76
"2023-02-13",徐州分公司,9923,5146277.23,5146277.23,0.00,677801.07
"2023-02-13",扬州分公司,11524,5089611.31,5089611.31,0.00,660251.01
"2023-02-13",无锡分公司,20884,9366744.17,9366744.17,0.00,1213930.28
"2023-02-13",江阴分公司,7196,3362977.15,3362977.15,0.00,462097.42
"2023-02-13",泰州分公司,12130,5432129.87,5432129.87,0.00,706077.00
"2023-02-13",淮安分公司,6902,3517191.45,3517191.45,0.00,461577.01
"2023-02-13",盐城分公司,10830,4765843.60,4765843.60,0.00,614854.04
"2023-02-13",苏州分公司,37527,15678331.33,15678331.33,0.00,2020352.30
"2023-02-13",连云港分公司,6170,3084639.94,3084639.94,0.00,404742.90
"2023-02-13",镇江分公司,10305,4458939.32,4458939.32,0.00,579574.26
"2023-02-13",高速石油公司,6793,4281557.70,4281557.70,0.00,560238.85
"2023-02-13",,902,525485.57,525485.57,0.00,68966.19
"2023-02-14",中石化壳牌合资公司,37925,15819959.51,15819959.51,0.00,2028606.79
"2023-02-14",南京分公司,32224,13488474.65,13488474.65,0.00,1836301.89
"2023-02-14",南通分公司,18536,7887463.54,7887463.54,0.00,1017417.90
"2023-02-14",宿迁分公司,4885,2810141.82,2810141.82,0.00,370858.70
"2023-02-14",常州分公司,18657,8828769.39,8828769.39,0.00,1207079.49
"2023-02-14",徐州分公司,9632,5207804.72,5207804.72,0.00,691286.88
"2023-02-14",扬州分公司,7359,3481686.96,3481686.96,0.00,455053.67
"2023-02-14",无锡分公司,21815,9692253.68,9692253.68,0.00,1251632.03
"2023-02-14",江阴分公司,7593,3467460.30,3467460.30,0.00,501208.94
"2023-02-14",泰州分公司,12178,5435438.95,5435438.95,0.00,707145.60
"2023-02-14",淮安分公司,6576,3279522.45,3279522.45,0.00,430098.29
"2023-02-14",盐城分公司,10559,4804518.42,4804518.42,0.00,621136.37
"2023-02-14",苏州分公司,37949,16418466.76,16418466.76,0.00,2128345.47
"2023-02-14",连云港分公司,5799,3043788.51,3043788.51,0.00,403746.47
"2023-02-14",镇江分公司,9947,4825720.08,4825720.08,0.00,631104.65
"2023-02-14",高速石油公司,7475,5019957.36,5019957.36,0.00,659078.38
"2023-02-14",,330,249964.51,249964.51,0.00,33069.43
"2023-02-15",中石化壳牌合资公司,36788,15446528.96,15446528.96,0.00,1981151.00
"2023-02-15",南京分公司,33713,14197629.92,14197629.92,0.00,1865327.07
"2023-02-15",南通分公司,17678,7528012.38,7528012.38,0.00,970934.67
"2023-02-15",宿迁分公司,5485,3249781.63,3249781.63,0.00,430550.00
"2023-02-15",常州分公司,19758,9468411.17,9468411.17,0.00,1277434.18
"2023-02-15",徐州分公司,11028,5907239.51,5907239.51,0.00,780874.06
"2023-02-15",扬州分公司,8377,3710774.85,3710774.85,0.00,482219.51
"2023-02-15",无锡分公司,18170,8318108.53,8318108.53,0.00,1078373.88
"2023-02-15",江阴分公司,7786,3600910.38,3600910.38,0.00,500504.40
"2023-02-15",泰州分公司,12451,5810523.56,5810523.56,0.00,759559.97
"2023-02-15",淮安分公司,6824,3797678.29,3797678.29,0.00,501969.26
"2023-02-15",盐城分公司,9581,4160291.23,4160291.23,0.00,536084.58
"2023-02-15",苏州分公司,41398,17901655.23,17901655.23,0.00,2322439.47
"2023-02-15",连云港分公司,5542,2936714.58,2936714.58,0.00,389413.68
"2023-02-15",镇江分公司,10356,5005389.00,5005389.00,0.00,655482.59
"2023-02-15",高速石油公司,7838,5202905.82,5202905.82,0.00,682708.87
"2023-02-15",,462,276992.89,276992.89,0.00,36401.33
"2023-02-16",中石化壳牌合资公司,36214,15057263.41,15057263.41,0.00,1930406.15
"2023-02-16",南京分公司,33021,13423982.04,13423982.04,0.00,1745086.97
"2023-02-16",南通分公司,19772,8544024.64,8544024.64,0.00,1102612.72
"2023-02-16",宿迁分公司,5862,3399593.88,3399593.88,0.00,459462.04
"2023-02-16",常州分公司,19560,9423972.60,9423972.60,0.00,1260852.81
"2023-02-16",徐州分公司,12178,6428313.21,6428313.21,0.00,846249.76
"2023-02-16",扬州分公司,9729,4264747.58,4264747.58,0.00,555792.76
"2023-02-16",无锡分公司,20714,9258986.15,9258986.15,0.00,1197789.15
"2023-02-16",江阴分公司,7184,3322646.25,3322646.25,0.00,511536.35
"2023-02-16",泰州分公司,11452,5255883.48,5255883.48,0.00,686354.34
"2023-02-16",淮安分公司,6562,3628430.09,3628430.09,0.00,481630.09
"2023-02-16",盐城分公司,10078,4591645.54,4591645.54,0.00,594647.95
"2023-02-16",苏州分公司,39562,16753978.13,16753978.13,0.00,2169077.20
"2023-02-16",连云港分公司,6149,3277900.74,3277900.74,0.00,436850.79
"2023-02-16",镇江分公司,10320,5134878.60,5134878.60,0.00,673355.33
"2023-02-16",高速石油公司,7558,4996246.32,4996246.32,0.00,655743.66
"2023-02-16",,757,418817.38,418817.38,0.00,54786.52
"2023-02-17",中石化壳牌合资公司,39472,16515235.52,16515235.52,0.00,2121781.40
"2023-02-17",南京分公司,35574,14026178.95,14026178.95,0.00,1803513.10
"2023-02-17",南通分公司,20231,8515384.55,8515384.55,0.00,1097308.26
"2023-02-17",宿迁分公司,6124,3174706.42,3174706.42,0.00,416486.45
"2023-02-17",常州分公司,20000,9371709.06,9371709.06,0.00,1234058.29
"2023-02-17",徐州分公司,12244,6189784.08,6189784.08,0.00,848479.71
"2023-02-17",扬州分公司,10772,4692473.86,4692473.86,0.00,612273.85
"2023-02-17",无锡分公司,23726,10867231.39,10867231.39,0.00,1407520.27
"2023-02-17",江阴分公司,8209,3876084.14,3876084.14,0.00,614908.32
"2023-02-17",泰州分公司,11818,5254031.03,5254031.03,0.00,685236.30
"2023-02-17",淮安分公司,6987,3690025.33,3690025.33,0.00,485198.90
"2023-02-17",盐城分公司,10694,4863325.82,4863325.82,0.00,629427.73
"2023-02-17",苏州分公司,39435,16733055.41,16733055.41,0.00,2173247.00
"2023-02-17",连云港分公司,6862,3603322.52,3603322.52,0.00,482297.85
"2023-02-17",镇江分公司,11195,4755484.40,4755484.40,0.00,616787.59
"2023-02-17",高速石油公司,8673,5414554.01,5414554.01,0.00,708413.05
"2023-02-17",,530,328960.48,328960.48,0.00,43277.37
"2023-02-18",中石化壳牌合资公司,36247,15126905.45,15126905.45,0.00,1941576.47
"2023-02-18",南京分公司,29607,12283606.33,12283606.33,0.00,1578662.06
"2023-02-18",南通分公司,19169,8263835.42,8263835.42,0.00,1067485.70
"2023-02-18",宿迁分公司,4386,2397049.74,2397049.74,0.00,316333.56
"2023-02-18",常州分公司,17565,8102034.70,8102034.70,0.00,1097482.58
"2023-02-18",徐州分公司,10980,5909885.66,5909885.66,0.00,785537.97
"2023-02-18",扬州分公司,8509,3971716.20,3971716.20,0.00,520671.80
"2023-02-18",无锡分公司,20438,9834718.58,9834718.58,0.00,1275560.31
"2023-02-18",江阴分公司,7038,3352048.22,3352048.22,0.00,433166.21
"2023-02-18",泰州分公司,12217,5367196.28,5367196.28,0.00,698071.79
"2023-02-18",淮安分公司,5506,2823555.18,2823555.18,0.00,372481.63
"2023-02-18",盐城分公司,10099,4837943.64,4837943.64,0.00,628559.63
"2023-02-18",苏州分公司,39194,16780470.64,16780470.64,0.00,2173658.35
"2023-02-18",连云港分公司,4772,2969101.54,2969101.54,0.00,398761.17
"2023-02-18",镇江分公司,9125,4448705.24,4448705.24,0.00,582364.28
"2023-02-18",高速石油公司,6321,4240292.44,4240292.44,0.00,556456.56
"2023-02-18",,755,502755.24,502755.24,0.00,66357.83
"2023-02-19",中石化壳牌合资公司,31999,12944709.55,12944709.55,0.00,1653599.18
"2023-02-19",南京分公司,26261,10358042.18,10358042.18,0.00,1351952.75
"2023-02-19",南通分公司,17192,7234100.58,7234100.58,0.00,932534.22
"2023-02-19",宿迁分公司,4529,2540535.55,2540535.55,0.00,334740.47
"2023-02-19",常州分公司,17970,8334502.80,8334502.80,0.00,1144695.32
"2023-02-19",徐州分公司,10346,5631536.26,5631536.26,0.00,761392.73
"2023-02-19",扬州分公司,9650,4184394.74,4184394.74,0.00,544650.74
"2023-02-19",无锡分公司,16066,7007913.99,7007913.99,0.00,904696.88
"2023-02-19",江阴分公司,5903,2625163.46,2625163.46,0.00,338862.62
"2023-02-19",泰州分公司,11633,5078470.25,5078470.25,0.00,661068.54
"2023-02-19",淮安分公司,5858,3214113.69,3214113.69,0.00,425256.72
"2023-02-19",盐城分公司,8734,3976437.21,3976437.21,0.00,513649.44
"2023-02-19",苏州分公司,30700,12570976.94,12570976.94,0.00,1619029.00
"2023-02-19",连云港分公司,5602,2759924.95,2759924.95,0.00,364822.15
"2023-02-19",镇江分公司,8845,3825914.56,3825914.56,0.00,496327.11
"2023-02-19",高速石油公司,6350,3857072.40,3857072.40,0.00,503070.94
"2023-02-19",,575,379234.92,379234.92,0.00,49919.67
"2023-02-20",中石化壳牌合资公司,37067,15643046.32,15643046.32,0.00,2008692.69
"2023-02-20",南京分公司,29623,12192290.48,12192290.48,0.00,1689585.12
"2023-02-20",南通分公司,20078,8490932.99,8490932.99,0.00,1093748.10
"2023-02-20",宿迁分公司,5023,2835439.57,2835439.57,0.00,381861.51
"2023-02-20",常州分公司,20929,9818654.67,9818654.67,0.00,1345950.44
"2023-02-20",徐州分公司,11980,6667315.24,6667315.24,0.00,938605.71
"2023-02-20",扬州分公司,8603,4107387.12,4107387.12,0.00,536583.81
"2023-02-20",无锡分公司,22274,10271739.74,10271739.74,0.00,1330746.09
"2023-02-20",江阴分公司,7681,3647085.23,3647085.23,0.00,478712.84
"2023-02-20",泰州分公司,11765,5362921.11,5362921.11,0.00,698869.39
"2023-02-20",淮安分公司,7537,4125340.26,4125340.26,0.00,544966.11
"2023-02-20",盐城分公司,9626,4363727.93,4363727.93,0.00,563785.08
"2023-02-20",苏州分公司,38010,16056574.22,16056574.22,0.00,2074664.77
"2023-02-20",连云港分公司,6474,3274514.85,3274514.85,0.00,433517.01
"2023-02-20",镇江分公司,10025,4781342.37,4781342.37,0.00,625103.46
"2023-02-20",高速石油公司,6521,4124542.86,4124542.86,0.00,540589.00
"2023-02-20",,895,597669.55,597669.55,0.00,78690.88
"2023-02-21",中石化壳牌合资公司,37437,15763776.30,15763776.30,0.00,2023677.71
"2023-02-21",南京分公司,29018,12599848.61,12599848.61,0.00,1694747.97
"2023-02-21",南通分公司,21209,9205754.94,9205754.94,0.00,1188840.73
"2023-02-21",宿迁分公司,5983,3555054.27,3555054.27,0.00,470540.46
"2023-02-21",常州分公司,21578,10357616.46,10357616.46,0.00,1398150.78
"2023-02-21",徐州分公司,13405,7516805.27,7516805.27,0.00,1002062.52
"2023-02-21",扬州分公司,11208,5131950.48,5131950.48,0.00,668918.49
"2023-02-21",无锡分公司,23071,10986482.06,10986482.06,0.00,1426201.89
"2023-02-21",江阴分公司,7582,3529970.71,3529970.71,0.00,457567.93
"2023-02-21",泰州分公司,11112,5226595.52,5226595.52,0.00,682930.07
"2023-02-21",淮安分公司,7451,4332141.55,4332141.55,0.00,573413.73
"2023-02-21",盐城分公司,9988,5076116.91,5076116.91,0.00,660421.87
"2023-02-21",苏州分公司,42887,18530190.46,18530190.46,0.00,2397517.25
"2023-02-21",连云港分公司,6735,3529928.49,3529928.49,0.00,467724.92
"2023-02-21",镇江分公司,11063,5656326.57,5656326.57,0.00,742093.92
"2023-02-21",高速石油公司,8192,5389048.88,5389048.88,0.00,706450.83
"2023-02-21",,1005,592183.81,592183.81,0.00,77652.14
"2023-02-22",中石化壳牌合资公司,35531,15306842.32,15306842.32,0.00,1970219.61
"2023-02-22",南京分公司,32169,13785507.13,13785507.13,0.00,1797693.67
"2023-02-22",南通分公司,20057,8839127.16,8839127.16,0.00,1141747.07
"2023-02-22",宿迁分公司,5792,3380877.85,3380877.85,0.00,451821.53
"2023-02-22",常州分公司,19780,9641123.66,9641123.66,0.00,1367894.53
"2023-02-22",徐州分公司,11951,6563848.24,6563848.24,0.00,893436.90
"2023-02-22",扬州分公司,10565,4770037.06,4770037.06,0.00,622471.09
"2023-02-22",无锡分公司,21450,10237213.73,10237213.73,0.00,1329246.96
"2023-02-22",江阴分公司,7339,3511757.80,3511757.80,0.00,455284.39
"2023-02-22",泰州分公司,11346,5340356.77,5340356.77,0.00,697131.50
"2023-02-22",淮安分公司,6926,3925543.87,3925543.87,0.00,519339.25
"2023-02-22",盐城分公司,10278,5053348.03,5053348.03,0.00,657420.00
"2023-02-22",苏州分公司,39995,17370219.80,17370219.80,0.00,2252440.41
"2023-02-22",连云港分公司,7037,3804123.66,3804123.66,0.00,505597.13
"2023-02-22",镇江分公司,9986,4978878.83,4978878.83,0.00,651580.28
"2023-02-22",高速石油公司,6286,4445420.65,4445420.65,0.00,585361.68
"2023-02-22",,817,527041.18,527041.18,0.00,69413.11
"2023-02-23",中石化壳牌合资公司,30339,13195413.91,13195413.91,0.00,1696989.24
"2023-02-23",南京分公司,28981,12121932.75,12121932.75,0.00,1589336.52
"2023-02-23",南通分公司,19625,8746982.16,8746982.16,0.00,1129481.89
"2023-02-23",宿迁分公司,5253,3039171.12,3039171.12,0.00,406267.79
"2023-02-23",常州分公司,14072,6844159.92,6844159.92,0.00,955027.78
"2023-02-23",徐州分公司,12819,7248229.72,7248229.72,0.00,975336.79
"2023-02-23",扬州分公司,11134,5098033.99,5098033.99,0.00,663994.67
"2023-02-23",无锡分公司,19627,9561917.46,9561917.46,0.00,1243181.40
"2023-02-23",江阴分公司,6276,3084264.03,3084264.03,0.00,464011.22
"2023-02-23",泰州分公司,12092,5725629.81,5725629.81,0.00,748455.75
"2023-02-23",淮安分公司,7178,4294311.32,4294311.32,0.00,568377.10
"2023-02-23",盐城分公司,10803,4973512.53,4973512.53,0.00,643651.83
"2023-02-23",苏州分公司,41757,18220883.27,18220883.27,0.00,2364906.28
"2023-02-23",连云港分公司,6719,3572475.85,3572475.85,0.00,474399.62
"2023-02-23",镇江分公司,10462,5198467.59,5198467.59,0.00,680657.47
"2023-02-23",高速石油公司,7439,5012481.87,5012481.87,0.00,657962.66
"2023-02-23",,918,569657.35,569657.35,0.00,75083.34
"2023-02-24",中石化壳牌合资公司,39216,16350470.70,16350470.70,0.00,2096446.11
"2023-02-24",南京分公司,33651,13695776.07,13695776.07,0.00,1771696.94
"2023-02-24",南通分公司,22522,9630309.51,9630309.51,0.00,1242663.35
"2023-02-24",宿迁分公司,5596,3013516.56,3013516.56,0.00,398212.30
"2023-02-24",常州分公司,20886,9781381.45,9781381.45,0.00,1451357.37
"2023-02-24",徐州分公司,12232,6369766.79,6369766.79,0.00,849372.38
"2023-02-24",扬州分公司,11766,5162007.74,5162007.74,0.00,672204.65
"2023-02-24",无锡分公司,24335,10940240.50,10940240.50,0.00,1419293.55
"2023-02-24",江阴分公司,7354,3440682.32,3440682.32,0.00,530261.84
"2023-02-24",泰州分公司,14006,6165382.94,6165382.94,0.00,802801.62
"2023-02-24",淮安分公司,8058,4554305.18,4554305.18,0.00,600247.64
"2023-02-24",盐城分公司,11646,5273476.71,5273476.71,0.00,681993.65
"2023-02-24",苏州分公司,44766,18779025.09,18779025.09,0.00,2423833.20
"2023-02-24",连云港分公司,7768,3942691.42,3942691.42,0.00,522603.74
"2023-02-24",镇江分公司,12027,5880511.75,5880511.75,0.00,768748.36
"2023-02-24",高速石油公司,7669,4693243.75,4693243.75,0.00,612477.70
"2023-02-24",,866,602837.74,602837.74,0.00,79677.85
"2023-02-25",中石化壳牌合资公司,34275,14242022.86,14242022.86,0.00,1827199.26
"2023-02-25",南京分公司,30327,12465126.98,12465126.98,0.00,1612705.21
"2023-02-25",南通分公司,17378,7462794.24,7462794.24,0.00,962046.37
"2023-02-25",宿迁分公司,5272,2817965.17,2817965.17,0.00,372390.63
"2023-02-25",常州分公司,19629,9454259.53,9454259.53,0.00,1353439.45
"2023-02-25",徐州分公司,11690,6340073.76,6340073.76,0.00,854600.92
"2023-02-25",扬州分公司,8146,3776192.25,3776192.25,0.00,493576.32
"2023-02-25",无锡分公司,20999,9815227.36,9815227.36,0.00,1272888.61
"2023-02-25",江阴分公司,6026,2709160.84,2709160.84,0.00,350029.26
"2023-02-25",泰州分公司,9765,4500360.24,4500360.24,0.00,587707.95
"2023-02-25",淮安分公司,6410,4022741.11,4022741.11,0.00,535125.19
"2023-02-25",盐城分公司,9592,4395561.61,4395561.61,0.00,570254.67
"2023-02-25",苏州分公司,34499,14789972.67,14789972.67,0.00,1918444.62
"2023-02-25",连云港分公司,6275,3405489.11,3405489.11,0.00,456642.11
"2023-02-25",镇江分公司,6774,3424228.98,3424228.98,0.00,449516.40
"2023-02-25",高速石油公司,6093,4268445.32,4268445.32,0.00,560972.76
"2023-02-25",,978,647573.28,647573.28,0.00,85626.13
"2023-02-26",中石化壳牌合资公司,25296,10630396.10,10630396.10,0.00,1362574.19
"2023-02-26",南京分公司,26735,10833675.23,10833675.23,0.00,1389148.85
"2023-02-26",南通分公司,16758,6957590.66,6957590.66,0.00,898014.42
"2023-02-26",宿迁分公司,4753,2790021.55,2790021.55,0.00,369879.58
"2023-02-26",常州分公司,16605,7734438.62,7734438.62,0.00,1144067.97
"2023-02-26",徐州分公司,10202,5469251.73,5469251.73,0.00,767627.35
"2023-02-26",扬州分公司,9809,4267748.65,4267748.65,0.00,554670.42
"2023-02-26",无锡分公司,19884,9085706.29,9085706.29,0.00,1178164.67
"2023-02-26",江阴分公司,6661,2965477.96,2965477.96,0.00,382511.99
"2023-02-26",泰州分公司,9528,4115720.24,4115720.24,0.00,535037.29
"2023-02-26",淮安分公司,5755,3142515.42,3142515.42,0.00,416159.70
"2023-02-26",盐城分公司,8102,3883925.41,3883925.41,0.00,505707.09
"2023-02-26",苏州分公司,31578,13095563.13,13095563.13,0.00,1686821.90
"2023-02-26",连云港分公司,3536,2089463.62,2089463.62,0.00,282600.69
"2023-02-26",镇江分公司,6484,2976306.85,2976306.85,0.00,387628.76
"2023-02-26",高速石油公司,6362,4149155.45,4149155.45,0.00,542767.17
"2023-02-26",,869,530959.63,530959.63,0.00,69946.74
"2023-02-27",中石化壳牌合资公司,35480,15159308.20,15159308.20,0.00,1948429.60
"2023-02-27",南京分公司,35302,14738169.09,14738169.09,0.00,1923062.54
"2023-02-27",南通分公司,20520,8759754.52,8759754.52,0.00,1127946.64
"2023-02-27",宿迁分公司,5808,3213959.41,3213959.41,0.00,430093.74
"2023-02-27",常州分公司,21011,9798628.41,9798628.41,0.00,1368228.77
"2023-02-27",徐州分公司,13407,6908570.89,6908570.89,0.00,1160822.80
"2023-02-27",扬州分公司,9910,4430519.87,4430519.87,0.00,577784.21
"2023-02-27",无锡分公司,23337,10554639.87,10554639.87,0.00,1364324.89
"2023-02-27",江阴分公司,7890,3562495.46,3562495.46,0.00,459570.85
"2023-02-27",泰州分公司,11708,5325309.28,5325309.28,0.00,694439.06
"2023-02-27",淮安分公司,7296,3869911.88,3869911.88,0.00,509258.24
"2023-02-27",盐城分公司,10729,4833401.07,4833401.07,0.00,626186.91
"2023-02-27",苏州分公司,42876,18173485.70,18173485.70,0.00,2354529.29
"2023-02-27",连云港分公司,6351,3214599.54,3214599.54,0.00,422516.48
"2023-02-27",镇江分公司,11282,5930331.09,5930331.09,0.00,778353.78
"2023-02-27",高速石油公司,7236,4732666.79,4732666.79,0.00,621083.64
"2023-02-27",,605,332953.98,332953.98,0.00,43631.54
"2023-02-28",中石化壳牌合资公司,36774,15819310.63,15819310.63,0.00,2034514.19
