日期,销量（升）,石化站价格,竞争站价格,价差,0号柴油销量（升）,0号柴油价差,0号柴油石化站价格,0号柴油竞争站价格,0号柴油占比
2023-12-12,17970111.24,7.85,6.48,1.37,9754669.64,3.6,7.5,3.9,54.28%
2023-12-13,16926937.18,7.85,6.48,1.37,9719613.05,3.6,7.5,3.9,57.42%
2023-12-14,16637053.43,7.85,6.48,1.37,9346728.94,3.6,7.5,3.9,56.18%
2023-12-15,19373531.89,7.85,6.48,1.37,9993629.69,3.6,7.5,3.9,51.58%
2023-12-16,18988719.3,7.85,6.48,1.37,8490905.02,3.6,7.5,3.9,44.72%
2023-12-17,18752220.25,7.85,6.48,1.37,6755445.39,3.6,7.5,3.9,36.02%
2023-12-18,18447741.94,7.85,6.48,1.37,7917273.24,3.6,7.5,3.9,42.92%
2023-12-19,15808247.8,7.85,6.48,1.37,7063196.38,3.6,7.5,3.9,44.68%
2023-12-20,23805257.67,7.51,6.19,1.32,12152038.95,3.26,7.16,3.9,51.05%
2023-12-21,22247294.72,7.51,6.48,1.03,10435208.67,3.26,7.16,3.9,46.91%
2023-12-22,22353908.64,7.51,6.48,1.03,10126576.05,3.26,7.16,3.9,45.30%
2023-12-23,19889383.02,7.51,6.48,1.03,8486009.5,3.26,7.16,3.9,42.67%
2023-12-24,19530441.27,7.51,6.48,1.03,7325946.23,3.26,7.16,3.9,37.51%
2023-12-25,19244867.9,7.51,6.48,1.03,9547529.09,3.26,7.16,3.9,49.61%
2023-12-26,18194623.3,7.51,6.48,1.03,10068201.44,3.26,7.16,3.9,55.34%
2023-12-27,17614287.55,7.51,6.28,1.23,10125391.73,3.26,7.16,3.9,57.48%
2023-12-28,17571393.29,7.51,6.28,1.23,9765759.44,3.26,7.16,3.9,55.58%
2023-12-29,20345903.28,7.51,6.28,1.23,9886842.88,3.26,7.16,3.9,48.59%
2023-12-30,19210720.45,7.51,6.28,1.23,8168634.53,3.26,7.16,3.9,42.52%
2023-12-31,20088115.17,7.51,6.28,1.23,6919622.17,3.26,7.16,3.9,34.45%
