date,order_cnt,amount,pay_amount,discountAmount,refuelLiters,path,text_day,code_day,text_night,code_night,high,low,wc_day,wd_day,wc_night,encoded_wc_night,wd_night,week,code_week,holidays,code_holidays,encoded_holidays,305_price,encoded_305_price,encode_label_305price,encode_weight_305price,305_order_cnt,305_amount,305_discountAmount,305_refuelLiters,313_price,encoded_313_price,313_order_cnt,313_amount,313_discountAmount,313_refuelLiters
2023-5-20,1120906,333406814.6,333407288.3,473.73,44824768.44,"南京,南京市,江苏省,中国",多云,1,多云,1,28,18,3~4级,东南风,<3级,0,东风,星期六,6,平时,1,4,7.41,0,降价第三天,-1.265625,640508,139945360.4,95.78,18865205.01,7.88,0,332163,104169593.5,368.95,13199817.62
2023-5-21,1050972,307323319,307323930.1,611.11,41267720.19,"南京,南京市,江苏省,中国",多云,1,雷阵雨,4,28,16,3~4级,北风,3~4级,1,北风,星期日,7,平时,1,4,7.41,0,无价格变动,0,610135,132534471.9,191.06,17859894.5,7.88,0,314133,97969569.91,420.05,12414573.82
2023-5-22,1029203,314267212.9,314267648.7,435.79,42382043.61,"南京,南京市,江苏省,中国",阴,2,多云,1,22,13,3~4级,北风,<3级,0,东北风,星期一,1,平时,1,4,7.41,0,无价格变动,0,588217,132044709.5,150.52,17789430.25,7.88,0,298324,95948900.72,234.37,12157224.08
2023-5-23,1020651,314914431.5,314914814.7,383.19,42450276.07,"南京,南京市,江苏省,中国",多云,1,阵雨,3,24,15,3~4级,东南风,<3级,0,东南风,星期二,2,平时,1,4,7.41,0,无价格变动,0,568441,125231166.6,130.36,16876093.17,7.88,0,293263,93786777.19,215.98,11884512.79
2023-5-24,984644,306126803.1,306127253.2,450.11,41361667.84,"南京,南京市,江苏省,中国",多云,1,多云,1,19,14,3~4级,东南风,<3级,0,东南风,星期三,3,平时,1,4,7.41,0,无价格变动,0,552197,122935711.4,92.04,16562876.91,7.88,0,280241,89967723.28,341.97,11399278.51
2023-5-25,1014479,313443632.7,313444001.5,368.83,42340305.79,"南京,南京市,江苏省,中国",雾,18,阴,2,26,19,<3级,东南风,3~4级,1,东南风,星期四,4,平时,1,4,7.41,0,无价格变动,0,562344,123740837.3,103.39,16671955.57,7.88,0,292002,93283696.61,239.64,11820835.35
2023-5-26,1098024,337914082.2,337914499.1,416.92,45559182.59,"南京,南京市,江苏省,中国",雷阵雨,4,中雨,8,28,22,3~4级,东南风,<3级,0,东南风,星期五,5,平时,1,4,7.41,0,无价格变动,0,612978,136876094,116.38,18448150.53,7.88,0,324744,103875875.3,271.56,13164736.47
2023-5-27,1080989,323343153.2,323343634.3,481.12,43500811.58,"南京,南京市,江苏省,中国",雷阵雨,4,阴,2,27,22,3~4级,南风,<3级,0,南风,星期六,6,平时,1,4,7.41,0,无价格变动,0,623306,138246530.8,166.35,18635701.07,7.88,0,322436,101911720.7,300.64,12913917.11
2023-5-28,1070824,313904263.5,313904905.8,642.32,42103400.07,"南京,南京市,江苏省,中国",雾,18,雷阵雨,4,36,23,4~5级,北风,<3级,0,西北风,星期日,7,平时,1,4,7.41,0,无价格变动,0,622894,137278297.8,227.06,18498067.19,7.88,0,322600,101342509.6,389.76,12841126.4
2023-5-29,1119979,343295857.2,343296345.7,488.51,46150123.39,"南京,南京市,江苏省,中国",阵雨,3,阴,2,32,22,3~4级,北风,<3级,0,东北风,星期一,1,平时,1,4,7.41,0,涨价前两天,-0.4,635659,143265788,102.74,19302461.62,7.88,0,328322,105404564,347.8,13355792.27
2023-5-30,1540774,461693992.2,461694441.1,448.86,62094844.32,"南京,南京市,江苏省,中国",小雨,7,阴,2,22,20,3~4级,北风,<3级,0,东北风,星期二,2,平时,1,4,7.41,0,涨价前一天,-0.8,882062,193791973.6,183.19,26118471.23,7.88,0,444181,139482011.4,224.76,17676516.77
2023-5-31,986784,303701430.6,303701796.1,365.51,40630545.24,"南京,南京市,江苏省,中国",阴,2,多云,1,25,20,<3级,东北风,<3级,0,东风,星期三,3,平时,1,4,7.49,0.8,涨价当天,0.8,550283,121046159.5,116.99,16135217.41,7.97,0.9,279992,89842967.86,220.6,11255604.34
2023-6-1,1014325,313216208.9,313216589.3,24449.92,41812565.39,"南京,南京市,江苏省,中国",多云,1,多云,1,29,19,3~4级,北风,<3级,0,东北风,星期四,4,平时,1,4,7.49,0,涨价第二天,0.6,564129,124417502.6,11277.76,16584922.43,7.97,0,289531,92930684.77,13120.67,11643399.13
2023-6-2,1093223,337564648.1,337564993.1,7598.79,45041959.87,"南京,南京市,江苏省,中国",晴,0,多云,1,32,22,3~4级,西北风,<3级,0,东北风,星期五,5,平时,1,4,7.49,0,涨价第三天,0.45,606237,134581042.1,3553.94,17942206.23,7.97,0,315979,101679036.6,4044.85,12740265.44
2023-6-3,1047815,317473294.8,317473834.9,4874.68,42317550.52,"南京,南京市,江苏省,中国",阴,2,小雨,7,28,20,3~4级,东南风,<3级,0,东北风,星期六,6,平时,1,4,7.49,0,涨价第四天,0.3375,591508,128725328.1,1994.27,17166263.28,7.97,0,300285,94659192.85,2871.41,11860529.89
2023-6-4,977570,290417329.5,290418016.9,5789.41,38618049.63,"南京,南京市,江苏省,中国",阴,2,中雨,8,27,18,3~4级,北风,<3级,0,东风,星期日,7,平时,1,4,7.49,0,无价格变动,0,565791,124121632.4,1694.54,16546496.67,7.97,0,286368,90373853.54,4094.87,11323058.95
2023-6-5,998953,307561591.7,307561931.6,5438.31,40930327.8,"南京,南京市,江苏省,中国",小到中雨,21,阴,2,21,16,3~4级,西北风,3~4级,1,西北风,星期一,1,平时,1,4,7.49,0,无价格变动,0,569645,129141489.3,2091.44,17211260.08,7.97,0,290141,94083087.11,3334.94,11785803.96
2023-6-6,1060667,326915369.6,326915710.5,5043.68,43591990.05,"南京,南京市,江苏省,中国",多云,1,多云,1,27,18,3~4级,南风,<3级,0,南风,星期二,2,平时,1,4,7.49,0,无价格变动,0,590747,129990134.7,2090.07,17330398.36,7.97,0,302972,97158467.9,2953.61,12174532.34
2023-6-7,1372290,409159319.5,409159698.1,7977.13,54441116.62,"南京,南京市,江苏省,中国",多云,1,多云,1,30,20,<3级,南风,<3级,0,西南风,星期三,3,平时,1,4,7.49,0,无价格变动,0,775932,168952821.9,3093.15,22521547.5,7.97,0,392331,125065582.2,4863.32,15670585.98
2023-6-8,1084263,338084860.6,338085326.7,5419.28,45148798.55,"南京,南京市,江苏省,中国",多云,1,多云,1,32,21,3~4级,西南风,<3级,0,西风,星期四,4,平时,1,4,7.49,0,无价格变动,0,596275,130991508.1,2164.37,17460645.16,7.97,0,308065,98977703.33,3236.9,12400680.19
2023-6-9,1157838,359304407.6,359304851.4,5421.61,47923869.72,"南京,南京市,江苏省,中国",多云,1,晴,0,34,23,3~4级,西南风,3~4级,1,西南风,星期五,5,平时,1,4,7.49,0,无价格变动,0,637004,141526963,1926.57,18871439.35,7.97,0,338764,108419217,3457.67,13583946.97
2023-6-10,1090712,334997159.7,334997693.7,17573.18,44693569.35,"南京,南京市,江苏省,中国",雷阵雨,4,多云,1,35,22,3~4级,西南风,3~4级,1,东北风,星期六,6,平时,1,4,7.49,0,无价格变动,0,612538,134776887,2173.12,17972368.18,7.97,0,313555,99354565.15,3351.03,12448051.85
2023-6-11,1091184,322535777.9,322536424.1,25001.08,42951257.84,"南京,南京市,江苏省,中国",多云,1,多云,1,32,20,3~4级,东风,<3级,0,东风,星期日,7,平时,1,4,7.49,0,无价格变动,0,624042,134732518.8,2313.37,17960084.74,7.97,0,320105,99660841.23,3528.91,12486326.58
2023-6-12,1101472,341528474.7,341528914.2,22471.73,45544313.57,"南京,南京市,江苏省,中国",多云,1,多云,1,30,21,3~4级,东风,<3级,0,东风,星期一,1,平时,1,4,7.49,0,降价前两天,0.2,608989,135033291.1,2077.47,17999427.75,7.97,0,316461,101654518.2,3522.06,12736174.29
2023-6-13,1023408,320333494.7,320333965.4,21023.18,42832022.14,"南京,南京市,江苏省,中国",多云,1,多云,1,29,20,<3级,东南风,3~4级,1,西南风,星期二,2,平时,1,4,7.49,0,降价前一天,0.4,561731,124135049.8,1860.22,16548440.51,7.97,0,291258,93535673.88,2905.03,11720244.33
2023-6-14,1149215,359588089.1,359588550.7,21898.49,48229995.4,"南京,南京市,江苏省,中国",多云,1,晴,0,32,21,3~4级,北风,<3级,0,东南风,星期三,3,平时,1,4,7.45,-0.4,降价当天,-0.4,634547,141111461.8,2682.02,18913579.21,7.92,-0.5,334595,107510715.8,3886.88,13556741.96
2023-6-15,1086123,328634072.4,328634602.4,16119.27,43990824.33,"南京,南京市,江苏省,中国",多云,1,多云,1,34,23,3~4级,南风,<3级,0,东南风,星期四,4,平时,1,4,7.45,0,降价第一天,-0.3,604848,133185468.2,2231.49,17851346.9,7.92,0,314562,100056159.5,3408.16,12616733.61
2023-6-16,1130195,337588322.4,337588788.7,16551.07,45100113.35,"南京,南京市,江苏省,中国",多云,1,小雨,7,31,23,3~4级,东南风,3~4级,1,东风,星期五,5,平时,1,4,7.45,0,降价第二天,-0.225,630331,138737676.1,2694.6,18595739.04,7.92,0,334588,105654364.3,3615.61,13323516.76
2023-6-17,1024321,302427178.1,302428238.7,14385.19,40377885.71,"南京,南京市,江苏省,中国",中雨,8,大雨,9,27,22,3~4级,东南风,4~5级,2,东南风,星期六,6,平时,1,4,7.45,0,降价第三天,-0.16875,591165,131212571,2567.43,17585233.01,7.92,0,299275,94511186.1,3594.59,11916755.04
2023-6-18,962413,276767353.7,276768007,10576.11,36804558.29,"南京,南京市,江苏省,中国",大雨,9,暴雨,10,24,23,<3级,东南风,3~4级,1,东南风,星期日,7,平时,1,4,7.45,0,无价格变动,0,570720,127565983.5,2237.37,17094060.08,7.92,0,293406,92106582.18,3277.63,11612118.87
2023-6-19,1039968,306932494.3,306932933.8,10340.52,40859454.16,"南京,南京市,江苏省,中国",中雨,8,多云,1,28,23,3~4级,东南风,<3级,0,西风,星期一,1,平时,1,4,7.45,0,无价格变动,0,603837,137296788,1800.76,18397932.18,7.92,0,309308,99486755.94,3567.47,12543074.33
2023-6-20,1206608,363979933.3,363980579.9,12888.87,48660308.7,"南京,南京市,江苏省,中国",多云,1,多云,1,30,22,3~4级,北风,<3级,0,北风,星期二,2,平时,1,4,7.45,0,无价格变动,0,680688,151565200.9,2474.16,20318163.71,7.92,0,352925,113144259.9,4028.03,14267957.42
2023-6-21,1378440,408201311.5,408202064.8,8843.7,54395277.25,"南京,南京市,江苏省,中国",多云,1,多云,1,32,24,3~4级,东北风,<3级,0,东北风,星期三,3,平时,1,4,7.45,0,无价格变动,0,784194,176001431.4,2614.36,23591189.92,7.92,0,416157,132108513.8,4210.4,16658306.12
2023-6-22,1423317,390574856.5,390575555.4,8580.74,51823997.62,"南京,南京市,江苏省,中国",多云,1,多云,1,32,22,<3级,南风,<3级,0,东风,星期四,4,端午,5,3,7.45,0,无价格变动,0,859015,186560263.1,2837.34,25003991.95,7.92,0,434741,133188144.8,3965.8,16794432.55
2023-6-23,1123593,319125707.9,319126219.9,7407.3,42557990.59,"南京,南京市,江苏省,中国",多云,1,雷阵雨,4,30,21,3~4级,东风,3~4级,1,东风,星期五,5,端午,5,3,7.45,0,无价格变动,0,659205,142140768.9,2313.49,19057828.8,7.92,0,330985,102209896.7,3894.21,12889833.86
2023-6-24,1243901,350331636.5,350332297.6,8035.67,46633525.78,"南京,南京市,江苏省,中国",小雨,7,雷阵雨,4,22,21,3~4级,东风,<3级,0,东风,星期六,6,端午,5,3,7.45,0,无价格变动,0,737766,161524570.4,2376.67,21655662.1,7.92,0,373470,115734773.8,3389.4,14593328.82
2023-6-25,1246311,374358489.2,374359089.8,10286.91,49951664.44,"南京,南京市,江苏省,中国",大雨,9,阴,2,27,23,<3级,西南风,3~4级,1,西南风,星期日,7,平时,1,4,7.45,0,无价格变动,0,724744,164325601.8,3663.96,22026300.71,7.92,0,368147,118132095.3,5645.69,14895416.8
2023-6-26,1205758,359833770.4,359834318.9,6563.1,48109977.85,"南京,南京市,江苏省,中国",多云,1,多云,1,29,23,3~4级,西风,<3级,0,西南风,星期一,1,平时,1,4,7.45,0,无价格变动,0,689459,153213426.2,2933.63,20534437.72,7.92,0,351284,111728162.4,3597.25,14087934.59
2023-6-27,1272190,385429465.2,385430046.5,6511.44,51631334.51,"南京,南京市,江苏省,中国",多云,1,多云,1,32,26,3~4级,西南风,<3级,0,南风,星期二,2,平时,1,4,7.45,0,涨价前两天,-0.25,714883,158244253.1,2337.05,21215084.98,7.92,0,373293,118853438.8,4162.39,14988993.54
2023-6-28,1295434,395777423.1,395777953.7,7263.86,53041980.2,"南京,南京市,江苏省,中国",多云,1,阴,2,34,28,3~4级,西南风,4~5级,2,西南风,星期三,3,平时,1,4,7.45,0,涨价前一天,-0.5,728328,162516392.8,3047.53,21783067.65,7.92,0,380567,121366236.6,4204.02,15304312.38
2023-6-29,1409838,417818412.2,417819144.9,8329.67,55332251.71,"南京,南京市,江苏省,中国",中雨,8,大雨,9,32,25,3~4级,西南风,4~5级,2,西风,星期四,4,平时,1,4,7.5,0.5,涨价当天,0.5,814575,181620824.8,3332.68,24182800.08,7.98,0.6,411200,131530803.2,4956.14,16461173.25
2023-6-30,1274951,383114225.3,383114891.5,6056.53,50766912.8,"南京,南京市,江苏省,中国",阵雨,3,阴,2,27,24,<3级,北风,<3级,0,东南风,星期五,5,平时,1,4,7.5,0,涨价第二天,0.375,731522,166382688,2363.9,22157186.01,7.98,0,382456,122811285,3656.41,15370462.81
2023-7-1,1394906,399489811.6,399490431.9,7417.32,52879299.1,"南京,南京市,江苏省,中国",多云,1,中雨,8,32,26,<3级,东南风,<3级,0,东南风,星期六,6,平时,1,4,7.5,0,涨价第三天,0.28125,821866,180470553.5,2863.39,24035083.48,7.98,0,407555,127717899.5,4538.91,15983814.78
2023-7-2,1102538,319332533.9,319333491.5,7005.43,42272999.35,"南京,南京市,江苏省,中国",中雨,8,阴,2,31,27,3~4级,西风,<3级,0,西南风,星期日,7,平时,1,4,7.5,0,涨价第四天,0.2109375,649318,143831313.9,3069.16,19148849.19,7.98,0,327697,103453825,3922.54,12947232.77
2023-7-3,1324561,408004800.3,408005434.6,6774.79,54171986.56,"南京,南京市,江苏省,中国",雾,18,阴,2,33,28,3~4级,西风,4~5级,2,西南风,星期一,1,平时,1,4,7.5,0,无价格变动,0,749366,171690653.8,2805.35,22859612.87,7.98,0,387295,126350598.4,3969.44,15811744.93
2023-7-4,1663761,499486117.7,499487110.8,7450.66,66396985.1,"南京,南京市,江苏省,中国",多云,1,雷阵雨,4,33,25,3~4级,西南风,<3级,0,西风,星期二,2,平时,1,4,7.5,0,无价格变动,0,955044,212067063.8,3154.9,28243581.21,7.98,0,477294,153049865.2,4226.1,19156558.79
2023-7-5,1180913,356361412.9,356362163.4,7185.78,47420825.87,"南京,南京市,江苏省,中国",多云,1,阴,2,33,25,<3级,南风,<3级,0,西南风,星期三,3,平时,1,4,7.5,0,无价格变动,0,672015,149129068.6,2787.19,19854411.11,7.98,0,338715,108521975.7,4370.91,13581413.28
2023-7-6,1534939,466360557.9,466361485.9,10642.07,62029498.58,"南京,南京市,江苏省,中国",多云,1,中雨,8,35,27,3~4级,西风,4~5级,2,西南风,星期四,4,平时,1,4,7.5,0,无价格变动,0,872148,195883520.9,4227.93,26080446.48,7.98,0,450900,145571934.5,6372.48,18217471.17
2023-7-7,2043936,590650200.2,590650742.1,11263,78241829.97,"南京,南京市,江苏省,中国",大雨,9,中雨,8,31,26,<3级,东南风,4~5级,2,西南风,星期五,5,平时,1,4,7.5,0,无价格变动,0,1200024,268269593.3,4399.15,35725713.41,7.98,0,600688,190079354.8,6799.65,23787455.03
2023-7-8,1495227,440202750.4,440203808.9,8072.8,58450401.28,"南京,南京市,江苏省,中国",阴,2,多云,1,33,27,3~4级,西南风,<3级,0,西南风,星期六,6,平时,1,4,7.5,0,无价格变动,0,875834,194004253.5,3305.25,25838013.56,7.98,0,438105,138820457.4,4689.07,17371799.28
2023-7-9,1422774,439057076.6,439058398.5,7736.88,58517800.86,"南京,南京市,江苏省,中国",多云,1,中雨,8,33,26,3~4级,西南风,4~5级,2,南风,星期日,7,平时,1,4,7.5,0,无价格变动,0,804592,179642153.1,3211.31,23919679.39,7.98,0,423174,135072167,4420.73,16903693.77
2023-7-10,1144090,342427421.7,342428058.9,6713.06,45519933.66,"南京,南京市,江苏省,中国",小雨,7,多云,1,30,27,3~4级,东南风,3~4级,1,南风,星期一,1,平时,1,4,7.5,0,无价格变动,0,658326,147411490.8,2832.04,19627596.44,7.98,0,332162,106430250.6,3837.56,13319113.49
2023-7-11,1607016,470601074.5,470601589.2,11308.15,62481743.25,"南京,南京市,江苏省,中国",多云,1,多云,1,35,27,3~4级,南风,3~4级,1,南风,星期二,2,平时,1,4,7.5,0,涨价前两天,-0.6,938721,208726153.6,4751.57,27795150.86,7.98,0,463327,147470375,6519.62,18456051.81
2023-7-12,1524251,461639712.8,461640492,9501.33,61389693.03,"南京,南京市,江苏省,中国",多云,1,阴,2,35,29,3~4级,西南风,<3级,0,西南风,星期三,3,平时,1,4,7.5,0,涨价前一天,-1.2,876195,196006868.1,3774.74,26095081.1,7.98,0,441937,141094474.9,5697.79,17656851.55
2023-7-13,1113467,336547730,336548389.1,6214.73,44033362.85,"南京,南京市,江苏省,中国",阴,2,阴,2,33,28,3~4级,西南风,<3级,0,西南风,星期四,4,平时,1,4,7.62,1.2,涨价当天,1.2,635867,142893043.3,2378.22,18725195.75,8.11,1.3,320371,103851314.7,3799.63,12788511.91
2023-7-14,1608991,466065546.5,466066104,8366.85,60686033.82,"南京,南京市,江苏省,中国",雷阵雨,4,多云,1,33,27,3~4级,西南风,3~4级,1,西南风,星期五,5,平时,1,4,7.62,0,涨价第二天,0.9,931813,206986470.1,3042.75,27130444.85,8.11,0,479057,152185690.8,5324.1,18740327.64
2023-7-15,1384049,400840728.2,400841550.2,7569.34,52339263.76,"南京,南京市,江苏省,中国",阴,2,雷阵雨,4,31,24,<3级,西风,3~4级,1,南风,星期六,6,平时,1,4,7.62,0,涨价第三天,0.675,815902,178582108,2881.56,23410976.32,8.11,0,395540,125105039.3,4687.78,15404899.3
2023-7-16,1209451,344147763.4,344148668.2,7233.05,44851339.05,"南京,南京市,江苏省,中国",小雨,7,中到大雨,22,26,24,<3级,西风,3~4级,1,东风,星期日,7,平时,1,4,7.62,0,涨价第四天,0.50625,722758,157975812.2,3013.79,20703285.77,8.11,0,354155,111112753.6,4204.04,13682230.99
2023-7-17,1153315,347276374.4,347276871.9,6688.46,45499699.91,"南京,南京市,江苏省,中国",大雨,9,阴,2,28,23,3~4级,东北风,3~4级,1,东风,星期一,1,平时,1,4,7.62,0,无价格变动,0,666324,150655054,2755.77,19743466.85,8.11,0,333911,108264894.4,3879.69,13331522.9
2023-7-18,1201653,367839494.5,367840265.8,8018.59,48145234.97,"南京,南京市,江苏省,中国",多云,1,阴,2,32,25,<3级,东风,<3级,0,东风,星期二,2,平时,1,4,7.62,0,无价格变动,0,680811,153300283.4,2969.53,20094213.94,8.11,0,346831,112596918.9,5001.37,13865087.35
2023-7-19,1128567,348428001.3,348428594.2,6539.71,45601422.44,"南京,南京市,江苏省,中国",中雨,8,中雨,8,28,25,3~4级,东风,3~4级,1,东风,星期三,3,平时,1,4,7.62,0,无价格变动,0,640783,145273004.1,2716.5,19037057.58,8.11,0,325928,106368441.9,3778.87,13097985.52
2023-7-20,1154504,357730317.7,357731287,7377.27,46790656.57,"南京,南京市,江苏省,中国",小雨,7,雷阵雨,4,31,25,3~4级,北风,<3级,0,南风,星期四,4,平时,1,4,7.62,0,无价格变动,0,660529,151113690.4,3134.14,19802823.34,8.11,0,339148,110952567,4235.33,13662540.27
2023-7-21,1326038,400509424.6,400510189.4,7034.01,52303979,"南京,南京市,江苏省,中国",中雨,8,雷阵雨,4,31,26,<3级,西南风,<3级,0,南风,星期五,5,平时,1,4,7.62,0,无价格变动,0,759343,172511394.4,2756.27,22615425.64,8.11,0,394249,127753635.4,4249.12,15732679.68
2023-7-22,1154236,344396424.1,344397348.7,7578.97,44992189.22,"南京,南京市,江苏省,中国",中雨,8,阴,2,31,25,3~4级,西南风,3~4级,1,西南风,星期六,6,平时,1,4,7.62,0,无价格变动,0,671334,150142356.2,2827.65,19682970.11,8.11,0,338847,108329987.8,4749.59,13341556.16
2023-7-23,1316309,381189919.7,381191194.8,11376.05,49695251.09,"南京,南京市,江苏省,中国",阴,2,多云,1,32,26,3~4级,西南风,3~4级,1,西南风,星期日,7,平时,1,4,7.62,0,无价格变动,0,774657,171090372.4,4773.91,22423067.57,8.11,0,396936,125118584.1,6578.28,15407124.49
2023-7-24,1201399,365494753.4,365495435.7,7991.68,47788361.51,"南京,南京市,江苏省,中国",晴,0,阴,2,33,26,3~4级,南风,<3级,0,东南风,星期一,1,平时,1,4,7.62,0,无价格变动,0,687537,154900828.7,3117.56,20300945.54,8.11,0,348935,112839023.9,4821.56,13895425.47
2023-7-25,1372840,427044086.7,427044867.2,9059.98,55879430.86,"南京,南京市,江苏省,中国",雷阵雨,4,阴,2,34,26,3~4级,东南风,3~4级,1,东南风,星期二,2,平时,1,4,7.62,0,涨价前两天,-1.1,778814,178143052.9,3760.99,23350545.7,8.11,0,405820,131802047.7,5287.22,16231990.18
2023-7-26,1357859,437492191.6,437493209.1,10180.61,57359933.45,"南京,南京市,江苏省,中国",阵雨,3,阴,2,32,27,3~4级,东风,<3级,0,东南风,星期三,3,平时,1,4,7.62,0,涨价前一天,-2.2,761269,175343155,3796.33,22978179.26,8.11,0,402969,130320735.1,6372.8,16048399.64
2023-7-27,1343198,403281160.1,403282037.9,6591.13,51163937.84,"南京,南京市,江苏省,中国",雷阵雨,4,雷阵雨,4,32,26,3~4级,东南风,5~6级,3,东风,星期四,4,平时,1,4,7.84,2.2,涨价当天,2.2,772048,174991106.3,2330.12,22267730.15,8.34,2.3,388333,127457431.5,4181.87,15263009.27
2023-7-28,1229699,381276642.4,381277432.8,6734.99,48491140.51,"南京,南京市,江苏省,中国",中雨,8,小雨,7,31,25,3~4级,东南风,4~5级,2,东南风,星期五,5,平时,1,4,7.84,0,涨价第二天,1.65,698335,161652424.4,2961.27,20596880.09,8.34,0,361347,119963010.3,3724.35,14366947.26
2023-7-29,1055465,316719583.5,316720390.9,6865.3,40305408.74,"南京,南京市,江苏省,中国",雷阵雨,4,雷阵雨,4,31,25,3~4级,东南风,5~6级,3,东南风,星期六,6,平时,1,4,7.84,0,涨价第三天,1.2375,613995,138480504.2,2522.69,17644588.54,8.34,0,309377,100646619.9,4271.31,12052806.28
2023-7-30,1069357,314232134.3,314233239.2,6786.7,39856361.85,"南京,南京市,江苏省,中国",小雨,7,多云,1,29,26,3~4级,南风,4~5级,2,东南风,星期日,7,平时,1,4,7.84,0,涨价第四天,0.928125,630214,140393326.4,2816.97,17883603.97,8.34,0,315972,101325977.9,3943.35,12133885.23
2023-7-31,1152078,352142685.8,352143388.4,6617.45,44754898.11,"南京,南京市,江苏省,中国",雷阵雨,4,多云,1,31,26,3~4级,东南风,4~5级,2,东风,星期一,1,平时,1,4,7.84,0,无价格变动,0,660389,149781687.7,2535.49,19079509.65,8.34,0,331612,108764057.2,3935.99,13023423.6
2023-8-1,1226921,389963544.2,389964291.9,6932.45,49657941.22,"南京,南京市,江苏省,中国",雷阵雨,4,多云,1,32,25,3~4级,东南风,<3级,0,东南风,星期二,2,平时,1,4,7.84,0,无价格变动,0,690913,159281559.4,2811.83,20293198.69,8.34,0,352883,117312982.9,4103.18,14050227.11
2023-8-2,1562138,466214358.2,466215039,14456.05,59143492.47,"南京,南京市,江苏省,中国",阴,2,多云,1,33,26,3~4级,东南风,<3级,0,东风,星期三,3,平时,1,4,7.84,0,无价格变动,0,906424,203807753.4,6409.92,25959641.06,8.34,0,454268,147480121.2,7991.75,17658647.74
2023-8-3,1479583,451267469.6,451268459.8,11699.62,57374934.45,"南京,南京市,江苏省,中国",多云,1,晴,0,33,26,3~4级,东南风,<3级,0,东风,星期四,4,平时,1,4,7.84,0,无价格变动,0,849925,192208349,4837.41,24481810.37,8.34,0,424120,138758425,6850.57,16617330.34
2023-8-4,1360022,423460694.4,423461435.3,7877.72,53884783.35,"南京,南京市,江苏省,中国",阴,2,多云,1,34,26,3~4级,东南风,3~4级,1,东风,星期五,5,平时,1,4,7.84,0,无价格变动,0,771362,177407221.9,2800.33,22604049.34,8.34,0,399202,131203592.5,5055.03,15713253.6
2023-8-5,1263211,383271603.5,383272541.3,7965.96,48646792.27,"南京,南京市,江苏省,中国",多云,1,多云,1,35,27,<3级,东南风,<3级,0,东南风,星期六,6,平时,1,4,7.84,0,无价格变动,0,732067,166405140.3,3357.66,21202576.63,8.34,0,374271,121117159.3,4554.91,14504461.02
2023-8-6,1299452,401778747.6,401780584.1,7855.36,50988046.81,"南京,南京市,江苏省,中国",阴,2,雷阵雨,4,35,27,3~4级,北风,<3级,0,东北风,星期日,7,平时,1,4,7.84,0,无价格变动,0,750208,171539939.9,3138.36,21850534.26,8.34,0,393181,128041884.9,4637.9,15332598.73
2023-8-7,1318005,414908626.8,414909477.8,7274.47,52739467.74,"南京,南京市,江苏省,中国",阴,2,多云,1,33,26,3~4级,北风,<3级,0,东北风,星期一,1,平时,1,4,7.84,0,无价格变动,0,749286,172862417.6,2783.28,22019683.29,8.34,0,383414,126594750.5,4482.19,15157588.91
2023-8-8,1519962,488248702.2,488250082.4,9875.08,62184943.22,"南京,南京市,江苏省,中国",多云,1,多云,1,32,24,3~4级,北风,3~4级,1,北风,星期二,2,平时,1,4,7.84,0,无价格变动,0,856440,197859525.3,3522.92,25208734.32,8.34,0,445900,147168709,6232.75,17625601.82
2023-8-9,1772422,565945177.7,565946481,12358.13,71946170.6,"南京,南京市,江苏省,中国",阴,2,阴,2,32,25,3~4级,北风,3~4级,1,北风,星期三,3,平时,1,4,7.84,0,无价格变动,0,1004623,234120667.3,4739.85,29822617.34,8.34,0,529960,173171916.6,7589.61,20738550.54
2023-8-10,1240554,387300711.5,387301598.7,6614.11,48017967.15,"南京,南京市,江苏省,中国",多云,1,多云,1,33,25,3~4级,北风,<3级,0,北风,星期四,4,平时,1,4,8.04,2,无价格变动,0,699586,160791766.3,2697.43,19972857.23,8.55,2.1,360097,120739718.9,3871.9,14103932.43
2023-8-11,1470020,455304466.7,455305433.7,8174.28,56363392.03,"南京,南京市,江苏省,中国",多云,1,多云,1,35,25,3~4级,南风,3~4级,1,东南风,星期五,5,平时,1,4,8.04,0,无价格变动,0,832465,193399484.2,3434.37,24030676.48,8.55,0,438149,146072003.2,4722.68,17064021.41
2023-8-12,1543803,457729987.4,457730880.4,11374.45,56564251.54,"南京,南京市,江苏省,中国",多云,1,多云,1,37,27,3~4级,东南风,3~4级,1,东南风,星期六,6,平时,1,4,8.04,0,无价格变动,0,909522,206179193.1,4295.47,25619212.92,8.55,0,453398,147479246.7,7052.62,17227832.78
2023-8-13,1264213,373247734.5,373249042.7,8300.81,46111540.79,"南京,南京市,江苏省,中国",多云,1,雷阵雨,4,35,26,4~5级,北风,<3级,0,东北风,星期日,7,平时,1,4,8.04,0,无价格变动,0,752611,169565551,3183.64,21061699.57,8.55,0,370251,120083026.8,5079.2,14025398.42
2023-8-14,1453608,442362089.7,442362976.7,7929.61,54733102.12,"南京,南京市,江苏省,中国",多云,1,多云,1,33,25,3~4级,西北风,<3级,0,东北风,星期一,1,平时,1,4,8.04,0,无价格变动,0,846217,193714932.2,2958.09,24061595.31,8.55,0,419620,138840287.6,4952.46,16216682.2
