date,order_cnt,amount,pay_amount,discountAmount,refuelLiters,path,text_day,text_night,high,low,wc_day,wd_day,wc_night,wd_night,week,holidays,305_price,305_price_竞争站点,305_order_cnt,305_refuelLiters,305_amount,其它油品也都列出来305这五个字段
2023-11-11,1126265,356606856.2,356608282.3,1426.09,43653509.85,"南京,南京市,江苏省,中国",阴,小雨,14,6,3~4级,北风,3~4级,北风,星期六,平时,8.15,,641951,18385286.27,149979098.9,
2023-11-12,1333599,402635413.3,402636842.3,1428.95,49095825.88,"南京,南京市,江苏省,中国",阴,小雨,11,6,3~4级,北风,3~4级,北风,星期日,平时,8.15,,779614,21953530.37,179160145.6,
2023-11-13,1319282,418258433,418259312.2,879.15,51140351.63,"南京,南京市,江苏省,中国",多云,多云,11,2,3~4级,西北风,<3级,东风,星期一,平时,8.15,,747233,21589115.62,176184715,
2023-11-14,1093103,356116687.4,356117660.5,973.14,43699889.97,"南京,南京市,江苏省,中国",晴,晴,12,2,<3级,西风,<3级,东风,星期二,平时,8.15,,605527,17414454.11,142079793.3,
2023-11-15,1074397,350430052.4,350430856.7,804.25,43030875.18,"南京,南京市,江苏省,中国",多云,小雨,15,7,<3级,东南风,4~5级,西风,星期三,平时,8.15,,596151,17044704.83,139087127.3,
2023-11-16,1140872,379283925.5,379284609.7,684.23,46565588.95,"南京,南京市,江苏省,中国",多云,晴,14,4,3~4级,西北风,3~4级,西风,星期四,平时,8.15,,627839,18238278.57,148820644.4,
2023-11-17,1354790,427292942,427294091.6,1149.64,52280177.01,"南京,南京市,江苏省,中国",晴,晴,14,1,3~4级,西北风,3~4级,西北风,星期五,平时,8.15,,752679,21389736.15,174465727.5,
2023-11-18,1183224,372728645.2,372730254,1608.82,45626845.98,"南京,南京市,江苏省,中国",晴,晴,14,5,<3级,西南风,<3级,南风,星期六,平时,8.15,,658699,18515658.49,151019327.6,
2023-11-19,1158292,357352969.1,357354395.8,1426.73,43763235.58,"南京,南京市,江苏省,中国",晴,晴,20,5,3~4级,西风,<3级,西北风,星期日,平时,8.15,,655197,18108984.66,147730616.5,
2023-11-20,1052080,326676039.4,326676831.4,791.96,40026230.32,"南京,南京市,江苏省,中国",多云,晴,20,7,<3级,东南风,<3级,东南风,星期一,平时,8.15,,585107,16175068.01,131963754.7,
2023-11-21,1026377,311354986.7,311355581.7,594.95,38162502.6,"南京,南京市,江苏省,中国",晴,晴,22,8,<3级,东南风,3~4级,东南风,星期二,平时,8.15,,567116,15452431.13,126044409.3,
2023-11-22,1235751,412903328.7,412904077.2,748.45,52541230.93,"南京,南京市,江苏省,中国",多云,多云,23,10,3~4级,西南风,3~4级,西北风,星期三,平时,7.88,,685857,20603628.95,162510303.4,
2023-11-23,1079058,351786220.7,351787048.5,827.84,44711635.09,"南京,南京市,江苏省,中国",晴,晴,17,2,3~4级,北风,4~5级,北风,星期四,平时,7.88,,597753,17648678.61,139213790,
2023-11-24,1182476,379296247.7,379296859.1,611.39,48094739.78,"南京,南京市,江苏省,中国",晴,多云,11,4,3~4级,北风,<3级,东风,星期五,平时,7.88,,657169,19559177.18,154243551.7,
2023-11-25,1323595,403363489.3,403364566.2,1076.86,51010831.51,"南京,南京市,江苏省,中国",晴,阴,14,8,3~4级,东南风,3~4级,东南风,星期六,平时,7.88,,762027,22122895.56,174456752.3,
2023-11-26,1087531,329213605.9,329214802.3,1196.4,41637825.12,"南京,南京市,江苏省,中国",阴,阴,11,5,<3级,西北风,<3级,西南风,星期日,平时,7.88,,632744,18246367.95,143906501.8,
2023-11-27,1088349,348542798.8,348543395.8,597.05,44198054.91,"南京,南京市,江苏省,中国",晴,晴,17,5,3~4级,西北风,4~5级,西北风,星期一,平时,7.88,,602496,17791787.41,140336696.3,
2023-11-28,1036039,331565667,331566405.5,738.43,42093257.13,"南京,南京市,江苏省,中国",多云,多云,15,7,3~4级,东南风,<3级,东南风,星期二,平时,7.88,,575360,16849841.2,132884132.4,
2023-11-29,1032897,331897948.8,331898728.7,779.83,42153601.87,"南京,南京市,江苏省,中国",阴,多云,16,2,3~4级,北风,5~6级,北风,星期三,平时,7.88,,572227,16767100.99,132260654.3,
2023-11-30,1104322,357062147.4,357062912,764.65,45309561.32,"南京,南京市,江苏省,中国",阴,多云,6,-1,3~4级,北风,4~5级,北风,星期四,平时,7.88,,612230,18118178.71,142929739.8,
2023-12-1,1192245,376640122.8,376640966,843.12,47623979.95,"南京,南京市,江苏省,中国",晴,多云,9,0,<3级,西北风,<3级,东南风,星期五,平时,7.88,,668749,19831269.69,156403655.9,
2023-12-2,1108960,342967110.1,342968194.8,1084.64,43367012.91,"南京,南京市,江苏省,中国",晴,多云,11,1,<3级,东南风,<3级,东风,星期六,平时,7.88,,632877,18468482.33,145644186.3,
2023-12-3,1085686,325914532.1,325915454.2,922.17,41131680.05,"南京,南京市,江苏省,中国",多云,多云,12,2,<3级,东南风,<3级,东南风,星期日,平时,7.88,,631952,18200678.79,143569055.9,
2023-12-4,1053251,332239269.3,332239908.4,639.06,42065939.57,"南京,南京市,江苏省,中国",多云,晴,14,5,<3级,东南风,<3级,西南风,星期一,平时,7.88,,592358,17356334.73,136905378.5,
2023-12-5,1068353,346723328.6,346723957.2,628.64,44013596.99,"南京,南京市,江苏省,中国",多云,阴,18,7,3~4级,西风,3~4级,西风,星期二,平时,7.88,,587076,17301337.08,136448690.9,
2023-12-6,1028452,331419514.5,331420048,533.56,42284933.43,"南京,南京市,江苏省,中国",晴,晴,16,5,3~4级,西北风,3~4级,南风,星期三,平时,7.84,,568407,16755935.42,131501988.6,
2023-12-7,1037717,334132866,334133241.3,375.23,42629547.63,"南京,南京市,江苏省,中国",晴,晴,20,11,3~4级,西南风,3~4级,西南风,星期四,平时,7.84,,570340,16764761.93,131570073.7,
2023-12-8,1126211,360182399.1,360182945.2,546.07,45892606.12,"南京,南京市,江苏省,中国",多云,多云,22,11,3~4级,西南风,3~4级,南风,星期五,平时,7.84,,617161,18136735.52,142277503.6,
2023-12-9,1037980,321147637.5,321148485.4,847.84,40912560.31,"南京,南京市,江苏省,中国",多云,阴,21,11,<3级,东南风,4~5级,东北风,星期六,平时,7.84,,585891,16860272.28,132262621.2,
2023-12-10,1003086,302326616.4,302327342.3,725.95,38371054.2,"南京,南京市,江苏省,中国",小雨,中雨,14,8,3~4级,北风,4~5级,北风,星期日,平时,7.84,,586108,17058037.73,133853640.8,
2023-12-11,1065067,336853062.4,336853581.2,503.66,42791812.09,"南京,南京市,江苏省,中国",小雨,阴,8,2,3~4级,北风,4~5级,北风,星期一,平时,7.84,,605218,18256913.36,143300967,
2023-12-12,1114056,352086177.7,352086649.6,471.9,44834302.13,"南京,南京市,江苏省,中国",阴,多云,7,1,3~4级,东北风,3~4级,东风,星期二,平时,7.84,,624956,18468979.54,144926607.9,
2023-12-13,1042699,335130684.4,335131270.9,586.5,42708377.16,"南京,南京市,江苏省,中国",小雨,中雨,10,9,3~4级,东南风,<3级,东风,星期三,平时,7.84,,577681,17125752.08,134408060.2,
2023-12-14,1033206,329922361.3,329923062.2,700.95,42026566.92,"南京,南京市,江苏省,中国",阴,小到中雨,16,5,<3级,西北风,5~6级,西北风,星期四,平时,7.84,,570206,16890557.7,132553107.8,
2023-12-15,1225962,387605429,387606154.8,725.77,49307949.99,"南京,南京市,江苏省,中国",小雨,雨夹雪,3,-3,3~4级,西北风,5~6级,西北风,星期五,平时,7.84,,674767,20103525.64,157730927.9,
2023-12-16,1228725,369148036.7,369148550.7,513.95,46842147.16,"南京,南京市,江苏省,中国",多云,多云,0,-5,3~4级,北风,3~4级,北风,星期六,平时,7.84,,702737,20380541.4,159906355,
2023-12-17,1133642,329325919.9,329326476.5,556.65,41728098.65,"南京,南京市,江苏省,中国",多云,阴,0,-2,3~4级,北风,3~4级,东北风,星期日,平时,7.84,,661436,18847379.52,147909904.5,
2023-12-18,1235805,366059607,366059932,324.95,46383272.24,"南京,南京市,江苏省,中国",大到暴雪,中雪,1,0,<3级,东风,<3级,西北风,星期一,平时,7.84,,710355,20710429.26,162570515.1,
2023-12-19,1011120,298968597.1,298968883.4,283.3,37977566.14,"南京,南京市,江苏省,中国",小雪,多云,1,-3,3~4级,北风,3~4级,北风,星期二,平时,7.84,,572212,16337460.39,128194347.3,
2023-12-20,1406640,448683845,448683845,0,59661890.1,"南京,南京市,江苏省,中国",晴,晴,2,-6,3~4级,北风,4~5级,北风,星期三,平时,7.5,,790574,24873644.02,186754985.7,
2023-12-21,1278218,396494586,396494586,0,52644696.94,"南京,南京市,江苏省,中国",晴,晴,-1,-7,3~4级,北风,3~4级,西北风,星期四,平时,7.5,,716276,22261091.83,167129141.2,
2023-12-22,1308745,404853449,404853449.1,0,53716222.81,"南京,南京市,江苏省,中国",多云,阴,0,-4,3~4级,北风,<3级,东北风,星期五,平时,7.5,,729757,22569163.59,169388637,
2023-12-23,1141009,345768641.1,345768641.1,0.07,45879059.38,"南京,南京市,江苏省,中国",多云,多云,2,-4,<3级,东南风,<3级,西风,星期六,平时,7.5,,651947,19892370.49,149278407.5,
2023-12-24,1119576,330935704.3,330935707.7,0,43846317.21,"南京,南京市,江苏省,中国",晴,晴,6,-4,3~4级,西北风,<3级,西北风,星期日,平时,7.5,,649307,19540947.34,146681814.6,
2023-12-25,1134511,349357790.1,349357790.1,0,46392936.64,"南京,南京市,江苏省,中国",晴,阴,7,-2,<3级,南风,3~4级,东南风,星期一,平时,7.5,,638155,19474026.41,146197141.5,
2023-12-26,1072045,335929197.6,335929197.6,0,44738960.24,"南京,南京市,江苏省,中国",阴,多云,9,0,3~4级,东风,3~4级,东风,星期二,平时,7.5,,598525,18197697.29,136598166.5,
2023-12-27,1054896,332618128.4,332618128.4,0,44334481.65,"南京,南京市,江苏省,中国",多云,晴,12,0,<3级,西北风,<3级,北风,星期三,平时,7.5,,584640,17697523.09,132897195.7,
2023-12-28,1032115,323028612.7,323028614.7,2,42986493.14,"南京,南京市,江苏省,中国",晴,多云,12,3,3~4级,北风,<3级,东风,星期四,平时,7.5,,579368,17582398.1,132027565.2,
2023-12-29,1218840,372592734.2,372592811.9,77.72,49432247.01,"南京,南京市,江苏省,中国",多云,小雨,12,5,3~4级,东南风,<3级,东南风,星期五,平时,7.5,,682637,20804389.52,156156281.9,
2023-12-30,1126207,341635923.3,341635926.3,3.01,45312200.19,"南京,南京市,江苏省,中国",阴,晴,14,1,<3级,西南风,4~5级,西北风,星期六,平时,7.5,,643768,19510503.81,146443772.7,
