"日期","0号柴油销量（升）","0号柴油价差","石化站价格","竞争站价格"
2023-03-20,42250.17,0.05,"7.33",7.28
2023-03-21,26600.46,0.05,"7.33",7.28
2023-03-22,6963.12,0.05,"7.33",7.28
2023-03-23,2605.99,0.05,"7.33",7.28
2023-03-24,2670.88,0.05,"7.33",7.28
2023-03-25,2546.88,0.05,"7.33",7.28
2023-03-26,26230.44,0.05,"7.33",7.28
2023-03-27,2482.49,0.05,"7.33",7.28
2023-03-28,19774.69,0.05,"7.33",7.28
2023-03-29,3253.96,0.05,"7.33",7.28
2023-03-30,32646.83,0.05,"7.33",7.28
2023-03-31,3476.36,0.05,"7.33",7.28
2023-04-01,42641.46,0.05,"7.06",7.01
2023-04-02,16093.52,0.05,"7.06",7.01
2023-04-03,24970.51,0.05,"7.06",7.01
2023-04-04,11298.24,0.05,"7.06",7.01
2023-04-05,823.00,0.05,"7.06",7.01
2023-04-06,3147.62,0.05,"7.06",7.01
2023-04-07,34213.14,0.05,"7.06",7.01
2023-04-08,23769.66,0.05,"7.06",7.01
2023-04-09,32933.69,0.05,"7.06",7.01
2023-04-10,23087.15,0.05,"7.06",7.01
2023-04-11,21221.37,0.05,"7.06",7.01
2023-04-12,3990.39,0.05,"7.06",7.01
2023-04-13,23917.62,0.05,"7.06",7.01
2023-04-14,33277.33,0.05,"7.06",7.01
2023-04-15,3402.17,0.05,"7.06",7.01
2023-04-16,32642.04,0.05,"7.06",7.01
2023-04-17,33651.60,0.05,"7.06",7.01
2023-04-18,2329.26,0.05,"7.51",7.46
2023-04-19,19993.06,0.05,"7.51",7.46
2023-04-20,3326.99,0.05,"7.51",7.46
2023-04-21,3034.08,0.05,"7.51",7.46
2023-04-22,3540.87,0.05,"7.51",7.46
2023-04-23,3096.26,0.05,"7.51",7.46
2023-04-24,3836.97,0.05,"7.51",7.46
2023-04-25,12335.09,0.05,"7.51",7.46
2023-04-26,42313.17,0.05,"7.51",7.46
2023-04-27,4836.09,0.05,"7.51",7.46
2023-04-28,2346.20,0.05,"7.51",7.46
2023-04-29,3704.36,0.05,"7.37",7.32
2023-04-30,2120.74,0.05,"7.37",7.32
2023-05-01,1445.77,0.05,"7.37",7.32
2023-05-02,24812.77,0.05,"7.37",7.32
2023-05-03,2209.27,0.05,"7.37",7.32
2023-05-04,2984.43,0.05,"7.37",7.32
2023-05-05,23597.65,0.05,"7.37",7.32
2023-05-06,27227.23,0.05,"7.37",7.32
2023-05-07,26795.46,0.05,"7.37",7.32
2023-05-08,23409.61,0.05,"7.37",7.32
2023-05-09,20048.35,0.05,"7.37",7.32
2023-05-10,3453.18,0.05,"7.37",7.32
2023-05-11,16756.73,0.05,"7.37",7.32
2023-05-12,12933.81,0.05,"7.37",7.32
2023-05-13,3776.18,0.05,"7.37",7.32
2023-05-14,2256.27,0.05,"7.37",7.32
2023-05-15,2211.15,0.05,"7.37",7.32
2023-05-16,5897.95,0.05,"7.37",7.32
2023-05-17,28739.62,0.05,"7.06",7.01
2023-05-18,32318.79,0.05,"7.06",7.01
2023-05-19,3894.60,0.05,"7.06",7.01
2023-05-20,2231.80,0.05,"7.06",7.01
2023-05-21,2894.34,0.05,"7.06",7.01
2023-05-22,3566.41,0.05,"7.06",7.01
2023-05-23,23197.94,0.05,"7.06",7.01
2023-05-24,21303.48,0.05,"7.06",7.01
2023-05-25,3554.43,0.05,"7.06",7.01
2023-05-26,3614.52,0.05,"7.06",7.01
2023-05-27,2773.80,0.05,"7.06",7.01
2023-05-28,1649.91,0.05,"7.06",7.01
2023-05-29,3818.56,0.05,"7.06",7.01
2023-05-30,4529.11,0.05,"7.06",7.01
2023-05-31,4630.21,0.09,"7.14",7.05
2023-06-01,2490.86,0.09,"7.14",7.05
2023-06-02,21241.67,0.09,"7.14",7.05
2023-06-03,12848.20,0.09,"7.14",7.05
2023-06-04,15391.18,0.09,"7.14",7.05
2023-06-05,15319.09,0.09,"7.14",7.05
2023-06-06,19548.37,0.09,"7.14",7.05
2023-06-07,17627.61,0.09,"7.14",7.05
2023-06-08,4304.21,0.09,"7.14",7.05
2023-06-09,32399.60,0.09,"7.14",7.05
2023-06-10,9308.72,0.09,"7.14",7.05
2023-06-11,2396.72,0.09,"7.14",7.05
2023-06-12,19732.93,0.09,"7.14",7.05
2023-06-13,3964.83,0.09,"7.14",7.05
2023-06-14,43242.00,0.09,"7.10",7.01
2023-06-15,7706.06,0.09,"7.10",7.01
2023-06-16,3965.96,0.09,"7.10",7.01
2023-06-17,11244.60,0.09,"7.10",7.01
2023-06-18,1325.67,0.09,"7.10",7.01
2023-06-19,2005.70,0.09,"7.10",7.01
2023-06-20,36815.94,0.09,"7.10",7.01
2023-06-21,3829.39,0.09,"7.10",7.01
2023-06-22,10978.95,0.09,"7.10",7.01
2023-06-23,22523.11,0.09,"7.10",7.01
2023-06-24,3166.73,0.09,"7.10",7.01
2023-06-25,2742.30,0.09,"7.10",7.01
2023-06-26,6954.03,0.09,"7.10",7.01
2023-06-27,4567.66,0.09,"7.10",7.01
2023-06-28,26374.42,0.09,"7.10",7.01
2023-06-29,18671.95,0.09,"7.16",7.07
2023-06-30,2084.14,0.09,"7.16",7.07
2023-07-01,2568.54,0.09,"7.16",7.07
2023-07-02,2731.01,0.09,"7.16",7.07
2023-07-03,33805.07,0.09,"7.16",7.07
2023-07-04,13310.65,0.09,"7.16",7.07
2023-07-05,29505.70,0.09,"7.16",7.07
2023-07-06,21141.71,0.09,"7.16",7.07
2023-07-07,25999.62,0.09,"7.16",7.07
2023-07-08,29346.43,0.09,"7.16",7.07
2023-07-09,2377.95,0.09,"7.16",7.07
2023-07-10,3679.73,0.09,"7.16",7.07
2023-07-11,37200.65,0.09,"7.16",7.07
2023-07-12,14064.46,0.09,"7.16",7.07
2023-07-13,21843.76,0.09,"7.29",7.20
2023-07-14,17670.08,0.09,"7.29",7.20
2023-07-15,2459.70,0.09,"7.29",7.20
2023-07-16,25148.18,0.09,"7.29",7.20
2023-07-17,3259.42,0.09,"7.29",7.20
2023-07-18,2738.78,0.09,"7.29",7.20
2023-07-19,16107.99,0.09,"7.29",7.20
2023-07-20,2546.84,0.09,"7.29",7.20
2023-07-21,18827.14,0.09,"7.29",7.20
2023-07-22,2240.98,0.09,"7.29",7.20
2023-07-23,2148.42,0.09,"7.29",7.20
2023-07-24,29309.90,0.09,"7.29",7.20
2023-07-25,14163.58,0.09,"7.29",7.20
2023-07-26,36231.24,0.09,"7.29",7.20
2023-07-27,35067.21,0.15,"7.51",7.36
2023-07-28,2669.59,0.15,"7.51",7.36
2023-07-29,2987.63,0.15,"7.51",7.36
2023-07-30,1581.68,0.15,"7.51",7.36
2023-07-31,27884.91,0.15,"7.51",7.36
2023-08-01,28108.26,0.15,"7.51",7.36
2023-08-02,16089.21,0.15,"7.51",7.36
2023-08-03,8041.37,0.15,"7.51",7.36
2023-08-04,12314.65,0.15,"7.51",7.36
2023-08-05,3062.37,0.15,"7.51",7.36
2023-08-06,2587.89,0.15,"7.51",7.36
2023-08-07,4112.00,0.15,"7.51",7.36
2023-08-08,6102.30,0.15,"7.51",7.36
2023-08-09,18719.27,0.15,"7.51",7.36
2023-08-10,4397.40,0.15,"7.71",7.56
2023-08-11,2801.97,0.15,"7.71",7.56
2023-08-12,4564.82,0.15,"7.71",7.56
2023-08-13,2939.94,0.15,"7.71",7.56
2023-08-14,39143.89,0.15,"7.71",7.56
2023-08-15,14169.88,0.15,"7.71",7.56
2023-08-16,3480.93,0.15,"7.71",7.56
2023-08-17,16174.87,0.15,"7.71",7.56
2023-08-18,2698.37,0.15,"7.71",7.56
2023-08-19,43499.26,0.15,"7.71",7.56
2023-08-20,2578.66,0.15,"7.71",7.56
2023-08-21,3069.37,0.15,"7.71",7.56
2023-08-22,26692.60,0.15,"7.71",7.56
2023-08-23,4306.76,0.16,"7.71",7.55
2023-08-24,27911.45,0.15,"7.75",7.60
2023-08-25,3241.74,0.15,"7.75",7.60
2023-08-26,3765.95,0.15,"7.75",7.60
2023-08-27,2462.66,0.15,"7.75",7.60
2023-08-28,15299.67,0.15,"7.75",7.60
2023-08-29,45887.76,0.15,"7.75",7.60
2023-08-30,14797.96,0.15,"7.75",7.60
2023-08-31,5930.57,0.15,"7.75",7.60
2023-09-01,4570.75,0.15,"7.75",7.60
2023-09-02,4386.81,0.15,"7.75",7.60
2023-09-03,3569.16,0.15,"7.75",7.60
2023-09-04,29240.00,0.15,"7.75",7.60
2023-09-05,7731.16,0.15,"7.75",7.60
2023-09-06,5329.71,0.15,"7.75",7.60
2023-09-07,8854.94,0.15,"7.75",7.60
2023-09-08,4000.38,0.15,"7.75",7.60
2023-09-09,5062.54,0.15,"7.75",7.60
2023-09-10,3012.16,0.15,"7.75",7.60
2023-09-11,4933.38,0.15,"7.75",7.60
2023-09-12,3408.24,0.15,"7.75",7.60
2023-09-13,27185.79,0.15,"7.75",7.60
2023-09-14,3222.32,0.15,"7.75",7.60
2023-09-15,3216.90,0.15,"7.75",7.60
2023-09-16,3564.62,0.15,"7.75",7.60
2023-09-17,4355.91,0.15,"7.75",7.60
2023-09-18,4377.48,0.15,"7.75",7.60
2023-09-19,6570.03,0.15,"7.75",7.60
2023-09-20,6295.26,0.15,"7.75",7.60
2023-09-21,2089.97,0.15,"8.07",7.92
2023-09-22,7737.72,0.15,"8.07",7.92
2023-09-23,3018.11,0.15,"8.07",7.92
2023-09-24,2407.50,0.15,"8.07",7.92
2023-09-25,6349.80,0.15,"8.07",7.92
2023-09-26,28178.90,0.15,"8.07",7.92
2023-09-27,4272.44,0.15,"8.07",7.92
2023-09-28,4233.73,0.15,"8.07",7.92
2023-09-29,1941.91,0.15,"8.07",7.92
2023-09-30,1454.70,0.15,"8.07",7.92
2023-10-01,2366.00,0.15,"8.07",7.92
2023-10-02,2008.88,0.15,"8.07",7.92
2023-10-03,1757.49,0.15,"8.07",7.92
2023-10-04,2539.92,0.15,"8.07",7.92
2023-10-05,3505.66,0.15,"8.07",7.92
2023-10-06,3732.80,0.15,"8.07",7.92
2023-10-07,15479.23,0.15,"8.07",7.92
2023-10-08,4657.93,0.15,"8.07",7.92
2023-10-09,3780.18,0.15,"8.07",7.92
2023-10-10,6800.65,0.15,"8.07",7.92
2023-10-11,17177.75,0.15,"8.00",7.85
2023-10-12,52444.58,0.15,"8.00",7.85
2023-10-13,15998.82,0.15,"8.00",7.85
2023-10-14,10852.50,0.15,"8.00",7.85
2023-10-15,27497.90,0.15,"8.00",7.85
2023-10-16,4025.82,0.15,"8.00",7.85
2023-10-17,36817.92,0.15,"8.00",7.85
2023-10-18,29081.49,0.15,"8.00",7.85
2023-10-19,3677.86,0.15,"8.00",7.85
2023-10-20,40559.76,0.15,"8.00",7.85
2023-10-21,27253.68,0.15,"8.00",7.85
2023-10-22,2515.01,0.15,"8.00",7.85
2023-10-23,5090.95,0.15,"8.00",7.85
2023-10-24,15838.92,0.15,"8.00",7.85
2023-10-25,4168.41,0.15,"7.94",7.79
2023-10-26,3445.45,0.15,"7.94",7.79
2023-10-27,3846.08,0.15,"7.94",7.79
2023-10-28,3822.00,0.15,"7.94",7.79
2023-10-29,2189.07,0.15,"7.94",7.79
2023-10-30,22676.45,0.15,"7.94",7.79
2023-10-31,28384.00,0.15,"7.94",7.79
2023-11-01,4624.94,0.15,"7.94",7.79
2023-11-02,4062.11,0.15,"7.94",7.79
2023-11-03,28384.03,0.15,"7.94",7.79
2023-11-04,35121.35,0.15,"7.94",7.79
2023-11-05,1941.32,0.15,"7.94",7.79
2023-11-06,24165.18,0.15,"7.94",7.79
2023-11-07,3721.32,0.15,"7.94",7.79
2023-11-08,44729.68,0.15,"7.83",7.68
2023-11-09,8411.03,0.15,"7.83",7.68
2023-11-10,2471.32,0.15,"7.83",7.68
2023-11-11,16907.53,0.15,"7.83",7.68
2023-11-12,2881.26,0.15,"7.83",7.68
2023-11-13,27101.33,0.15,"7.83",7.68
2023-11-14,21904.00,0.15,"7.83",7.68
2023-11-15,28276.08,0.15,"7.83",7.68
2023-11-16,15475.26,0.15,"7.83",7.68
2023-11-17,14454.02,0.15,"7.83",7.68
2023-11-18,3066.08,0.15,"7.83",7.68
2023-11-19,1834.09,0.15,"7.83",7.68
2023-11-20,20128.44,0.15,"7.83",7.68
2023-11-21,3753.32,0.15,"7.83",7.68
2023-11-22,19567.25,0.15,"7.55",7.40
2023-11-23,18421.27,0.15,"7.55",7.40
2023-11-24,3539.82,0.15,"7.55",7.40
2023-11-25,7603.92,0.15,"7.55",7.40
2023-11-26,3002.29,0.15,"7.55",7.40
2023-11-27,3954.11,0.15,"7.55",7.40
2023-11-28,4154.66,0.15,"7.55",7.40
2023-11-29,4080.57,0.15,"7.55",7.40
2023-11-30,5698.61,0.15,"7.55",7.40
2023-12-01,5812.48,0.15,"7.55",7.40
2023-12-02,2621.29,0.15,"7.55",7.40
2023-12-03,2410.93,0.15,"7.55",7.40
2023-12-04,2376.31,0.15,"7.55",7.40
2023-12-05,4037.05,0.15,"7.55",7.40
2023-12-06,3862.35,0.15,"7.50",7.35
2023-12-07,4158.33,0.15,"7.50",7.35
2023-12-08,6776.32,0.15,"7.50",7.35
2023-12-09,2720.50,0.15,"7.50",7.35
2023-12-10,2041.83,0.15,"7.50",7.35
2023-12-11,3029.93,0.15,"7.50",7.35
2023-12-12,3701.03,0.15,"7.50",7.35
2023-12-13,28407.83,0.15,"7.50",7.35
2023-12-14,3240.94,0.15,"7.50",7.35
2023-12-15,3108.44,0.15,"7.50",7.35
2023-12-16,3092.11,0.15,"7.50",7.35
2023-12-17,2923.09,0.15,"7.50",7.35
2023-12-18,3218.26,0.15,"7.50",7.35
2023-12-19,3445.33,0.15,"7.50",7.35
2023-12-20,3473.08,0.15,"7.16",7.01
2023-12-21,3678.22,0.15,"7.16",7.01
2023-12-22,29231.27,0.15,"7.16",7.01
2023-12-23,3362.92,0.15,"7.16",7.01
2023-12-24,2944.88,0.15,"7.16",7.01
2023-12-25,17570.36,0.15,"7.16",7.01
2023-12-26,3649.98,0.15,"7.16",7.01
2023-12-27,3867.25,0.15,"7.16",7.01
2023-12-28,7992.33,0.15,"7.16",7.01
2023-12-29,5249.83,0.15,"7.16",7.01
2023-12-30,26157.17,0.15,"7.16",7.01
2023-12-31,3610.32,0.15,"7.16",7.01
