store_ou_code,store_ou_name,dt,etp_area,is_hn,is_on_line,amt,discount_amount,pay_amount,num,discount,discount_percent,workdays,holidays,weekdays,text_day,code_day,text_night,code_night,high,low,high_low,wc_day,wd_day,wc_night,wd_night,date,week
6922,cdf海口日月广场免税店,2023-11-13,1,1,2,3538921.97,3538921.97,3409068.97,3368,129853,0.036692812,1,平时,1,雾,18,阴,02,23,21,2,3~4级,东北风,3~4级,东北风,2023-11-13,星期一
6922,cdf海口日月广场免税店,2023-11-12,1,1,2,5540366.41,5547165.66,5245518.41,5422,294848,0.053218141,0,平时,7,大雨,09,中雨,08,26,23,3,3~4级,东风,4~5级,东北风,2023-11-12,星期日
6922,cdf海口日月广场免税店,2023-11-11,1,1,2,10933889.24,10987404.91,10316033.24,11828,617856,0.056508346,0,平时,6,阴,02,中雨,08,30,24,6,3~4级,东风,<3级,无持续风向,2023-11-11,星期六
6922,cdf海口日月广场免税店,2023-11-10,1,1,2,9672673.09,9675452.21,9077833.09,8332,594840,0.061496961,1,平时,5,雾,18,多云,01,30,24,6,3~4级,北风,<3级,无持续风向,2023-11-10,星期五
6922,cdf海口日月广场免税店,2023-11-9,1,1,2,3412322.84,3412694.84,3278693.84,4383,133629,0.039160714,1,平时,4,小雨,07,多云,01,30,23,7,3~4级,东风,<3级,无持续风向,2023-11-09,星期四
6922,cdf海口日月广场免税店,2023-11-8,1,1,2,3340331.44,3340612.86,3157998.44,4100,182333,0.054585302,1,平时,3,小雨,07,多云,01,29,24,5,3~4级,南风,<3级,无持续风向,2023-11-08,星期三
6922,cdf海口日月广场免税店,2023-11-7,1,1,2,3028527.92,3028527.92,2868347.92,4008,160180,0.052890382,1,平时,2,阴,02,小雨,07,27,23,4,3~4级,东北风,<3级,无持续风向,2023-11-07,星期二
6922,cdf海口日月广场免税店,2023-11-6,1,1,2,2998875.98,3000042.7,2756773.98,3790,242102,0.080730914,1,平时,1,阴,02,雷阵雨,04,28,24,4,3~4级,东北风,3~4级,东北风,2023-11-06,星期一
6922,cdf海口日月广场免税店,2023-11-5,1,1,2,3033254.13,3042607.88,2924116.13,3328,109138,0.0359805,0,平时,7,多云,01,多云,01,30,24,6,3~4级,东风,<3级,无持续风向,2023-11-05,星期日
6922,cdf海口日月广场免税店,2023-11-4,1,1,2,3550669.46,3550669.46,3391223.46,4136,159446,0.044905898,0,平时,6,多云,01,多云,01,29,24,5,3~4级,东北风,<3级,无持续风向,2023-11-04,星期六
6922,cdf海口日月广场免税店,2023-11-3,1,1,2,3776035.23,3776159.23,3581404.23,4739,194631,0.051543746,1,平时,5,阴,02,多云,01,30,24,6,3~4级,东风,<3级,无持续风向,2023-11-03,星期五
6922,cdf海口日月广场免税店,2023-11-2,1,1,2,7998806.9,7998806.9,7521177.15,8691,477629.75,0.059712624,1,平时,4,阴,02,多云,01,28,23,5,3~4级,东北风,<3级,无持续风向,2023-11-02,星期四
6922,cdf海口日月广场免税店,2023-11-1,1,1,2,10453434.07,11150815.21,10223526.07,5787,229908,0.021993538,1,平时,3,阴,02,多云,01,27,24,3,3~4级,东北风,<3级,无持续风向,2023-11-01,星期三
6922,cdf海口日月广场免税店,2023-10-31,1,1,2,7388039.18,7426121.68,7085244.18,5862,302795,0.040984488,1,平时,2,阴,02,多云,01,27,24,3,3~4级,东北风,3~4级,东北风,2023-10-31,星期二
6922,cdf海口日月广场免税店,2023-10-30,1,1,2,3198371.47,3198371.47,3029617.72,3714,168753.75,0.052762398,1,平时,1,阴,02,多云,01,27,24,3,3~4级,东北风,3~4级,东北风,2023-10-30,星期一
6922,cdf海口日月广场免税店,2023-10-29,1,1,2,4628329.63,4628348.53,4381175.63,4582,247154,0.053400259,0,平时,7,阴,02,小雨,07,29,25,4,3~4级,东风,3~4级,东北风,2023-10-29,星期日
6922,cdf海口日月广场免税店,2023-10-28,1,1,2,4574867.99,4575430.08,4390190.99,4863,184677,0.040367722,0,平时,6,大雨,09,雷阵雨,04,26,23,3,3~4级,东风,<3级,无持续风向,2023-10-28,星期六
6922,cdf海口日月广场免税店,2023-10-27,1,1,2,6179476.57,6180324.17,5956567.57,6074,222909,0.036072473,1,平时,5,阴,02,小雨,07,29,23,6,3~4级,东北风,<3级,无持续风向,2023-10-27,星期五
6922,cdf海口日月广场免税店,2023-10-26,1,1,2,4749868.88,4750049.05,4603501.88,5406,146367,0.030814956,1,平时,4,小雨,07,小雨,07,27,23,4,3~4级,东北风,<3级,无持续风向,2023-10-26,星期四
6922,cdf海口日月广场免税店,2023-10-25,1,1,2,3625912.25,3626622.84,3507275.25,4129,118637,0.032719214,1,平时,3,阴,02,小雨,07,29,24,5,3~4级,东北风,<3级,无持续风向,2023-10-25,星期三
6922,cdf海口日月广场免税店,2023-10-24,1,1,2,4729309.07,4729407.35,4569194.07,4917,160115,0.033855897,1,平时,2,阴,02,小雨,07,26,24,2,3~4级,东北风,<3级,无持续风向,2023-10-24,星期二
6922,cdf海口日月广场免税店,2023-10-23,1,1,2,6293406.6,6293406.6,6100522.6,6324,192884,0.030648584,1,平时,1,阴,02,中雨,08,25,24,1,3~4级,东北风,3~4级,东风,2023-10-23,星期一
6922,cdf海口日月广场免税店,2023-10-22,1,1,2,7053369.5,7053373.89,6797123.5,6777,256246,0.036329587,0,平时,7,中雨,08,中雨,08,23,22,1,3~4级,东风,3~4级,东北风,2023-10-22,星期日
6922,cdf海口日月广场免税店,2023-10-21,1,1,2,6685442.55,6710283.08,6450581.55,6755,234861,0.03513021,0,平时,6,大暴雨,11,小雨,07,23,22,1,3~4级,东风,3~4级,东北风,2023-10-21,星期六
6922,cdf海口日月广场免税店,2023-10-20,1,1,2,5923051.34,5923073.17,5744945.34,5773,178106,0.030069974,1,平时,5,阴,02,大雨,09,26,23,3,3~4级,西南风,<3级,无持续风向,2023-10-20,星期五
6922,cdf海口日月广场免税店,2023-10-19,1,1,2,4030951.69,4031103.15,3918177.69,4333,112774,0.027977016,1,平时,4,小雨,07,小雨,07,29,26,3,3~4级,东南风,<3级,无持续风向,2023-10-19,星期四
6922,cdf海口日月广场免税店,2023-10-18,1,1,2,5448081.63,5448873.48,5261132.63,6279,186949,0.034314647,1,平时,3,大雨,09,大雨,09,28,24,4,3~4级,东风,4~5级,东南风,2023-10-18,星期三
6922,cdf海口日月广场免税店,2023-10-17,1,1,2,4656196.56,4656329.46,4528374.56,5557,127822,0.02745202,1,平时,2,小雨,07,中雨,08,26,23,3,3~4级,东北风,<3级,无持续风向,2023-10-17,星期二
6922,cdf海口日月广场免税店,2023-10-16,1,1,2,3730228.97,3730228.97,3582660.97,4681,147568,0.039560038,1,平时,1,阴,02,大雨,09,28,23,5,3~4级,东北风,4~5级,东北风,2023-10-16,星期一
6922,cdf海口日月广场免税店,2023-10-15,1,1,2,5731517.18,5731656.43,5322176.18,6914,409341,0.07141931,0,平时,7,阴,02,小雨,07,29,24,5,3~4级,东北风,4~5级,东北风,2023-10-15,星期日
6922,cdf海口日月广场免税店,2023-10-14,1,1,2,6516336.65,6518417,6175087.65,8642,341249,0.052368227,0,平时,6,阴,02,小雨,07,28,24,4,3~4级,东北风,3~4级,东北风,2023-10-14,星期六
6922,cdf海口日月广场免税店,2023-10-13,1,1,2,5860326.96,5860326.96,5578383.46,8352,281943.5,0.048110541,1,平时,5,阴,02,多云,01,28,25,3,3~4级,东风,3~4级,东北风,2023-10-13,星期五
6922,cdf海口日月广场免税店,2023-10-12,1,1,2,6264127.65,6264435.65,6046477.65,8080,217650,0.034745461,1,平时,4,小雨,07,多云,01,26,24,2,3~4级,东北风,3~4级,东风,2023-10-12,星期四
6922,cdf海口日月广场免税店,2023-10-11,1,1,2,4523248.09,4523248.09,4382714.09,6955,140534,0.031069266,1,平时,3,暴雨,10,大雨,09,25,23,2,3~4级,东南风,3~4级,东风,2023-10-11,星期三
6922,cdf海口日月广场免税店,2023-10-10,1,1,2,4124813.74,4124813.74,3987523.74,5717,137290,0.033283927,1,平时,2,中雨,08,暴雨,10,28,23,5,3~4级,北风,<3级,无持续风向,2023-10-10,星期二
6922,cdf海口日月广场免税店,2023-10-9,1,1,2,2537005.81,2537027.64,2438799.81,3861,98206,0.038709411,1,平时,1,阴,02,雷阵雨,04,28,25,3,<3级,北风,<3级,无持续风向,2023-10-09,星期一
6922,cdf海口日月广场免税店,2023-10-8,1,1,2,3290839.13,3290873.54,3170472.13,4202,120367,0.036576385,0,平时,7,阴,02,多云,01,28,24,4,3~4级,西北风,<3级,无持续风向,2023-10-08,星期日
6922,cdf海口日月广场免税店,2023-10-7,1,1,2,5300289.33,5349517.37,5162145.33,5137,138144,0.026063483,0,平时,6,阴,02,多云,01,31,25,6,3~4级,西风,<3级,无持续风向,2023-10-07,星期六
6922,cdf海口日月广场免税店,2023-10-6,1,1,2,11190209.64,11201245.64,10590161.14,10132,600048.5,0.053622633,1,国庆节,5,中雨,08,多云,01,30,24,6,3~4级,东北风,<3级,无持续风向,2023-10-06,星期五
6922,cdf海口日月广场免税店,2023-10-5,1,1,2,10717180.99,10717540.99,10088004.99,11565,629176,0.058707229,1,国庆节,4,多云,01,多云,01,33,25,8,3~4级,西北风,<3级,无持续风向,2023-10-05,星期四
6922,cdf海口日月广场免税店,2023-10-4,1,1,2,13226406.15,13227134.15,12417868.15,15602,808538,0.061130589,1,国庆节,3,多云,01,多云,01,33,25,8,<3级,北风,<3级,无持续风向,2023-10-04,星期三
6922,cdf海口日月广场免税店,2023-10-3,1,1,2,13883625.89,13883642.69,13042151.89,16104,841474,0.060609095,1,国庆节,2,阴,02,多云,01,31,25,6,3~4级,东南风,<3级,无持续风向,2023-10-03,星期二
6922,cdf海口日月广场免税店,2023-10-2,1,1,2,11461233.51,11466930.74,10873012.51,13470,588221,0.051322661,1,国庆节,1,阴,02,多云,01,31,25,6,3~4级,北风,<3级,无持续风向,2023-10-02,星期一
