date,date_day,order_cnt,amount,pay_amount,discountAmount,refuelLiters,进站加油车量（汽油）,进站加油车量（柴油）,进站率（汽油）,进站率（柴油）,站前车流量（汽油）,站前车流量（柴油）,path,text_day,text_night,high,low,wc_day,wd_day,wc_night,wd_night,week,holidays,60000361_price,60000361_price_other,60000361_order_cnt,60000361_refuelLiters,60000361_amount,60033428_price,60033428_price_other,60033428_order_cnt,60033428_refuelLiters,60033428_amount,60000359_price,60000359_price_other,60000359_order_cnt,359占比,60000359_refuelLiters,60000359_amount,60000304_price,60000304_price_other,60000304_order_cnt,304占比,60000304_refuelLiters,60000304_amount,60000305_price,60000305_price_other,60000305_order_cnt,305占比,60000305_refuelLiters,60000305_amount,60000312_price,60000312_price_other,60000312_order_cnt,60000312_refuelLiters,60000312_amount,60000313_price,60000313_price_other,60000313_order_cnt,313占比,60000313_refuelLiters,60000313_amount,60000317_price,60000317_price_other,60000317_order_cnt,60000317_refuelLiters,60000317_amount
2023/5/21,2023/5/21,341,88898.54,88898.54,0,11924.8,283,20,7.61,12.12,3717,164,"扬州,扬州市,江苏省,中国",多云,小雨,28,16,3~4级,东风,<3级,东北风,星期日,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",42,12.32%,2894.34,20433.08,7.42,"[5.49, 7.26, 7.42]",66,19.35%,1748.42,12971.64,7.42,"[5.49, 7.26, 7.42]",160,46.92%,4159.24,30856.42,,,0,,,7.89,"[5.84, 7.89]",73,21.41%,3122.8,24637.4,,,0,,
2023/5/22,2023/5/22,305,89709.45,89709.45,0,12073.02,236,24,7.36,14.12,3208,170,"扬州,扬州市,江苏省,中国",多云,晴,22,12,3~4级,东北风,<3级,东北风,星期一,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",42,13.77%,3566.41,25178.3,7.42,"[5.49, 7.26, 7.42]",79,25.90%,2324.61,17246.12,7.42,"[5.49, 7.26, 7.42]",109,35.74%,3161.29,23453.56,,,0,,,7.89,"[5.84, 7.89]",75,24.59%,3020.71,23831.47,,,0,,
2023/5/23,2023/5/23,317,217629.71,217629.71,0,30258.25,269,19,7.95,11.11,3385,172,"扬州,扬州市,江苏省,中国",晴,小雨,28,18,3~4级,南风,<3级,东南风,星期二,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",78,24.61%,23197.94,163775.7,7.42,"[5.49, 7.26, 7.42]",59,18.61%,1427.76,10592.39,7.42,"[5.49, 7.26, 7.42]",98,30.91%,2500.87,18553.91,,,0,,,7.89,"[5.84, 7.89]",82,25.87%,3131.68,24707.71,,,0,,
2023/5/24,2023/5/24,287,207154,207154,0,28754.83,235,13,7.16,6.7,3279,195,"扬州,扬州市,江苏省,中国",小雨,晴,21,14,3~4级,东南风,<3级,东南风,星期三,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",48,16.72%,21303.48,150401.63,7.42,"[5.49, 7.26, 7.42]",62,21.60%,1700.23,12613.96,7.42,"[5.49, 7.26, 7.42]",102,35.54%,2623.46,19463.04,,,0,,,7.89,"[5.84, 7.89]",75,26.13%,3127.66,24675.37,,,0,,
2023/5/25,2023/5/25,303,87959.1,87959.1,0,11814.95,257,13,8.03,7.56,3200,172,"扬州,扬州市,江苏省,中国",多云,阴,27,20,<3级,西南风,<3级,东南风,星期四,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",47,15.51%,3554.43,25093.31,7.42,"[5.49, 7.26, 7.42]",56,18.48%,1499.89,11127.74,7.42,"[5.49, 7.26, 7.42]",117,38.61%,3400.29,25226.9,,,0,,,7.89,"[5.84, 7.89]",83,27.39%,3360.34,26511.15,,,0,,
2023/5/26,2023/5/26,308,87471.76,87471.76,0,11778.64,253,15,7.45,10.14,3397,149,"扬州,扬州市,江苏省,中国",阴,中雨,30,23,3~4级,南风,<3级,南风,星期五,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",44,14.29%,3614.52,25517.61,7.42,"[5.49, 7.26, 7.42]",76,24.68%,2133.13,15825.6,7.42,"[5.49, 7.26, 7.42]",115,37.34%,3086.33,22896.89,,,0,,,7.89,"[5.84, 7.89]",73,23.70%,2944.66,23231.66,,,0,,
2023/5/27,2023/5/27,329,91596.19,91596.19,0,12224,223,7,6.79,4.35,3285,160,"扬州,扬州市,江苏省,中国",小雨,中雨,30,24,3~4级,南风,<3级,东南风,星期六,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",34,10.33%,2773.8,19582.3,7.42,"[5.49, 7.26, 7.42]",70,21.28%,1957.28,14521.14,7.42,"[5.49, 7.26, 7.42]",139,42.25%,4062.66,30140.77,,,0,,,7.89,"[5.84, 7.89]",86,26.14%,3430.26,27351.98,,,0,,
2023/5/28,2023/5/28,299,79216.45,79216.45,0,10543.38,191,6,5.6,4.14,3408,145,"扬州,扬州市,江苏省,中国",多云,小雨,36,22,3~4级,北风,<3级,西北风,星期日,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",25,8.36%,1649.91,11648.03,7.42,"[5.49, 7.26, 7.42]",79,26.42%,2302.65,17083.32,7.42,"[5.49, 7.26, 7.42]",110,36.79%,3215.38,23854.78,,,0,,,7.89,"[5.84, 7.89]",85,28.43%,3375.44,26630.32,,,0,,
2023/5/29,2023/5/29,306,89235.48,89235.48,0,12026.96,203,9,6.19,5.39,3281,168,"扬州,扬州市,江苏省,中国",多云,阴,28,21,3~4级,东北风,<3级,东北风,星期一,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",50,16.34%,3818.56,26957.85,7.42,"[5.49, 7.26, 7.42]",73,23.86%,1925.68,14286.71,7.42,"[5.49, 7.26, 7.42]",110,35.95%,3351.74,24867.02,,,0,,,7.89,"[5.84, 7.89]",73,23.86%,2930.98,23123.9,,,0,,
2023/5/30,2023/5/30,375,104688.94,104688.94,0,14151.16,223,12,7.05,7.89,3161,152,"扬州,扬州市,江苏省,中国",雾,阴,22,19,<3级,东北风,<3级,东北风,星期二,,,,0,,,,,0,,,7.06,"[5.07, 7.01, 7.06]",64,17.07%,4529.11,31974.58,7.42,"[5.49, 7.26, 7.42]",95,25.33%,2628.51,19500.83,7.42,"[5.49, 7.26, 7.42]",142,37.87%,4168.84,30928.49,,,0,,,7.89,"[5.84, 7.89]",74,19.73%,2824.7,22285.04,,,0,,
2023/5/31,2023/5/31,304,97693.47,97693.47,0,13024.44,203,15,6.29,8.52,3229,176,"扬州,扬州市,江苏省,中国",多云,多云,27,20,<3级,东北风,<3级,东风,星期三,,,,0,,,,,0,,,7.14,"[5.07, 7.05, 7.14]",55,18.09%,4630.21,33058.54,7.5,"[5.49, 7.24, 7.50]",63,20.72%,1843.82,13827.66,7.5,"[5.49, 7.24, 7.50]",108,35.53%,3043.79,22826.59,,,0,,,7.98,"[5.84, 7.72, 7.98]",78,25.66%,3506.62,27980.68,,,0,,
2023/6/1,2023/6/1,257,71173.55,71173.55,18.51,9436.27,201,8,5.8,4.47,3462,179,"扬州,扬州市,江苏省,中国",多云,晴,29,19,<3级,东北风,<3级,西北风,星期四,,,,0,,,,,0,,,7.14,"[5.07, 7.05, 7.14]",37,14.40%,2490.86,17783.83,7.5,"[5.49, 7.24, 7.50]",34,13.23%,1100.26,8251.41,7.5,"[5.49, 7.24, 7.50]",121,47.08%,3128.51,23461.55,,,0,,,7.98,"[5.84, 7.72, 7.98]",65,25.29%,2716.64,21676.76,,,0,,
2023/6/2,2023/6/2,336,217295.95,217295.95,0,29828.53,235,9,6.72,5.2,3497,174,"扬州,扬州市,江苏省,中国",雾,多云,35,20,<3级,北风,<3级,东北风,星期五,,,,0,,,,,0,,,7.14,"[5.07, 7.05, 7.14]",65,19.35%,21241.67,151664.24,7.5,"[5.49, 7.24, 7.50]",72,21.43%,2104.69,15784.21,7.5,"[5.49, 7.24, 7.50]",113,33.63%,3050.7,22878.14,,,0,,,7.98,"[5.84, 7.72, 7.98]",86,25.60%,3431.47,26969.36,,,0,,
2023/6/3,2023/6/3,318,155972.92,155972.92,0,21183.61,198,8,6.15,4.21,3221,189,"扬州,扬州市,江苏省,中国",阴,小雨,29,20,<3级,东风,<3级,东北风,星期六,,,,0,,,,,0,,,7.14,"[5.07, 7.05, 7.14]",45,14.15%,12848.2,91735.44,7.5,"[5.49, 7.24, 7.50]",67,21.07%,1716.22,12870.25,7.5,"[5.49, 7.24, 7.50]",119,37.42%,3018.36,22635.34,,,0,,,7.98,"[5.84, 7.72, 7.98]",87,27.36%,3600.83,28731.89,,,0,,
2023/6/4,2023/6/4,276,169813.64,169813.64,0,23180.35,200,4,6.16,2.74,3248,147,"扬州,扬州市,江苏省,中国",阴,大雨,24,18,3~4级,东北风,<3级,东风,星期日,,,,0,,,,,0,,,7.14,"[5.07, 7.05, 7.14]",22,7.97%,15391.18,109892.54,7.5,"[5.49, 7.24, 7.50]",74,26.81%,1918.95,14390.49,7.5,"[5.49, 7.24, 7.50]",99,35.87%,2726.9,20449.71,,,0,,,7.98,"[5.84, 7.72, 7.98]",81,29.35%,3143.32,25080.9,,,0,,
2023/6/5,2023/6/5,272,166309.75,166309.75,0,22741.1,198,11,6.11,7.75,3239,143,"扬州,扬州市,江苏省,中国",小雨,小雨,22,17,<3级,北风,<3级,西北风,星期一,,,,0,,,,,0,,,7.14,"[5.07, 7.05, 7.14]",39,14.34%,15319.09,109377.5,7.5,"[5.49, 7.24, 7.50]",64,23.53%,1966.95,14751.02,7.5,"[5.49, 7.24, 7.50]",98,36.03%,2803.63,21025.49,,,0,,,7.98,"[5.84, 7.72, 7.98]",71,26.10%,2651.43,21155.74,,,0,,
2023/6/6,2023/6/6,314,206889.42,206889.42,0,28319.34,198,7,5.84,3.66,3389,191,"扬州,扬州市,江苏省,中国",多云,多云,28,18,<3级,西南风,<3级,南风,星期二,,,,0,,,,,0,,,7.14,"[5.07, 7.05, 7.14]",44,14.01%,19548.37,139574.57,7.5,"[5.49, 7.24, 7.50]",89,28.34%,2607.69,19555.98,7.5,"[5.49, 7.24, 7.50]",106,33.76%,2957.21,22177,,,0,,,7.98,"[5.84, 7.72, 7.98]",75,23.89%,3206.07,25581.87,,,0,,
2023/6/7,2023/6/7,317,190687.48,190687.48,0,26073.67,200,12,6.16,6.59,3248,181,"扬州,扬州市,江苏省,中国",多云,多云,30,20,<3级,南风,<3级,西南风,星期三,,,,0,,,,,0,,,7.14,"[5.07, 7.05, 7.14]",52,16.40%,17627.61,125860.25,7.5,"[5.49, 7.24, 7.50]",90,28.39%,2519.3,18892.91,7.5,"[5.49, 7.24, 7.50]",98,30.91%,2827.48,21204.35,,,0,,,7.98,"[5.84, 7.72, 7.98]",77,24.29%,3099.28,24729.97,,,0,,
2023/6/8,2023/6/8,317,97990.03,97990.03,0,13059.94,180,9,7.33,6.25,2455,145,"扬州,扬州市,江苏省,中国",晴,晴,31,20,<3级,西南风,<3级,西风,星期四,,,,0,,,,,0,,,7.14,"[5.07, 7.05, 7.14]",48,15.14%,4304.21,30731.11,7.5,"[5.49, 7.24, 7.50]",70,22.08%,2166.8,16249.81,7.5,"[5.49, 7.24, 7.50]",117,36.91%,3263.47,24474.03,,,0,,,7.98,"[5.84, 7.72, 7.98]",82,25.87%,3325.46,26535.08,,,0,,
2023/6/9,2023/6/9,308,297783.92,297783.92,0,41014.68,196,9,5.62,5.39,3489,168,"扬州,扬州市,江苏省,中国",多云,晴,36,23,<3级,西南风,<3级,西南风,星期五,,,,0,,,,,0,,,7.14,"[5.07, 7.05, 7.14]",47,15.26%,32399.6,231332.46,7.5,"[5.49, 7.24, 7.50]",65,21.10%,1726.69,12949,7.5,"[5.49, 7.24, 7.50]",105,34.09%,3046.06,22843.38,,,0,,,7.98,"[5.84, 7.72, 7.98]",91,29.55%,3842.33,30659.08,,,0,,
2023/6/10,2023/6/10,315,130080.1,130080.1,0,17590.23,228,5,7.17,3.55,3179,141,"扬州,扬州市,江苏省,中国",中雨,多云,36,23,3~4级,西风,<3级,东北风,星期六,,,,0,,,,,0,,,7.14,"[5.07, 7.05, 7.14]",44,13.97%,9308.72,66463.29,7.5,"[5.49, 7.24, 7.50]",76,24.13%,2006.07,15043.97,7.5,"[5.49, 7.24, 7.50]",115,36.51%,3125.81,23441.18,,,0,,,7.98,"[5.84, 7.72, 7.98]",80,25.40%,3149.63,25131.66,,,0,,
2023/6/11,2023/6/11,325,80174.54,80174.54,0,10612.78,240,8,7.23,6.3,3318,127,"扬州,扬州市,江苏省,中国",多云,阴,33,20,<3级,东风,<3级,东风,星期日,,,,0,,,,,0,,,7.14,"[5.07, 7.05, 7.14]",41,12.62%,2396.72,17111.56,7.5,"[5.49, 7.24, 7.50]",76,23.38%,1958.7,14688.92,7.5,"[5.49, 7.24, 7.50]",126,38.77%,3237.04,24274.82,,,0,,,7.98,"[5.84, 7.72, 7.98]",82,25.23%,3020.32,24099.24,,,0,,
2023/6/12,2023/6/12,329,211272.71,211272.71,0,28896.87,229,9,6.72,6,3410,151,"扬州,扬州市,江苏省,中国",阴,阴,31,21,<3级,东风,<3级,东风,星期一,,,,0,,,,,0,,,7.14,"[5.07, 7.05, 7.14]",51,15.50%,19732.93,140892.16,7.5,"[5.49, 7.24, 7.50]",77,23.40%,2387.02,17901.34,7.5,"[5.49, 7.24, 7.50]",114,34.65%,3324.5,24931.74,,,0,,,7.98,"[5.84, 7.72, 7.98]",87,26.44%,3452.42,27547.47,,,0,,
2023/6/13,2023/6/13,302,89426.58,89426.58,0,11927.7,240,11,7.17,6.15,3345,179,"扬州,扬州市,江苏省,中国",多云,晴,30,21,<3级,东北风,<3级,东南风,星期二,,,,0,,,,,0,,,7.14,"[5.07, 7.05, 7.14]",54,17.88%,3964.83,28307.84,7.5,"[5.49, 7.24, 7.50]",73,24.17%,2302.53,17267.68,7.5,"[5.49, 7.24, 7.50]",96,31.79%,2737.79,20531.65,,,0,,,7.98,"[5.84, 7.72, 7.98]",79,26.16%,2922.55,23319.41,,,0,,
2023/6/14,2023/6/14,306,363724.72,363724.72,0,50662.77,288,10,8.52,6.06,3381,164,"扬州,扬州市,江苏省,中国",晴,晴,34,21,3~4级,东北风,<3级,西南风,星期三,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",69,22.55%,43242,307017.56,7.46,"[5.49, 7.20, 7.46]",80,26.14%,2284.72,17042.32,7.46,"[5.49, 7.20, 7.46]",88,28.76%,2254.29,16814.81,,,0,,,7.93,"[5.84, 7.67, 7.93]",69,22.55%,2881.76,22850.03,,,0,,
2023/6/15,2023/6/15,336,123579.46,123579.46,0,16677.57,285,23,8.28,11.86,3443,195,"扬州,扬州市,江苏省,中国",晴,多云,35,24,<3级,南风,<3级,东南风,星期四,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",69,20.54%,7706.06,54711.8,7.46,"[5.49, 7.20, 7.46]",78,23.21%,2173.93,16215.99,7.46,"[5.49, 7.20, 7.46]",87,25.89%,2653.63,19794.33,,,0,,,7.93,"[5.84, 7.67, 7.93]",102,30.36%,4143.95,32857.34,,,0,,
2023/6/16,2023/6/16,335,97783.45,97783.45,0,13087.87,257,24,7.26,13.64,3540,176,"扬州,扬州市,江苏省,中国",多云,阴,33,24,<3级,南风,<3级,东风,星期五,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",51,15.22%,3965.96,28157.5,7.46,"[5.49, 7.20, 7.46]",88,26.27%,2556.64,19070.65,7.46,"[5.49, 7.20, 7.46]",113,33.73%,3194.59,23829.19,,,0,,,7.93,"[5.84, 7.67, 7.93]",83,24.78%,3370.68,26726.11,,,0,,
2023/6/17,2023/6/17,281,136408.64,136408.64,0,18656.24,224,7,7.18,4.86,3121,145,"扬州,扬州市,江苏省,中国",中雨,暴雨,28,21,<3级,东南风,<3级,东风,星期六,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",34,12.10%,11244.6,79836,7.46,"[5.49, 7.20, 7.46]",72,25.62%,2162.29,16129.35,7.46,"[5.49, 7.20, 7.46]",96,34.16%,2506.73,18698.01,,,0,,,7.93,"[5.84, 7.67, 7.93]",79,28.11%,2742.62,21745.28,,,0,,
2023/6/18,2023/6/18,269,69242.47,69242.47,0,9190.14,227,10,7.31,10.1,3103,98,"扬州,扬州市,江苏省,中国",小雨,中雨,24,23,<3级,东南风,<3级,东风,星期日,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",20,7.43%,1325.67,9411.84,7.46,"[5.49, 7.20, 7.46]",94,34.94%,2793.72,20839.5,7.46,"[5.49, 7.20, 7.46]",87,32.34%,2585.17,19283.73,,,0,,,7.93,"[5.84, 7.67, 7.93]",68,25.28%,2485.58,19707.4,,,0,,
2023/6/19,2023/6/19,310,81720.83,81720.83,0,10853.51,259,16,7.82,13.56,3314,118,"扬州,扬州市,江苏省,中国",大雨,多云,28,24,<3级,南风,<3级,西风,星期一,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",31,10.00%,2005.7,14239.97,7.46,"[5.49, 7.20, 7.46]",92,29.68%,2549.76,19019.59,7.46,"[5.49, 7.20, 7.46]",107,34.52%,3142.16,23438.39,,,0,,,7.93,"[5.84, 7.67, 7.93]",80,25.81%,3155.89,25022.88,,,0,,
2023/6/20,2023/6/20,377,334420.8,334420.8,0,46364.43,266,19,7.43,11.31,3578,168,"扬州,扬州市,江苏省,中国",多云,多云,30,22,<3级,西北风,<3级,西南风,星期二,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",84,22.28%,36815.94,261391.58,7.46,"[5.49, 7.20, 7.46]",83,22.02%,2356.25,17576.25,7.46,"[5.49, 7.20, 7.46]",120,31.83%,3353.12,25011.99,,,0,,,7.93,"[5.84, 7.67, 7.93]",90,23.87%,3839.12,30440.98,,,0,,
2023/6/21,2023/6/21,416,114336.03,114336.03,0,15251.62,351,20,8.14,11.11,4310,179,"扬州,扬州市,江苏省,中国",多云,多云,33,23,<3级,东北风,<3级,北风,星期三,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",54,12.98%,3829.39,27187.81,7.46,"[5.49, 7.30, 7.46]",105,25.24%,3004.01,22407.86,7.46,"[5.49, 7.30, 7.46]",149,35.82%,4273.71,31878.5,,,0,,,7.93,"[5.84, 7.93]",108,25.96%,4144.51,32861.86,,,0,,
2023/6/22,2023/6/22,344,150750.62,150750.62,0,20544.73,316,10,7.71,10,4099,100,"扬州,扬州市,江苏省,中国",阴,阴,32,22,<3级,西风,<3级,西南风,星期四,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",25,7.27%,10978.95,77950.12,7.46,"[5.49, 7.30, 7.46]",112,32.56%,3120.97,23280.28,7.46,"[5.49, 7.30, 7.46]",126,36.63%,3364.43,25096.15,,,0,,,7.93,"[5.84, 7.93]",81,23.55%,3080.38,24424.07,,,0,,
2023/6/23,2023/6/23,306,220113.02,220113.02,0,30417.7,255,7,7.29,5.88,3499,120,"扬州,扬州市,江苏省,中国",阴,阴,30,21,3~4级,南风,<3级,东风,星期五,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",45,14.71%,22523.11,159913.5,7.46,"[5.49, 7.30, 7.46]",86,28.10%,2491.53,18585.16,7.46,"[5.49, 7.30, 7.46]",99,32.35%,2609.51,19464.84,,,0,,,7.93,"[5.84, 7.93]",76,24.84%,2793.55,22149.52,,,0,,
2023/6/24,2023/6/24,268,78135.49,78135.49,0,10472.49,224,5,6.67,4.55,3358,110,"扬州,扬州市,江苏省,中国",小雨,中雨,24,22,3~4级,东风,<3级,南风,星期六,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",38,14.18%,3166.73,22482.95,7.46,"[5.49, 7.30, 7.46]",77,28.73%,2363.4,17629.49,7.46,"[5.49, 7.30, 7.46]",90,33.58%,2478.88,18490.45,,,0,,,7.93,"[5.84, 7.93]",63,23.51%,2463.48,19532.6,,,0,,
2023/6/25,2023/6/25,278,81809.49,81809.49,0,10917.07,210,8,6.49,6.5,3239,124,"扬州,扬州市,江苏省,中国",中雨,阴,26,24,<3级,西风,<3级,西南风,星期日,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",31,11.15%,2742.3,19469.76,7.46,"[5.49, 7.30, 7.46]",77,27.70%,2364.7,17639.39,7.46,"[5.49, 7.30, 7.46]",95,34.17%,2912.06,21722.05,,,0,,,7.93,"[5.84, 7.93]",75,26.98%,2898.01,22978.29,,,0,,
2023/6/26,2023/6/26,309,112129.29,112129.29,0,15167.39,248,14,7.13,7.91,3476,178,"扬州,扬州市,江苏省,中国",多云,晴,30,22,3~4级,西风,<3级,南风,星期一,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",49,15.86%,6954.03,49372.65,7.46,"[5.49, 7.30, 7.46]",98,31.72%,2806.01,20930.52,7.46,"[5.49, 7.30, 7.46]",80,25.89%,2232.7,16654.33,,,0,,,7.93,"[5.84, 7.93]",82,26.54%,3174.65,25171.79,,,0,,
2023/6/27,2023/6/27,341,102290.02,102290.02,0,13705.82,252,13,7.09,7.51,3555,174,"扬州,扬州市,江苏省,中国",晴,多云,33,25,3~4级,西南风,<3级,南风,星期二,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",54,15.84%,4567.66,32429.6,7.46,"[5.49, 7.30, 7.46]",102,29.91%,2779.42,20732.68,7.46,"[5.49, 7.30, 7.46]",98,28.74%,2748.52,20502.09,,,0,,,7.93,"[5.84, 7.93]",87,25.51%,3610.22,28625.65,,,0,,
2023/6/28,2023/6/28,401,267049.7,267049.7,0,36870.79,285,16,7.61,8.51,3744,187,"扬州,扬州市,江苏省,中国",阴,阴,34,26,3~4级,西南风,<3级,西南风,星期三,,,,0,,,,,0,,,7.1,"[5.07, 7.01, 7.10]",65,16.21%,26374.42,187257.29,7.46,"[5.49, 7.30, 7.46]",112,27.93%,3328.04,24825.1,7.46,"[5.49, 7.30, 7.46]",137,34.16%,3980.76,29693.59,,,0,,,7.93,"[5.84, 7.93]",87,21.70%,3187.57,25273.72,,,0,,
2023/6/29,2023/6/29,316,201346.31,201346.31,0,27452.52,237,11,6.84,7.64,3462,145,"扬州,扬州市,江苏省,中国",多云,暴雨,33,25,3~4级,西南风,<3级,西风,星期四,,,,0,,,,,0,,,7.16,"[5.07, 7.07, 7.16]",49,15.51%,18671.95,133690.21,7.51,"[5.49, 7.35, 7.51]",80,25.32%,2321.48,17431.54,7.51,"[5.49, 7.35, 7.51]",99,31.33%,2871.12,21559.27,,,0,,,7.99,"[5.84, 7.83, 7.99]",88,27.85%,3587.97,28665.29,,,0,,
2023/6/30,2023/6/30,283,77109.79,77109.79,0,10187.15,240,14,6.64,9.21,3617,152,"扬州,扬州市,江苏省,中国",阵雨,多云,30,24,<3级,西风,<3级,西南风,星期五,,,,0,,,,,0,,,7.16,"[5.07, 7.07, 7.16]",27,9.54%,2084.14,14921.9,7.51,"[5.49, 7.35, 7.51]",74,26.15%,2267.7,17027.89,7.51,"[5.49, 7.35, 7.51]",110,38.87%,3037.76,22809.87,,,0,,,7.99,"[5.84, 7.83, 7.99]",72,25.44%,2797.55,22350.13,,,0,,
2023/7/1,2023/7/1,330,85787.73,85787.73,0,11337.91,279,13,7.72,8.84,3615,147,"扬州,扬州市,江苏省,中国",多云,中雨,33,27,<3级,东风,<3级,东南风,星期六,,,,0,,,,,0,,,7.16,"[5.07, 7.07, 7.16]",45,13.64%,2568.54,18389.85,7.51,"[5.49, 7.35, 7.51]",78,23.64%,2306.42,17318.35,7.51,"[5.49, 7.35, 7.51]",119,36.06%,3234.51,24286.83,,,0,,,7.99,"[5.84, 7.83, 7.99]",88,26.67%,3228.44,25792.7,,,0,,
2023/7/2,2023/7/2,296,83160.76,83160.76,0,11032.15,238,14,7.23,10.85,3291,129,"扬州,扬州市,江苏省,中国",中雨,阴,31,27,3~4级,西风,<3级,南风,星期日,,,,0,,,,,0,,,7.16,"[5.07, 7.07, 7.16]",29,9.80%,2731.01,19553.32,7.51,"[5.49, 7.35, 7.51]",78,26.35%,2207.2,16573.68,7.51,"[5.49, 7.35, 7.51]",118,39.86%,3437.76,25813.23,,,0,,,7.99,"[5.84, 7.83, 7.99]",71,23.99%,2656.18,21220.53,,,0,,
2023/7/3,2023/7/3,326,308277.57,308277.57,0,42408.29,246,15,7,10.14,3513,149,"扬州,扬州市,江苏省,中国",雾,阴,33,28,<3级,西风,<3级,西南风,星期一,,,,0,,,,,0,,,7.16,"[5.07, 7.07, 7.16]",52,15.95%,33805.07,242043.33,7.51,"[5.49, 7.35, 7.51]",85,26.07%,2230.93,16751.61,7.51,"[5.49, 7.35, 7.51]",111,34.05%,2971.38,22311.18,,,0,,,7.99,"[5.84, 7.83, 7.99]",78,23.93%,3400.91,27171.45,,,0,,
2023/7/4,2023/7/4,326,162130.4,162130.4,0,22006.79,261,13,7.44,9.09,3507,143,"扬州,扬州市,江苏省,中国",小雨,多云,34,24,3~4级,西风,<3级,西风,星期二,,,,0,,,,,0,,,7.16,"[5.07, 7.07, 7.16]",54,16.56%,13310.65,95303.38,7.51,"[5.49, 7.35, 7.51]",65,19.94%,1903,14289.48,7.51,"[5.49, 7.35, 7.51]",127,38.96%,3610.75,27112.52,,,0,,,7.99,"[5.84, 7.83, 7.99]",80,24.54%,3182.39,25425.02,,,0,,
2023/7/5,2023/7/5,354,282468.82,282468.82,0,38752.75,277,15,7.52,8.47,3684,178,"扬州,扬州市,江苏省,中国",晴,多云,35,25,<3级,西南风,<3级,西南风,星期三,,,,0,,,,,0,,,7.16,"[5.07, 7.07, 7.16]",59,16.67%,29505.7,211259.97,7.51,"[5.49, 7.35, 7.51]",78,22.03%,2327.15,17474.17,7.51,"[5.49, 7.35, 7.51]",117,33.05%,3226.17,24224.98,,,0,,,7.99,"[5.84, 7.83, 7.99]",100,28.25%,3693.73,29509.7,,,0,,
2023/7/6,2023/7/6,327,223476.22,223476.22,0,30521.34,269,19,7.58,12.34,3547,154,"扬州,扬州市,江苏省,中国",暴雨,大雨,33,27,3~4级,东北风,<3级,西南风,星期四,,,,0,,,,,0,,,7.16,"[5.07, 7.07, 7.16]",47,14.37%,21141.71,151373.78,7.51,"[5.49, 7.35, 7.51]",82,25.08%,2628.17,19735.04,7.51,"[5.49, 7.35, 7.51]",114,34.86%,3271.58,24565.32,,,0,,,7.99,"[5.84, 7.83, 7.99]",84,25.69%,3479.88,27802.08,,,0,,
2023/7/7,2023/7/7,313,257005.78,257005.78,0,35228.08,254,18,7.58,12.68,3350,143,"扬州,扬州市,江苏省,中国",大雨,中雨,30,26,3~4级,南风,<3级,西南风,星期五,,,,0,,,,,0,,,7.16,"[5.07, 7.07, 7.16]",46,14.70%,25999.62,186156.4,7.51,"[5.49, 7.35, 7.51]",90,28.75%,2964.38,22260.11,7.51,"[5.49, 7.35, 7.51]",101,32.27%,3031.48,22762.94,,,0,,,7.99,"[5.84, 7.83, 7.99]",76,24.28%,3232.6,25826.33,,,0,,
2023/7/8,2023/7/8,320,275930.31,275930.31,0,37866.54,251,20,7.43,13.99,3379,143,"扬州,扬州市,江苏省,中国",小雨,阴,33,27,3~4级,西风,<3级,西南风,星期六,,,,0,,,,,0,,,7.16,"[5.07, 7.07, 7.16]",53,16.56%,29346.43,210119.47,7.51,"[5.49, 7.35, 7.51]",83,25.94%,2295.24,17234.2,7.51,"[5.49, 7.35, 7.51]",91,28.44%,2406.33,18068.75,,,0,,,7.99,"[5.84, 7.83, 7.99]",93,29.06%,3818.54,30507.89,,,0,,
