date,date_day,order_cnt,amount,pay_amount,discountAmount,refuelLiters,进站加油车量（汽油）,进站加油车量（柴油）,进站率（汽油）,进站率（柴油）,站前车流量（汽油）,站前车流量（柴油）,path,text_day,text_night,high,low,wc_day,wd_day,wc_night,wd_night,week,holidays,60000361_price,60000361_price_other,60000361_order_cnt,60000361_refuelLiters,60000361_amount,60033428_price,60033428_price_other,60033428_order_cnt,60033428_refuelLiters,60033428_amount,60000359_price,60000359_price_other,60000359_order_cnt,359占比,60000359_refuelLiters,60000359_amount,60000304_price,60000304_price_other,60000304_order_cnt,304占比,60000304_refuelLiters,60000304_amount,60000305_price,60000305_price_other,60000305_order_cnt,305占比,60000305_refuelLiters,60000305_amount,60000312_price,60000312_price_other,60000312_order_cnt,60000312_refuelLiters,60000312_amount,60000313_price,60000313_price_other,60000313_order_cnt,313占比,60000313_refuelLiters,60000313_amount,60000317_price,60000317_price_other,60000317_order_cnt,60000317_refuelLiters,60000317_amount
2023/2/10,2023/2/10,344,96548.26,96548.26,0,12390.79,206,13,6.37,8.67,3237,151,"扬州,扬州市,江苏省,中国",阴,小雨,8,4,<3级,东风,3~4级,东风,星期五,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",49,14.24%,3295.16,24415.82,7.76,"[5.49, 7.56, 7.76]",82,23.84%,2315.91,17969.23,7.76,"[5.49, 7.56, 7.76]",132,38.37%,3597.07,27908.89,,,0,,,8.25,"[5.84, 8.25]",81,23.55%,3182.65,26254.32,,,0,,
2023/2/11,2023/2/11,274,78763.32,78763.32,0,10061.05,175,8,5.7,5.56,3071,145,"扬州,扬州市,江苏省,中国",小雨,小雨,8,7,<3级,东风,<3级,东风,星期六,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",28,10.22%,2089.33,15481.26,7.76,"[5.49, 7.56, 7.76]",63,22.99%,1891.01,14672.4,7.76,"[5.49, 7.56, 7.76]",109,39.78%,3162.74,24539.24,,,0,,,8.25,"[5.84, 8.25]",74,27.01%,2917.97,24070.42,,,0,,
2023/2/12,2023/2/12,261,65623.41,65623.41,0,8356.36,188,10,6.49,8.33,2897,120,"扬州,扬州市,江苏省,中国",小雨,中雨,10,3,<3级,北风,<3级,北风,星期日,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",17,6.51%,1079.37,7997.67,7.76,"[5.49, 7.56, 7.76]",47,18.01%,1297,10063.08,7.76,"[5.49, 7.56, 7.76]",132,50.57%,3604.55,27967.57,,,0,,,8.25,"[5.84, 8.25]",65,24.90%,2375.44,19595.09,,,0,,
2023/2/13,2023/2/13,341,108221.09,108221.09,0,13871.32,203,12,6.75,9.09,3007,131,"扬州,扬州市,江苏省,中国",多云,多云,4,0,3~4级,东北风,<3级,北风,星期一,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",42,12.32%,3901.13,28906.49,7.76,"[5.49, 7.56, 7.76]",94,27.57%,2969.97,23044.06,7.76,"[5.49, 7.56, 7.76]",110,32.26%,3009.01,23346.37,,,0,,,8.25,"[5.84, 8.25]",95,27.86%,3991.21,32924.17,,,0,,
2023/2/14,2023/2/14,385,256747.31,256747.31,0,33895.51,282,19,8.77,11.11,3213,172,"扬州,扬州市,江苏省,中国",多云,多云,6,-1,3~4级,北风,<3级,西北风,星期二,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",57,14.81%,23365.75,173138.51,7.76,"[5.49, 7.56, 7.76]",105,27.27%,3104.48,24087.85,7.76,"[5.49, 7.56, 7.76]",126,32.73%,3532.28,27406.88,,,0,,,8.25,"[5.84, 8.25]",97,25.19%,3893,32114.07,,,0,,
2023/2/15,2023/2/15,368,106362.88,106362.88,0,13633.34,222,20,7.04,10.58,3154,189,"扬州,扬州市,江苏省,中国",多云,多云,7,-2,3~4级,东北风,<3级,东风,星期三,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",54,14.67%,3658.63,27108.78,7.76,"[5.49, 7.56, 7.76]",94,25.54%,2572.91,19963.03,7.76,"[5.49, 7.56, 7.76]",130,35.33%,3606.48,27982.75,,,0,,,8.25,"[5.84, 8.25]",90,24.46%,3795.32,31308.32,,,0,,
2023/2/16,2023/2/16,303,185049.43,185049.43,0,24402.46,180,13,5.89,7.6,3053,172,"扬州,扬州市,江苏省,中国",多云,小雨,10,5,<3级,东南风,<3级,东南风,星期四,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",55,18.15%,16593.16,122954.03,7.76,"[5.49, 7.56, 7.76]",68,22.44%,2068.61,16050.84,7.76,"[5.49, 7.56, 7.76]",102,33.66%,2675.69,20760.78,,,0,,,8.25,"[5.84, 8.25]",78,25.74%,3065,25283.78,,,0,,
2023/2/17,2023/2/17,354,104544.3,104544.3,0,13405.43,204,14,6.43,7.95,3173,176,"扬州,扬州市,江苏省,中国",多云,多云,11,9,<3级,南风,<3级,东南风,星期五,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",46,12.99%,3712.26,27506.51,7.76,"[5.49, 7.56, 7.76]",72,20.34%,2160.3,16761.75,7.76,"[5.49, 7.56, 7.76]",140,39.55%,3801.28,29493.62,,,0,,,8.25,"[5.84, 8.25]",96,27.12%,3731.59,30782.42,,,0,,
2023/2/18,2023/2/18,348,284977.22,284977.22,0,37802.09,208,8,6.37,5.16,3266,154,"扬州,扬州市,江苏省,中国",多云,多云,13,3,<3级,北风,<3级,北风,星期六,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",50,14.37%,28435.36,210705.15,7.76,"[5.49, 7.56, 7.76]",81,23.28%,2181.34,16924.72,7.76,"[5.49, 7.56, 7.76]",140,40.23%,4157.94,32261.24,,,0,,,8.25,"[5.84, 8.25]",77,22.13%,3027.45,25086.11,,,0,,
2023/2/19,2023/2/19,335,88340.73,88340.73,0,11201.03,245,15,7.01,10.79,3493,139,"扬州,扬州市,江苏省,中国",多云,多云,9,-1,3~4级,东北风,<3级,东风,星期日,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",27,8.06%,1223.14,9062.54,7.76,"[5.49, 7.56, 7.76]",97,28.96%,2768.08,21477.37,7.76,"[5.49, 7.56, 7.76]",116,34.63%,3414.75,26494.86,,,0,,,8.25,"[5.84, 8.25]",95,28.36%,3795.06,31305.96,,,0,,
2023/2/20,2023/2/20,374,415072.56,415072.56,0,55303.51,191,13,5.95,6.88,3212,189,"扬州,扬州市,江苏省,中国",多云,多云,12,0,<3级,东风,<3级,东北风,星期一,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",71,18.98%,45550.48,337527.66,7.76,"[5.49, 7.56, 7.76]",82,21.93%,2327.49,18058.99,7.76,"[5.49, 7.56, 7.76]",128,34.22%,3608.7,27999.97,,,0,,,8.25,"[5.84, 8.25]",93,24.87%,3816.84,31485.94,,,0,,
2023/2/21,2023/2/21,377,103134.96,103134.96,0,13191.22,220,8,6.5,4.4,3383,181,"扬州,扬州市,江苏省,中国",多云,多云,6,0,3~4级,东风,<3级,东北风,星期二,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",48,12.73%,2806.7,20796.5,7.76,"[5.49, 7.56, 7.76]",95,25.20%,2678.68,20783.69,7.76,"[5.49, 7.56, 7.76]",145,38.46%,4105.75,31856.94,,,0,,,8.25,"[5.84, 8.25]",89,23.61%,3600.09,29697.83,,,0,,
2023/2/22,2023/2/22,325,265332.83,265332.83,0,35182.27,176,15,5.81,7.65,3026,197,"扬州,扬州市,江苏省,中国",多云,多云,5,0,<3级,东风,<3级,东北风,星期三,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",64,19.69%,26651.27,197484.44,7.76,"[5.49, 7.56, 7.76]",83,25.54%,2318.78,17991.31,7.76,"[5.49, 7.56, 7.76]",101,31.08%,2833.63,21986.01,,,0,,,8.25,"[5.84, 8.25]",77,23.69%,3378.59,27871.07,,,0,,
2023/2/23,2023/2/23,290,94528.39,94528.39,0,12229.88,154,10,5.18,4.76,2972,210,"扬州,扬州市,江苏省,中国",小雨,小雨,8,2,<3级,南风,<3级,西北风,星期四,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",44,15.17%,4566.38,33835.67,7.76,"[5.49, 7.56, 7.76]",69,23.79%,2032.61,15771.01,7.76,"[5.49, 7.56, 7.76]",112,38.62%,3117.14,24185.44,,,0,,,8.25,"[5.84, 8.25]",65,22.41%,2513.75,20736.27,,,0,,
2023/2/24,2023/2/24,333,93089.9,93089.9,0,11864.83,201,16,6.05,8.7,3325,183,"扬州,扬州市,江苏省,中国",多云,多云,11,2,3~4级,北风,<3级,东北风,星期五,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",37,11.11%,2198.78,16291.8,7.76,"[5.49, 7.56, 7.76]",88,26.43%,2536.01,19677.12,7.76,"[5.49, 7.56, 7.76]",117,35.14%,3460.37,26849.18,,,0,,,8.25,"[5.84, 8.25]",91,27.33%,3669.67,30271.8,,,0,,
2023/2/25,2023/2/25,367,293426.29,293426.29,0,38898.4,228,11,7.04,6.51,3240,170,"扬州,扬州市,江苏省,中国",多云,多云,9,-1,3~4级,东北风,<3级,东风,星期六,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",46,12.53%,29089.58,215552.77,7.76,"[5.49, 7.56, 7.76]",84,22.89%,2415.89,18745.05,7.76,"[5.49, 7.56, 7.76]",145,39.51%,3787.07,29383.45,,,0,,,8.25,"[5.84, 8.25]",92,25.07%,3605.86,29745.02,,,0,,
2023/2/26,2023/2/26,350,134324.16,134324.16,0,17480.47,232,6,6.71,4.62,3455,129,"扬州,扬州市,江苏省,中国",多云,多云,10,-1,<3级,东风,<3级,东南风,星期日,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",53,15.14%,8665.14,64207.08,7.76,"[5.49, 7.56, 7.76]",91,26.00%,2490.74,19325.32,7.76,"[5.49, 7.56, 7.76]",135,38.57%,3582.89,27799.03,,,0,,,8.25,"[5.84, 8.25]",71,20.29%,2741.7,22992.73,,,0,,
2023/2/27,2023/2/27,377,325455.58,325455.58,0,43191.02,235,11,7.23,6.25,3250,176,"扬州,扬州市,江苏省,中国",多云,多云,12,2,3~4级,南风,<3级,东南风,星期一,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",69,18.30%,33310.76,246830.82,7.76,"[5.49, 7.56, 7.76]",79,20.95%,2248.46,17445.8,7.76,"[5.49, 7.56, 7.76]",129,34.22%,3625.57,28130.82,,,0,,,8.25,"[5.84, 8.25]",100,26.53%,4006.23,33048.14,,,0,,
2023/2/28,2023/2/28,330,332836.71,332836.71,0,44354.81,175,12,5.41,6.38,3237,187,"扬州,扬州市,江苏省,中国",多云,多云,17,7,3~4级,西风,3~4级,西北风,星期二,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",63,19.09%,36355.05,269389.61,7.76,"[5.49, 7.56, 7.76]",80,24.24%,2101.42,16304.59,7.76,"[5.49, 7.56, 7.76]",109,33.03%,3086.59,23948.71,,,0,,,8.25,"[5.84, 8.25]",78,23.64%,2811.75,23193.8,,,0,,
2023/3/1,2023/3/1,364,198347.61,198347.61,0,26104.5,196,14,5.95,7.18,3295,195,"扬州,扬州市,江苏省,中国",多云,多云,16,2,3~4级,北风,<3级,东北风,星期三,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",65,17.86%,16876.34,125051.92,7.76,"[5.49, 7.56, 7.76]",92,25.27%,2514.51,19509.9,7.76,"[5.49, 7.56, 7.76]",121,33.24%,3256.31,25265.71,,,0,,,8.25,"[5.84, 8.25]",86,23.63%,3457.34,28520.08,,,0,,
2023/3/2,2023/3/2,336,267659.78,267659.78,0,35485.14,192,9,6.25,5.08,3071,178,"扬州,扬州市,江苏省,中国",晴,多云,13,3,<3级,东风,<3级,东南风,星期四,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",55,16.37%,26675.49,197664.08,7.76,"[5.49, 7.56, 7.76]",80,23.81%,2311.57,17935.52,7.76,"[5.49, 7.56, 7.76]",111,33.04%,3146.79,24415.54,,,0,,,8.25,"[5.84, 8.25]",90,26.79%,3351.29,27644.64,,,0,,
2023/3/3,2023/3/3,345,179670.73,179670.73,0,23598.85,196,6,6.08,3.28,3225,183,"扬州,扬州市,江苏省,中国",多云,多云,16,4,3~4级,南风,<3级,南风,星期五,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",44,12.75%,14429.42,106920.91,7.76,"[5.49, 7.56, 7.76]",74,21.45%,2116.9,16424.74,7.76,"[5.49, 7.56, 7.76]",140,40.58%,3777.03,29305.55,,,0,,,8.25,"[5.84, 8.25]",87,25.22%,3275.5,27019.53,,,0,,
2023/3/4,2023/3/4,368,189297.7,189297.7,0,24848.85,226,14,7.15,8.86,3159,158,"扬州,扬州市,江苏省,中国",多云,多云,21,8,<3级,东南风,<3级,南风,星期六,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",58,15.76%,15368.09,113876.31,7.76,"[5.49, 7.56, 7.76]",88,23.91%,2376.04,18435.5,7.76,"[5.49, 7.56, 7.76]",126,34.24%,3308.59,25670.77,,,0,,,8.25,"[5.84, 8.25]",96,26.09%,3796.13,31315.12,,,0,,
2023/3/5,2023/3/5,320,86820.85,86820.85,0,11091.37,195,11,5.9,7.43,3306,149,"扬州,扬州市,江苏省,中国",小雨,多云,22,9,<3级,南风,<3级,南风,星期日,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",33,10.31%,2284.98,16930.78,7.76,"[5.49, 7.56, 7.76]",72,22.50%,2049.83,15904.26,7.76,"[5.49, 7.56, 7.76]",134,41.88%,3569.97,27699.17,,,0,,,8.25,"[5.84, 8.25]",81,25.31%,3186.59,26286.64,,,0,,
2023/3/6,2023/3/6,364,357875.22,357875.22,0,47649.06,173,7,5.51,3.37,3140,208,"扬州,扬州市,江苏省,中国",晴,晴,25,10,3~4级,西南风,<3级,南风,星期一,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",71,19.51%,38279.38,283648.64,7.76,"[5.49, 7.56, 7.76]",68,18.68%,2011.27,15605.74,7.76,"[5.49, 7.56, 7.76]",147,40.38%,4244.29,32931.93,,,0,,,8.25,"[5.84, 8.25]",78,21.43%,3114.12,25688.91,,,0,,
2023/3/7,2023/3/7,333,198478.55,198478.55,0,26133.36,176,18,5.52,9.05,3186,199,"扬州,扬州市,江苏省,中国",多云,多云,26,12,<3级,南风,<3级,南风,星期二,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",65,19.52%,17381.6,128795.66,7.76,"[5.49, 7.56, 7.76]",70,21.02%,1999.72,15516.03,7.76,"[5.49, 7.56, 7.76]",106,31.83%,3123.82,24237.52,,,0,,,8.25,"[5.84, 8.25]",92,27.63%,3628.22,29929.34,,,0,,
2023/3/8,2023/3/8,305,92231.92,92231.92,0,11858.43,177,9,5.38,4.55,3293,199,"扬州,扬州市,江苏省,中国",多云,多云,27,11,3~4级,西风,<3级,西南风,星期三,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",52,17.05%,3739.6,27708.62,7.76,"[5.49, 7.56, 7.76]",81,26.56%,2320.39,18003.82,7.76,"[5.49, 7.56, 7.76]",94,30.82%,2677.81,20776.77,,,0,,,8.25,"[5.84, 8.25]",78,25.57%,3120.63,25742.71,,,0,,
2023/3/9,2023/3/9,292,350289.01,350289.01,0,46781.45,207,21,6.65,9.81,3115,214,"扬州,扬州市,江苏省,中国",多云,多云,27,14,3~4级,西风,<3级,西南风,星期四,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",58,19.86%,39732.45,294415.82,7.76,"[5.49, 7.56, 7.76]",68,23.29%,1913.72,14848.31,7.76,"[5.49, 7.56, 7.76]",107,36.64%,2726.54,21154.5,,,0,,,8.25,"[5.84, 8.25]",59,20.21%,2408.74,19870.38,,,0,,
2023/3/10,2023/3/10,382,197819.83,197819.83,0,25918.39,202,18,5.71,8.61,3540,208,"扬州,扬州市,江苏省,中国",多云,多云,29,16,3~4级,西风,<3级,东南风,星期五,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",55,14.40%,15142.04,112201.38,7.76,"[5.49, 7.56, 7.76]",98,25.65%,2972.86,23066.75,7.76,"[5.49, 7.56, 7.76]",130,34.03%,3716.54,28837.11,,,0,,,8.25,"[5.84, 8.25]",99,25.92%,4086.95,33714.59,,,0,,
2023/3/11,2023/3/11,317,284572.09,284572.09,0,37827.68,188,10,5.56,5.75,3381,174,"扬州,扬州市,江苏省,中国",多云,多云,24,11,3~4级,西风,<3级,北风,星期六,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",54,17.03%,29723.89,220253.21,7.76,"[5.49, 7.56, 7.76]",74,23.34%,2059.35,15978.13,7.76,"[5.49, 7.56, 7.76]",116,36.59%,3101.61,24065.03,,,0,,,8.25,"[5.84, 8.25]",73,23.03%,2942.83,24275.72,,,0,,
2023/3/12,2023/3/12,354,243767.58,243767.58,0,32256.81,196,12,5.75,7.19,3406,168,"扬州,扬州市,江苏省,中国",多云,多云,14,1,3~4级,东北风,<3级,南风,星期日,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",36,10.17%,23187.69,171820.07,7.76,"[5.49, 7.56, 7.76]",83,23.45%,2222.11,17241.03,7.76,"[5.49, 7.56, 7.76]",142,40.11%,3619.08,28079.57,,,0,,,8.25,"[5.84, 8.25]",93,26.27%,3227.93,26626.91,,,0,,
2023/3/13,2023/3/13,362,95177.47,95177.47,0,12182.32,182,18,5.7,8.7,3190,207,"扬州,扬州市,江苏省,中国",多云,多云,17,7,3~4级,南风,<3级,南风,星期一,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",59,16.30%,3146.26,23312.08,7.76,"[5.49, 7.56, 7.76]",86,23.76%,2204.09,17101.19,7.76,"[5.49, 7.56, 7.76]",118,32.60%,3250.83,25223.04,,,0,,,8.25,"[5.84, 8.25]",99,27.35%,3581.14,29541.16,,,0,,
2023/3/14,2023/3/14,350,96484.34,96484.34,0,12357.64,204,14,6.48,7.41,3150,189,"扬州,扬州市,江苏省,中国",晴,多云,24,12,3~4级,南风,<3级,南风,星期二,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",48,13.71%,2945.38,21823.94,7.76,"[5.49, 7.56, 7.76]",79,22.57%,2323.97,18031.97,7.76,"[5.49, 7.56, 7.76]",137,39.14%,3762.09,29190.34,,,0,,,8.25,"[5.84, 8.25]",86,24.57%,3326.2,27438.09,,,0,,
2023/3/15,2023/3/15,319,273629.37,273629.37,0,36272.53,176,14,5.53,6.51,3185,214,"扬州,扬州市,江苏省,中国",多云,多云,20,6,3~4级,东风,<3级,东北风,星期三,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",51,15.99%,27445.88,203372.89,7.76,"[5.49, 7.56, 7.76]",66,20.69%,1995.96,15487.08,7.76,"[5.49, 7.56, 7.76]",110,34.48%,3218.77,24974.64,,,0,,,8.25,"[5.84, 8.25]",92,28.84%,3611.92,29794.76,,,0,,
2023/3/16,2023/3/16,296,176667.1,176667.1,0,23279.09,158,7,5.06,4.05,3125,174,"扬州,扬州市,江苏省,中国",多云,大雨,16,6,3~4级,东风,<3级,东北风,星期四,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",52,17.57%,15290.17,113298.93,7.76,"[5.49, 7.56, 7.76]",66,22.30%,1997.81,15500.85,7.76,"[5.49, 7.56, 7.76]",107,36.15%,3171.16,24605.2,,,0,,,8.25,"[5.84, 8.25]",71,23.99%,2819.95,23262.12,,,0,,
2023/3/17,2023/3/17,328,96952.83,96952.83,0,12470.79,180,11,5.89,7.43,3055,149,"扬州,扬州市,江苏省,中国",小雨,多云,8,4,3~4级,东风,<3级,北风,星期五,,,,0,,,,,0,,,7.41,"[5.07, 7.41]",51,15.55%,3915.51,29012.52,7.76,"[5.49, 7.56, 7.76]",77,23.48%,2208.13,17133.08,7.76,"[5.49, 7.56, 7.76]",117,35.67%,3163.3,24543.43,,,0,,,8.25,"[5.84, 8.25]",83,25.30%,3183.85,26263.8,,,0,,
2023/3/18,2023/3/18,356,95863.71,95863.71,0,12342.26,207,14,6.6,7.61,3136,183,"扬州,扬州市,江苏省,中国",多云,多云,13,6,<3级,北风,<3级,东风,星期六,,,,0,,,,,0,,,7.33,"[5.07, 7.28, 7.33]",42,11.80%,2328.25,17064.98,7.68,"[5.49, 7.48, 7.68]",75,21.07%,2206.39,16942.49,7.68,"[5.49, 7.48, 7.68]",143,40.17%,3927.07,30153.31,,,0,,,8.17,"[5.84, 8.17]",96,26.97%,3880.55,31702.93,,,0,,
2023/3/19,2023/3/19,337,87216.46,87216.46,0,11238.07,198,12,5.51,7.06,3592,170,"扬州,扬州市,江苏省,中国",多云,多云,15,9,3~4级,东风,<3级,东南风,星期日,,,,0,,,,,0,,,7.33,"[5.07, 7.28, 7.33]",27,8.01%,1687.78,12370.89,7.68,"[5.49, 7.48, 7.68]",81,24.04%,2355.38,18085.81,7.68,"[5.49, 7.48, 7.68]",147,43.62%,4111.95,31572.81,,,0,,,8.17,"[5.84, 8.17]",82,24.33%,3082.96,25186.95,,,0,,
2023/3/20,2023/3/20,357,379306.8,379306.8,0,51110.05,191,18,5.72,9.63,3341,187,"扬州,扬州市,江苏省,中国",多云,中雨,16,10,<3级,东南风,<3级,东北风,星期一,,,,0,,,,,0,,,7.33,"[5.07, 7.28, 7.33]",81,22.69%,42250.17,309692.43,7.68,"[5.49, 7.48, 7.68]",85,23.81%,2592.47,19907.2,7.68,"[5.49, 7.48, 7.68]",115,32.21%,3044.34,23375.3,,,0,,,8.17,"[5.84, 8.17]",76,21.29%,3223.07,26331.87,,,0,,
2023/3/21,2023/3/21,300,257435.99,257435.99,0,34543.66,156,16,5.1,9.04,3059,178,"扬州,扬州市,江苏省,中国",小雨,小雨,15,13,<3级,东南风,<3级,东北风,星期二,,,,0,,,,,0,,,7.33,"[5.07, 7.28, 7.33]",54,18.00%,26600.46,194980.18,7.68,"[5.49, 7.48, 7.68]",85,28.33%,2519.13,19343.13,7.68,"[5.49, 7.48, 7.68]",86,28.67%,2443.91,18765.48,,,0,,,8.17,"[5.84, 8.17]",75,25.00%,2980.16,24347.2,,,0,,
2023/3/22,2023/3/22,303,116234.59,116234.59,0,15271.37,178,13,6.21,7.14,2868,181,"扬州,扬州市,江苏省,中国",小雨,小雨,15,10,<3级,东北风,<3级,北风,星期三,,,,0,,,,,0,,,7.33,"[5.07, 7.28, 7.33]",49,16.17%,6963.12,51038.98,7.68,"[5.49, 7.48, 7.68]",82,27.06%,2451.98,18827.64,7.68,"[5.49, 7.48, 7.68]",100,33.00%,3005.11,23074.61,,,0,,,8.17,"[5.84, 8.17]",72,23.76%,2851.16,23293.36,,,0,,
2023/3/23,2023/3/23,298,90635.48,90635.48,0,11698.6,234,16,7.76,9.09,3017,176,"扬州,扬州市,江苏省,中国",多云,多云,14,7,3~4级,东风,<3级,东北风,星期四,,,,0,,,,,0,,,7.33,"[5.07, 7.28, 7.33]",32,10.74%,2605.99,19101.15,7.68,"[5.49, 7.48, 7.68]",94,31.54%,2758.04,21177.4,7.68,"[5.49, 7.48, 7.68]",92,30.87%,2840.38,21810.26,,,0,,,8.17,"[5.84, 8.17]",80,26.85%,3494.19,28546.67,,,0,,
2023/3/24,2023/3/24,324,89824.05,89824.05,0,11601.45,237,15,7.22,7.21,3281,208,"扬州,扬州市,江苏省,中国",阴,多云,9,4,3~4级,东风,<3级,东北风,星期五,,,,0,,,,,0,,,7.33,"[5.07, 7.28, 7.33]",44,13.58%,2670.88,19576.64,7.68,"[5.49, 7.48, 7.68]",77,23.77%,2220.98,17053.87,7.68,"[5.49, 7.48, 7.68]",113,34.88%,3302.13,25355.55,,,0,,,8.17,"[5.84, 8.17]",90,27.78%,3407.46,27837.99,,,0,,
2023/3/25,2023/3/25,346,94399.68,94399.68,0,12193.67,233,14,7.45,8.81,3127,158,"扬州,扬州市,江苏省,中国",多云,多云,10,2,<3级,北风,<3级,东北风,星期六,,,,0,,,,,0,,,7.33,"[5.07, 7.28, 7.33]",40,11.56%,2546.88,18667.45,7.68,"[5.49, 7.48, 7.68]",105,30.35%,3201.66,24584.48,7.68,"[5.49, 7.48, 7.68]",110,31.79%,3067.92,23556.74,,,0,,,8.17,"[5.84, 8.17]",91,26.30%,3377.21,27591.01,,,0,,
2023/3/26,2023/3/26,373,269899.61,269899.61,0,36131.71,271,8,7.78,5.8,3484,139,"扬州,扬州市,江苏省,中国",多云,多云,15,5,<3级,东北风,<3级,南风,星期日,,,,0,,,,,0,,,7.33,"[5.07, 7.28, 7.33]",44,11.80%,26230.44,192268.27,7.68,"[5.49, 7.48, 7.68]",95,25.47%,2805.47,21541.94,7.68,"[5.49, 7.48, 7.68]",150,40.21%,3827.27,29386.31,,,0,,,8.17,"[5.84, 8.17]",84,22.52%,3268.53,26703.09,,,0,,
2023/3/27,2023/3/27,341,90868.77,90868.77,0,11723.15,214,9,6.4,4.84,3343,185,"扬州,扬州市,江苏省,中国",多云,多云,17,6,<3级,西南风,<3级,南风,星期一,,,,0,,,,,0,,,7.33,"[5.07, 7.28, 7.33]",43,12.61%,2482.49,18195.59,7.68,"[5.49, 7.48, 7.68]",80,23.46%,2344.98,18006.09,7.68,"[5.49, 7.48, 7.68]",130,38.12%,3397.1,26084.33,,,0,,,8.17,"[5.84, 8.17]",88,25.81%,3498.58,28582.76,,,0,,
2023/3/28,2023/3/28,362,221191.52,221191.52,0,29461.21,201,13,6.22,6.67,3233,195,"扬州,扬州市,江苏省,中国",多云,多云,20,11,3~4级,南风,<3级,东南风,星期二,,,,0,,,,,0,,,7.33,"[5.07, 7.28, 7.33]",56,15.47%,19774.69,144947.07,7.68,"[5.49, 7.48, 7.68]",91,25.14%,2557.59,19638.22,7.68,"[5.49, 7.48, 7.68]",120,33.15%,3329.52,25565.68,,,0,,,8.17,"[5.84, 8.17]",95,26.24%,3799.41,31040.55,,,0,,
2023/3/29,2023/3/29,294,84742.76,84742.76,0,10973.79,172,14,5.3,6.7,3244,208,"扬州,扬州市,江苏省,中国",多云,多云,18,11,3~4级,南风,<3级,东南风,星期三,,,,0,,,,,0,,,7.33,"[5.07, 7.28, 7.33]",45,15.31%,3253.96,23850.26,7.68,"[5.49, 7.48, 7.68]",74,25.17%,2062.11,15833.96,7.68,"[5.49, 7.48, 7.68]",92,31.29%,2368.52,18186.41,,,0,,,8.17,"[5.84, 8.17]",83,28.23%,3289.2,26872.13,,,0,,
2023/3/30,2023/3/30,316,301778.97,301778.97,0,40554.43,196,10,6.32,5.41,3100,185,"扬州,扬州市,江苏省,中国",多云,多云,17,6,3~4级,东南风,<3级,东风,星期四,,,,0,,,,,0,,,7.33,"[5.07, 7.28, 7.33]",54,17.09%,32646.83,239300.4,7.68,"[5.49, 7.48, 7.68]",66,20.89%,1479.74,11361.11,7.68,"[5.49, 7.48, 7.68]",103,32.59%,2842.63,21826.81,,,0,,,8.17,"[5.84, 8.17]",93,29.43%,3585.23,29290.65,,,0,,
2023/3/31,2023/3/31,354,100357.09,100357.09,0,12986.48,232,10,6.9,5.03,3364,199,"扬州,扬州市,江苏省,中国",多云,多云,19,12,3~4级,东南风,<3级,东风,星期五,,,,0,,,,,0,,,7.33,"[5.07, 7.28, 7.33]",53,14.97%,3476.36,25480.5,7.68,"[5.49, 7.48, 7.68]",99,27.97%,2707.62,20790.16,7.68,"[5.49, 7.48, 7.68]",105,29.66%,3014.59,23139.98,,,0,,,8.17,"[5.84, 8.17]",97,27.40%,3787.91,30946.45,,,0,,
