date,date_day,order_cnt,amount,pay_amount,discountAmount,refuelLiters,path,text_day,text_night,high,low,wc_day,wd_day,wc_night,wd_night,week,holidays,60000361_price,60000361_price_other,60000361_order_cnt,60000361_refuelLiters,60000361_amount,60033428_price,60033428_price_other,60033428_order_cnt,60033428_refuelLiters,60033428_amount,60000359_price,60000359_price_other,60000359_order_cnt,60000359_refuelLiters,60000359_amount,60000304_price,60000304_price_other,60000304_order_cnt,60000304_refuelLiters,60000304_amount,60000305_price,60000305_price_other,60000305_order_cnt,60000305_refuelLiters,60000305_amount,60000312_price,60000312_price_other,60000312_order_cnt,60000312_refuelLiters,60000312_amount,60000313_price,60000313_price_other,60000313_order_cnt,60000313_refuelLiters,60000313_amount,60000317_price,60000317_price_other,60000317_order_cnt,60000317_refuelLiters,60000317_amount
2023-3-2,2023-3-2,108,39726.49,39726.49,0,5224.71,"扬州,扬州市,江苏省,中国",晴,多云,13,3,<3级,东风,<3级,东南风,星期四,,,,0,,,,,0,,,7.41,[7.41],27,3099.93,22969.95,7.76,[7.76],29,805.13,6246.91,7.76,[7.76],38,766.86,5949.61,,,0,,,8.25,[8.25],14,552.79,4560.02,,,0,,
2023-3-3,2023-3-3,127,43473.95,43473.95,0,5704.12,"扬州,扬州市,江苏省,中国",多云,多云,16,4,3~4级,南风,<3级,南风,星期五,,,,0,,,,,0,,,7.41,[7.41],32,3135.49,23233.39,7.76,[7.76],33,955.86,7416.74,7.76,[7.76],44,978.32,7590.36,,,0,,,8.25,[8.25],18,634.45,5233.46,,,0,,
2023-3-4,2023-3-4,126,46566.53,46566.53,0,6157.81,"扬州,扬州市,江苏省,中国",多云,多云,21,8,<3级,东南风,<3级,南风,星期六,,,,0,,,,,0,,,7.41,[7.41],28,3966.68,29392.5,7.76,[7.76],34,928.52,7204.31,7.76,[7.76],53,907.46,7040.22,,,0,,,8.25,[8.25],11,355.15,2929.5,,,0,,
2023-3-5,2023-3-5,123,26264.29,26264.29,0,3387.01,"扬州,扬州市,江苏省,中国",小雨,多云,22,9,<3级,南风,<3级,南风,星期日,,,,0,,,,,0,,,7.41,[7.41],21,990.81,7341.37,7.76,[7.76],31,814.47,6319.32,7.76,[7.76],52,904.17,7014.56,,,0,,,8.25,[8.25],19,677.56,5589.04,,,0,,
2023-3-6,2023-3-6,126,44187.77,44187.77,0,5794.04,"扬州,扬州市,江苏省,中国",晴,晴,25,10,3~4级,西南风,<3级,南风,星期一,,,,0,,,,,0,,,7.41,[7.41],34,3465.96,25682.25,7.76,[7.76],28,615.27,4773.56,7.76,[7.76],42,809.47,6280.06,,,0,,,8.25,[8.25],22,903.34,7451.9,,,0,,
2023-3-7,2023-3-7,114,32313.41,32313.41,0,4203.68,"扬州,扬州市,江苏省,中国",多云,多云,26,12,<3级,南风,<3级,南风,星期二,,,,0,,,,,0,,,7.41,[7.41],18,1885.61,13972.02,7.76,[7.76],41,1035.93,8037.58,7.76,[7.76],36,555.29,4308.09,,,0,,,8.25,[8.25],19,726.85,5995.72,,,0,,
2023-3-8,2023-3-8,99,33041.49,33041.49,0,4324.52,"扬州,扬州市,江苏省,中国",多云,多云,27,11,3~4级,西风,<3级,西南风,星期三,,,,0,,,,,0,,,7.41,[7.41],23,2475.25,18341.03,7.76,[7.76],21,506.74,3931.83,7.76,[7.76],37,623.02,4833.35,,,0,,,8.25,[8.25],18,719.51,5935.28,,,0,,
2023-3-9,2023-3-9,101,38559.8,38559.8,0,5068.22,"扬州,扬州市,江苏省,中国",多云,多云,27,14,3~4级,西风,<3级,西南风,星期四,,,,0,,,,,0,,,7.41,[7.41],24,3146.93,23318.23,7.76,[7.76],22,552.49,4286.81,7.76,[7.76],39,685.68,5319.58,,,0,,,8.25,[8.25],16,683.12,5635.18,,,0,,
2023-3-10,2023-3-10,104,37837.46,37837.46,0,4963.5,"扬州,扬州市,江苏省,中国",多云,多云,29,16,3~4级,西风,<3级,东南风,星期五,,,,0,,,,,0,,,7.41,[7.41],26,2847.73,21101.05,7.76,[7.76],28,814.34,6318.54,7.76,[7.76],34,647.74,5025.3,,,0,,,8.25,[8.25],16,653.69,5392.57,,,0,,
2023-3-11,2023-3-11,118,41255.28,41255.28,0,5415.88,"扬州,扬州市,江苏省,中国",多云,多云,24,11,3~4级,西风,<3级,北风,星期六,,,,0,,,,,0,,,7.41,[7.41],23,3152.29,23357.86,7.76,[7.76],27,667.43,5178.28,7.76,[7.76],50,912.49,7079.33,,,0,,,8.25,[8.25],18,683.67,5639.81,,,0,,
2023-3-12,2023-3-12,100,26052.27,26052.27,0,3396.27,"扬州,扬州市,江苏省,中国",多云,多云,14,1,3~4级,东北风,<3级,南风,星期日,,,,0,,,,,0,,,7.41,[7.41],19,1510.48,11192.47,7.76,[7.76],28,738.99,5733.58,7.76,[7.76],39,679.63,5272.53,,,0,,,8.25,[8.25],14,467.17,3853.69,,,0,,
2023-3-13,2023-3-13,107,34046.87,34046.87,0,4455.38,"扬州,扬州市,江苏省,中国",多云,多云,17,7,3~4级,南风,<3级,南风,星期一,,,,0,,,,,0,,,7.41,[7.41],31,2606.73,19315.24,7.76,[7.76],18,474.35,3680.3,7.76,[7.76],39,580.93,4506.76,,,0,,,8.25,[8.25],19,793.37,6544.57,,,0,,
2023-3-14,2023-3-14,119,39646.74,39646.74,0,5189.08,"扬州,扬州市,江苏省,中国",晴,多云,24,12,3~4级,南风,<3级,南风,星期二,,,,0,,,,,0,,,7.41,[7.41],25,2729.51,20225.17,7.76,[7.76],23,637.52,4946.37,7.76,[7.76],51,1131.13,8775.79,,,0,,,8.25,[8.25],20,690.92,5699.41,,,0,,
2023-3-15,2023-3-15,110,42803.67,42803.67,0,5666.41,"扬州,扬州市,江苏省,中国",多云,多云,20,6,3~4级,东风,<3级,东北风,星期三,,,,0,,,,,0,,,7.41,[7.41],39,4018.4,29775.57,7.76,[7.76],25,512.02,3972.42,7.76,[7.76],33,641.92,4980.17,,,0,,,8.25,[8.25],13,494.07,4075.51,,,0,,
2023-3-16,2023-3-16,113,33779.26,33779.26,0,4410.92,"扬州,扬州市,江苏省,中国",多云,大雨,16,6,3~4级,东风,<3级,东北风,星期四,,,,0,,,,,0,,,7.41,[7.41],21,2194.66,16262.08,7.76,[7.76],34,737.44,5721.62,7.76,[7.76],40,822.1,6378.24,,,0,,,8.25,[8.25],18,656.72,5417.32,,,0,,
2023-3-17,2023-3-17,95,41152.32,41152.32,0,5397.94,"扬州,扬州市,江苏省,中国",小雨,多云,8,4,3~4级,东风,<3级,北风,星期五,,,,0,,,,,0,,,7.41,[7.41],20,3238.01,23993.03,7.76,[7.76],27,682.36,5294.18,7.76,[7.76],28,659.1,5113.62,,,0,,,8.25,[8.25],20,818.47,6751.49,,,0,,
2023-3-18,2023-3-18,122,33570.03,33570.03,0,4408.8,"扬州,扬州市,江苏省,中国",多云,多云,13,6,<3级,北风,<3级,东风,星期六,,,,0,,,,,0,,,7.33,[7.33],22,1914.63,14033.99,7.68,[7.68],34,790.33,6068.1,7.68,[7.68],44,918.59,7052.72,,,0,,,8.17,[8.17],22,785.25,6415.22,,,0,,
2023-3-19,2023-3-19,111,32850.3,32850.3,0,4344.76,"扬州,扬州市,江苏省,中国",多云,多云,15,9,3~4级,东风,<3级,东南风,星期日,,,,0,,,,,0,,,7.33,[7.33],23,2115.46,15505.83,7.68,[7.68],30,799.32,6137.48,7.68,[7.68],44,967.31,7427.24,,,0,,,8.17,[8.17],14,462.67,3779.75,,,0,,
2023-3-20,2023-3-20,114,38151.6,38151.6,0,5075.7,"扬州,扬州市,江苏省,中国",多云,中雨,16,10,<3级,东南风,<3级,东北风,星期一,,,,0,,,,,0,,,7.33,[7.33],31,3108.75,22786.37,7.68,[7.68],26,551.64,4235.41,7.68,[7.68],42,879.88,6755.55,,,0,,,8.17,[8.17],15,535.43,4374.27,,,0,,
2023-3-21,2023-3-21,113,47268.05,47268.05,0,6318.99,"扬州,扬州市,江苏省,中国",小雨,小雨,15,13,<3级,东南风,<3级,东北风,星期二,,,,0,,,,,0,,,7.33,[7.33],37,4394.42,32210.35,7.68,[7.68],22,479.03,3678.08,7.68,[7.68],36,874.6,6715.42,,,0,,,8.17,[8.17],18,570.94,4664.2,,,0,,
2023-3-22,2023-3-22,117,39857.13,39857.13,0,5264.8,"扬州,扬州市,江苏省,中国",小雨,小雨,15,10,<3级,东北风,<3级,北风,星期三,,,,0,,,,,0,,,7.33,[7.33],30,2665.36,19536.66,7.68,[7.68],33,928.41,7128.66,7.68,[7.68],37,935.84,7185.52,,,0,,,8.17,[8.17],17,735.19,6006.29,,,0,,
2023-3-23,2023-3-23,120,43221.24,43221.24,0,5763.22,"扬州,扬州市,江苏省,中国",多云,多云,14,7,3~4级,东风,<3级,东北风,星期四,,,,0,,,,,0,,,7.33,[7.33],36,3701.11,27128.43,7.68,[7.68],29,673.23,5169.03,7.68,[7.68],42,859.96,6602.68,,,0,,,8.17,[8.17],13,528.92,4321.1,,,0,,
2023-3-24,2023-3-24,122,39714.55,39714.55,0,5264.05,"扬州,扬州市,江苏省,中国",阴,多云,9,4,3~4级,东风,<3级,东北风,星期五,,,,0,,,,,0,,,7.33,[7.33],33,2828.13,20729.76,7.68,[7.68],34,952.45,7313.09,7.68,[7.68],39,911.31,6997.27,,,0,,,8.17,[8.17],16,572.16,4674.43,,,0,,
2023-3-25,2023-3-25,105,35026.47,35026.47,0,4650.92,"扬州,扬州市,江苏省,中国",多云,多云,10,2,<3级,北风,<3级,东北风,星期六,,,,0,,,,,0,,,7.33,[7.33],24,2824.86,20705.83,7.68,[7.68],22,544.52,4180.88,7.68,[7.68],42,670.02,5143.76,,,0,,,8.17,[8.17],17,611.52,4996,,,0,,
2023-3-26,2023-3-26,94,27722.34,27722.34,0,3674.55,"扬州,扬州市,江苏省,中国",多云,多云,15,5,<3级,东北风,<3级,南风,星期日,,,,0,,,,,0,,,7.33,[7.33],22,2061.86,15112.95,7.68,[7.68],24,612.52,4703,7.68,[7.68],35,537.35,4125.26,,,0,,,8.17,[8.17],13,462.82,3781.13,,,0,,
2023-3-27,2023-3-27,126,36749.42,36749.42,0,4859.18,"扬州,扬州市,江苏省,中国",多云,多云,17,6,<3级,西南风,<3级,南风,星期一,,,,0,,,,,0,,,7.33,[7.33],33,2650.36,19426.43,7.68,[7.68],30,677.88,5205.05,7.68,[7.68],45,907.71,7026.2,,,0,,,8.17,[8.17],18,623.23,5091.74,,,0,,
2023-3-28,2023-3-28,106,32466.8,32466.8,0,4285.8,"扬州,扬州市,江苏省,中国",多云,多云,20,11,3~4级,南风,<3级,东南风,星期二,,,,0,,,,,0,,,7.33,[7.33],21,2167.48,15887.45,7.68,[7.68],31,846.56,6500.34,7.68,[7.68],35,631.64,4849.32,,,0,,,8.17,[8.17],19,640.12,5229.69,,,0,,
2023-3-29,2023-3-29,102,28706.47,28706.47,0,3809.38,"扬州,扬州市,江苏省,中国",多云,多云,18,11,3~4级,南风,<3级,东南风,星期三,,,,0,,,,,0,,,7.33,[7.33],23,2131.56,15623.9,7.68,[7.68],27,650.9,4997.78,7.68,[7.68],39,618.88,4751.35,,,0,,,8.17,[8.17],13,408.04,3333.44,,,0,,
2023-3-30,2023-3-30,104,34392.46,34392.46,0,4581.59,"扬州,扬州市,江苏省,中国",多云,多云,17,6,3~4级,东南风,<3级,东风,星期四,,,,0,,,,,0,,,7.33,[7.33],32,3012.86,22083.56,7.68,[7.68],22,429.1,3294.42,7.68,[7.68],36,600.73,4611.95,,,0,,,8.17,[8.17],14,538.9,4402.53,,,0,,
2023-3-31,2023-3-31,130,29641.93,29641.93,0,3923.06,"扬州,扬州市,江苏省,中国",多云,多云,19,12,3~4级,东南风,<3级,东风,星期五,,,,0,,,,,0,,,7.33,[7.33],31,1923.47,14098.51,7.68,[7.68],40,899.64,6907.07,7.68,[7.68],44,710.46,5454.29,,,0,,,8.17,[8.17],15,389.49,3182.06,,,0,,
2023-4-1,2023-4-1,137,48573.92,48573.92,0,6643.2,"扬州,扬州市,江苏省,中国",多云,多云,21,9,<3级,东南风,<3级,东风,星期六,,,,0,,,,,0,,,7.06,[7.06],36,3437.29,24266.59,7.41,[7.41],34,971.18,7195.03,7.41,[7.41],41,1053.37,7804.18,,,0,,,7.88,[7.88],26,1181.36,9308.12,,,0,,
2023-4-2,2023-4-2,140,44510.6,44510.6,0,6094.73,"扬州,扬州市,江苏省,中国",多云,多云,24,13,3~4级,东南风,3~4级,东风,星期日,,,,0,,,,,0,,,7.06,[7.06],20,3105.44,21924.04,7.41,[7.41],38,1024.14,7587.53,7.41,[7.41],56,1028.15,7616.87,,,0,,,7.88,[7.88],26,937,7382.16,,,0,,
2023-4-3,2023-4-3,136,49248.29,49248.29,0,6747.81,"扬州,扬州市,江苏省,中国",中雨,暴雨,18,17,3~4级,东南风,3~4级,东南风,星期一,,,,0,,,,,0,,,7.06,[7.06],32,3618.12,25543.38,7.41,[7.41],33,970.9,7193.25,7.41,[7.41],46,1057.38,7833.53,,,0,,,7.88,[7.88],25,1101.41,8678.13,,,0,,
2023-4-4,2023-4-4,99,28748.57,28748.57,0,3927.65,"扬州,扬州市,江苏省,中国",小雨,多云,22,11,3~4级,南风,<3级,西北风,星期二,,,,0,,,,,0,,,7.06,[7.06],17,1606.26,11339.97,7.41,[7.41],30,955.84,7081.86,7.41,[7.41],41,919.21,6810.08,,,0,,,7.88,[7.88],11,446.34,3516.66,,,0,,
2023-4-5,2023-4-5,93,22138.03,22138.03,0,2991.15,"扬州,扬州市,江苏省,中国",多云,多云,14,9,3~4级,西北风,<3级,西风,星期三,,,,0,,,,,0,,,7.06,[7.06],9,846.86,5978.62,7.41,[7.41],30,663.16,4912.65,7.41,[7.41],39,898.47,6656.15,,,0,,,7.88,[7.88],15,582.66,4590.61,,,0,,
2023-4-6,2023-4-6,98,37535.12,37535.12,0,5185.53,"扬州,扬州市,江苏省,中国",多云,多云,14,9,<3级,西风,<3级,西北风,星期四,,,,0,,,,,0,,,7.06,[7.06],25,3342.45,23597.23,7.41,[7.41],21,524.72,3887.47,7.41,[7.41],37,715.75,5302.46,,,0,,,7.88,[7.88],15,602.61,4747.96,,,0,,
2023-4-7,2023-4-7,123,38615.29,38615.29,0,5290.07,"扬州,扬州市,江苏省,中国",多云,多云,16,5,3~4级,北风,<3级,西南风,星期五,,,,0,,,,,0,,,7.06,[7.06],24,2589.27,18279.9,7.41,[7.41],40,1103.55,8175.89,7.41,[7.41],44,903.59,6694,,,0,,,7.88,[7.88],15,693.66,5465.5,,,0,,
2023-4-8,2023-4-8,111,28575.73,28575.73,0,3896.72,"扬州,扬州市,江苏省,中国",晴,多云,18,7,<3级,东北风,<3级,东南风,星期六,,,,0,,,,,0,,,7.06,[7.06],22,1685.91,11902.04,7.41,[7.41],37,986.08,7305.61,7.41,[7.41],35,597.52,4426.29,,,0,,,7.88,[7.88],17,627.21,4941.79,,,0,,
2023-4-9,2023-4-9,116,28938.64,28938.64,0,3930.27,"扬州,扬州市,江苏省,中国",多云,多云,22,12,3~4级,南风,<3级,东南风,星期日,,,,0,,,,,0,,,7.06,[7.06],16,1633.35,11531.14,7.41,[7.41],31,636.8,4717.57,7.41,[7.41],48,829.49,6145.31,,,0,,,7.88,[7.88],21,830.63,6544.62,,,0,,
2023-4-10,2023-4-10,117,43767.4,43767.4,0,6042.29,"扬州,扬州市,江苏省,中国",多云,多云,26,16,3~4级,西南风,<3级,西南风,星期一,,,,0,,,,,0,,,7.06,[7.06],23,3697.26,26102.07,7.41,[7.41],31,733.69,5435.47,7.41,[7.41],48,989.33,7329.14,,,0,,,7.88,[7.88],15,622.01,4900.72,,,0,,
2023-4-11,2023-4-11,106,35171.6,35171.6,0,4830.98,"扬州,扬州市,江苏省,中国",多云,多云,27,11,3~4级,东北风,<3级,东风,星期二,,,,0,,,,,0,,,7.06,[7.06],30,2600.04,18355.78,7.41,[7.41],30,785.37,5818.57,7.41,[7.41],32,834.54,6182.88,,,0,,,7.88,[7.88],14,611.03,4814.37,,,0,,
2023-4-12,2023-4-12,122,37532.61,37532.61,0,5130.32,"扬州,扬州市,江苏省,中国",多云,多云,23,14,3~4级,东南风,<3级,东南风,星期三,,,,0,,,,,0,,,7.06,[7.06],26,2552.51,18020.34,7.41,[7.41],32,922.01,6831,7.41,[7.41],38,774.99,5741.44,,,0,,,7.88,[7.88],26,880.81,6939.83,,,0,,
2023-4-13,2023-4-13,103,28920.02,28920.02,0,3972.89,"扬州,扬州市,江苏省,中国",多云,多云,26,18,3~4级,南风,<3级,东南风,星期四,,,,0,,,,,0,,,7.06,[7.06],27,2101.64,14837.29,7.41,[7.41],29,728.23,5395.18,7.41,[7.41],36,676.19,5009.26,,,0,,,7.88,[7.88],11,466.83,3678.29,,,0,,
2023-4-14,2023-4-14,135,62501.15,62501.15,0,8707.49,"扬州,扬州市,江苏省,中国",多云,多云,25,16,<3级,北风,<3级,西北风,星期五,,,,0,,,,,0,,,7.06,[7.06],42,6560.09,46313.56,7.41,[7.41],29,757.07,5608.9,7.41,[7.41],47,797.75,5910.13,,,0,,,7.88,[7.88],17,592.58,4668.56,,,0,,
2023-4-15,2023-4-15,130,73485.08,73485.08,0,10227.57,"扬州,扬州市,江苏省,中国",多云,中雨,25,14,3~4级,西风,<3级,西南风,星期六,,,,0,,,,,0,,,7.06,[7.06],37,7559.28,53367.95,7.41,[7.41],34,1030.9,7637.68,7.41,[7.41],41,896.16,6639.14,,,0,,,7.88,[7.88],18,741.23,5840.31,,,0,,
2023-4-16,2023-4-16,135,44593.08,44593.08,0,6135.18,"扬州,扬州市,江苏省,中国",多云,晴,27,14,<3级,东风,4~5级,东南风,星期日,,,,0,,,,,0,,,7.06,[7.06],21,3452.11,24371.53,7.41,[7.41],36,980.9,7267.02,7.41,[7.41],58,969.48,7181.89,,,0,,,7.88,[7.88],20,732.69,5772.64,,,0,,
2023-4-17,2023-4-17,196,151805.85,151805.85,0,21256.87,"扬州,扬州市,江苏省,中国",多云,多云,31,20,3~4级,南风,<3级,西南风,星期一,,,,0,,,,,0,,,7.06,[7.06],55,17490.64,123482.97,7.41,[7.41],47,1394.04,10328.28,7.41,[7.41],69,1480.41,10968.08,,,0,,,7.88,[7.88],25,891.78,7026.52,,,0,,
2023-4-18,2023-4-18,103,35719.47,35719.47,0,4647.61,"扬州,扬州市,江苏省,中国",阴,小雨,33,17,3~4级,西风,<3级,东北风,星期二,,,,0,,,,,0,,,7.51,[7.51],25,2949.99,22153.98,7.85,[7.85],27,688.27,5402.25,7.85,[7.85],39,526.44,4131.35,,,0,,,8.35,[8.35],12,482.91,4031.89,,,0,,
2023-4-19,2023-4-19,82,20894.36,20894.36,0,2683.22,"扬州,扬州市,江苏省,中国",多云,多云,22,15,<3级,东北风,<3级,东风,星期三,,,,0,,,,,0,,,7.51,[7.51],15,1212.34,9104.43,7.85,[7.85],21,492.1,3862.48,7.85,[7.85],33,487.01,3821.72,,,0,,,8.35,[8.35],13,491.77,4105.73,,,0,,
2023-4-20,2023-4-20,86,26070.71,26070.71,0,3393.78,"扬州,扬州市,江苏省,中国",多云,晴,27,13,<3级,东南风,<3级,东北风,星期四,,,,0,,,,,0,,,7.51,[7.51],24,2043.93,15349.58,7.85,[7.85],16,544.58,4274.55,7.85,[7.85],36,552.06,4332.74,,,0,,,8.35,[8.35],10,253.21,2113.84,,,0,,
2023-4-21,2023-4-21,103,32291.4,32291.4,0,4188.41,"扬州,扬州市,江苏省,中国",阴,阴,22,11,3~4级,东北风,<3级,东北风,星期五,,,,0,,,,,0,,,7.51,[7.51],29,2511.92,18864.15,7.85,[7.85],21,485.87,3813.59,7.85,[7.85],37,653.14,5126.16,,,0,,,8.35,[8.35],16,537.48,4487.5,,,0,,
2023-4-22,2023-4-22,76,29820.99,29820.99,0,3878.33,"扬州,扬州市,江苏省,中国",阴,中雨,20,13,3~4级,东北风,4~5级,东风,星期六,,,,0,,,,,0,,,7.51,[7.51],24,2534.14,19031.11,7.85,[7.85],15,367.76,2886.51,7.85,[7.85],23,497.2,3902.39,,,0,,,8.35,[8.35],14,479.23,4000.98,,,0,,
2023-4-23,2023-4-23,99,40292.81,40292.81,0,5244.9,"扬州,扬州市,江苏省,中国",小雨,小雨,13,11,3~4级,东风,<3级,东北风,星期日,,,,0,,,,,0,,,7.51,[7.51],25,3264.24,24514,7.85,[7.85],28,808.96,6349.87,7.85,[7.85],33,707.03,5549.44,,,0,,,8.35,[8.35],13,464.67,3879.5,,,0,,
2023-4-24,2023-4-24,120,41546.94,41546.94,0,5401.33,"扬州,扬州市,江苏省,中国",阴,阴,16,10,3~4级,东风,<3级,东风,星期一,,,,0,,,,,0,,,7.51,[7.51],30,3255.08,24445.18,7.85,[7.85],36,865.68,6794.46,7.85,[7.85],41,768.44,6031.39,,,0,,,8.35,[8.35],13,512.13,4275.91,,,0,,
2023-4-25,2023-4-25,105,46383.71,46383.71,0,6065.23,"扬州,扬州市,江苏省,中国",阴,多云,17,9,<3级,西北风,<3级,西风,星期二,,,,0,,,,,0,,,7.51,[7.51],32,4330.84,32524.08,7.85,[7.85],19,474.59,3725.13,7.85,[7.85],39,766.42,6015.22,,,0,,,8.35,[8.35],15,493.38,4119.28,,,0,,
2023-4-26,2023-4-26,107,36294.12,36294.12,0,4705.26,"扬州,扬州市,江苏省,中国",多云,阴,22,12,<3级,北风,<3级,东南风,星期三,,,,0,,,,,0,,,7.51,[7.51],25,2750.05,20652.39,7.85,[7.85],19,523.26,4107.13,7.85,[7.85],49,841.16,6601.9,,,0,,,8.35,[8.35],14,590.79,4932.7,,,0,,
2023-4-27,2023-4-27,118,49968.59,49968.59,0,6526.12,"扬州,扬州市,江苏省,中国",阴,阴,24,15,3~4级,南风,<3级,东南风,星期四,,,,0,,,,,0,,,7.51,[7.51],30,4448.82,33409.96,7.85,[7.85],26,688.14,5401.29,7.85,[7.85],48,880.5,6910.54,,,0,,,8.35,[8.35],14,508.66,4246.8,,,0,,
2023-4-28,2023-4-28,128,35863.66,35863.66,0,4625.22,"扬州,扬州市,江苏省,中国",阴,阴,27,14,<3级,西风,5~6级,西北风,星期五,,,,0,,,,,0,,,7.51,[7.51],24,2091.78,15708.77,7.85,[7.85],38,1055,8280.67,7.85,[7.85],51,937.29,7356.2,,,0,,,8.35,[8.35],15,541.15,4518.02,,,0,,
2023-4-29,2023-4-29,109,37657.49,37657.49,0,4948.86,"扬州,扬州市,江苏省,中国",阴,阴,19,10,3~4级,北风,<3级,西南风,星期六,,,,0,,,,,0,,,7.37,[7.37],24,2672.76,19697.73,7.72,[7.72],28,726.05,5604.15,7.72,[7.72],36,750.66,5793.6,,,0,,,8.21,[8.21],21,799.39,6562.01,,,0,,
2023-4-30,2023-4-30,126,36272.92,36272.92,0,4738.51,"扬州,扬州市,江苏省,中国",晴,阴,25,10,3~4级,西风,<3级,南风,星期日,,,,0,,,,,0,,,7.37,[7.37],16,1905.64,14044.14,7.72,[7.72],38,1128.87,8713.44,7.72,[7.72],53,962.74,7430.45,,,0,,,8.21,[8.21],19,741.26,6084.89,,,0,,
2023-5-1,2023-5-1,113,24448.26,24448.26,0,3169,"扬州,扬州市,江苏省,中国",阴,阴,28,15,3~4级,南风,<3级,东南风,星期一,,,,0,,,,,0,,,7.37,[7.37],14,852.89,6285.59,7.72,[7.72],40,1039.49,8023.43,7.72,[7.72],45,693.16,5349.55,,,0,,,8.21,[8.21],14,583.46,4789.69,,,0,,
2023-5-2,2023-5-2,91,21606.43,21606.43,0,2754.76,"扬州,扬州市,江苏省,中国",阴,小雨,29,20,3~4级,南风,<3级,东南风,星期二,,,,0,,,,,0,,,7.37,[7.37],4,231.06,1702.85,7.72,[7.72],27,801.39,6185.76,7.72,[7.72],36,856.8,6613.28,,,0,,,8.21,[8.21],24,865.51,7104.54,,,0,,
2023-5-3,2023-5-3,95,24013.11,24013.11,0,3101.14,"扬州,扬州市,江苏省,中国",中雨,中雨,21,20,<3级,东南风,<3级,东南风,星期三,,,,0,,,,,0,,,7.37,[7.37],12,909.7,6704.5,7.72,[7.72],26,694.67,5362.01,7.72,[7.72],35,693.2,5350.2,,,0,,,8.21,[8.21],22,803.57,6596.4,,,0,,
2023-5-4,2023-5-4,114,32011.92,32011.92,0,4216.7,"扬州,扬州市,江苏省,中国",大雨,中雨,28,21,<3级,南风,<3级,西北风,星期四,,,,0,,,,,0,,,7.37,[7.37],29,2233.32,16459.06,7.72,[7.72],29,631.96,4877.77,7.72,[7.72],45,852.55,6579.95,,,0,,,8.21,[8.21],11,498.87,4095.14,,,0,,
2023-5-5,2023-5-5,114,40833.86,40833.86,0,5393.83,"扬州,扬州市,江苏省,中国",中雨,阴,23,17,3~4级,西风,<3级,北风,星期五,,,,0,,,,,0,,,7.37,[7.37],29,3066.82,22602.03,7.72,[7.72],26,729.8,5633.34,7.72,[7.72],45,1045.78,8071.9,,,0,,,8.21,[8.21],14,551.43,4526.59,,,0,,
2023-5-6,2023-5-6,131,36936.76,36936.76,0,4842.65,"扬州,扬州市,江苏省,中国",雾,阴,21,14,<3级,东北风,<3级,北风,星期六,,,,0,,,,,0,,,7.37,[7.37],28,2278.85,16794.76,7.72,[7.72],30,766.09,5913.1,7.72,[7.72],55,1076.59,8309.34,,,0,,,8.21,[8.21],18,721.12,5919.56,,,0,,
2023-5-7,2023-5-7,103,28096.57,28096.57,0,3673.51,"扬州,扬州市,江苏省,中国",多云,阴,21,12,3~4级,东北风,<3级,东北风,星期日,,,,0,,,,,0,,,7.37,[7.37],13,1514.48,11161.61,7.72,[7.72],34,748.23,5774.88,7.72,[7.72],42,857.93,6621.61,,,0,,,8.21,[8.21],14,552.87,4538.47,,,0,,
2023-5-8,2023-5-8,133,33566.87,33566.87,0,4393.52,"扬州,扬州市,江苏省,中国",多云,多云,23,9,<3级,东北风,<3级,东风,星期一,,,,0,,,,,0,,,7.37,[7.37],22,1887.66,13911.86,7.72,[7.72],42,937.2,7233.67,7.72,[7.72],54,928.13,7163.24,,,0,,,8.21,[8.21],15,640.53,5258.1,,,0,,
2023-5-9,2023-5-9,103,37784.89,37784.89,0,4976.45,"扬州,扬州市,江苏省,中国",阴,阴,22,12,<3级,东北风,<3级,东风,星期二,,,,0,,,,,0,,,7.37,[7.37],24,2790.78,20567.59,7.72,[7.72],23,661.67,5107.32,7.72,[7.72],36,815.9,6297.5,,,0,,,8.21,[8.21],20,708.1,5812.48,,,0,,
2023-5-10,2023-5-10,104,36888.91,36888.91,0,4898.41,"扬州,扬州市,江苏省,中国",阴,阴,21,15,<3级,东风,<3级,东南风,星期三,,,,0,,,,,0,,,7.37,[7.37],27,3202.27,23600.11,7.72,[7.72],32,767.96,5927.67,7.72,[7.72],34,525.05,4052.06,,,0,,,8.21,[8.21],11,403.13,3309.07,,,0,,
2023-5-11,2023-5-11,110,33357.28,33357.28,0,4356.95,"扬州,扬州市,江苏省,中国",多云,阴,24,16,<3级,南风,<3级,南风,星期四,,,,0,,,,,0,,,7.37,[7.37],23,1970.11,14519.32,7.72,[7.72],32,940.52,7259.63,7.72,[7.72],32,599.37,4626.09,,,0,,,8.21,[8.21],23,846.95,6952.24,,,0,,
2023-5-12,2023-5-12,112,34354.55,34354.55,0,4550.39,"扬州,扬州市,江苏省,中国",多云,晴,26,14,<3级,西北风,<3级,西南风,星期五,,,,0,,,,,0,,,7.37,[7.37],30,2763.67,20367.72,7.72,[7.72],24,428.6,3307.92,7.72,[7.72],43,957.47,7390.3,,,0,,,8.21,[8.21],15,400.65,3288.61,,,0,,
