date,date_day,order_cnt,amount,pay_amount,discountAmount,refuelLiters,path,text_day,text_night,high,low,wc_day,wd_day,wc_night,wd_night,week,holidays,60000361_price,60000361_price_other,60000361_order_cnt,60000361_refuelLiters,60000361_amount,60033428_price,60033428_price_other,60033428_order_cnt,60033428_refuelLiters,60033428_amount,60000359_price,60000359_price_other,60000359_order_cnt,60000359_refuelLiters,60000359_amount,60000304_price,60000304_price_other,60000304_order_cnt,60000304_refuelLiters,60000304_amount,60000305_price,60000305_price_other,60000305_order_cnt,60000305_refuelLiters,60000305_amount,60000312_price,60000312_price_other,60000312_order_cnt,60000312_refuelLiters,60000312_amount,60000313_price,60000313_price_other,60000313_order_cnt,60000313_refuelLiters,60000313_amount,60000317_price,60000317_price_other,60000317_order_cnt,60000317_refuelLiters,60000317_amount
2023-5-13,2023-5-13,102,29897.6,29897.6,0,3924.42,"扬州,扬州市,江苏省,中国",晴,晴,31,18,3~4级,西风,<3级,西风,星期六,,,,0,,,,,0,,,7.37,[7.37],23,2055.02,15145.04,7.72,[7.72],30,638.98,4931.8,7.72,[7.72],32,569.75,4397.3,,,0,,,8.21,[8.21],17,660.67,5423.46,,,0,,
2023-5-14,2023-5-14,87,22251.95,22251.95,0,2909.91,"扬州,扬州市,江苏省,中国",晴,晴,32,21,3~4级,西风,<3级,西南风,星期日,,,,0,,,,,0,,,7.37,[7.37],17,1317.86,9712.18,7.72,[7.72],26,572.99,4422.62,7.72,[7.72],31,505.12,3898.26,,,0,,,8.21,[8.21],13,513.94,4218.89,,,0,,
2023-5-15,2023-5-15,115,31524.82,31524.82,0,4118.62,"扬州,扬州市,江苏省,中国",晴,阴,33,20,3~4级,西南风,<3级,南风,星期一,,,,0,,,,,0,,,7.37,[7.37],23,1789.16,13185.73,7.72,[7.72],34,838.59,6472.74,7.72,[7.72],39,758.52,5854.42,,,0,,,8.21,[8.21],19,732.35,6011.93,,,0,,
2023-5-16,2023-5-16,113,25772.86,25772.86,0,3397.28,"扬州,扬州市,江苏省,中国",多云,阴,33,22,3~4级,南风,4~5级,东南风,星期二,,,,0,,,,,0,,,7.37,[7.37],27,1691.88,12468.55,7.72,[7.72],29,650.77,5022.83,7.72,[7.72],48,765.02,5904.24,,,0,,,8.21,[8.21],9,289.61,2377.24,,,0,,
2023-5-17,2023-5-17,113,50422.19,50422.19,0,6963.69,"扬州,扬州市,江苏省,中国",中雨,多云,26,21,3~4级,南风,<3级,西北风,星期三,,,,0,,,,,0,,,7.06,[7.06],28,4505.03,31805.06,7.42,[7.42],35,913.16,6774.57,7.42,[7.42],32,744.28,5521.38,,,0,,,7.89,[7.89],18,801.22,6321.18,,,0,,
2023-5-18,2023-5-18,116,42859.18,42859.18,0,5917.04,"扬州,扬州市,江苏省,中国",多云,多云,22,16,3~4级,东北风,<3级,东风,星期四,,,,0,,,,,0,,,7.06,[7.06],34,3868.81,27313.3,7.42,[7.42],22,626.01,4644.37,7.42,[7.42],41,676.74,5020.15,,,0,,,7.89,[7.89],19,745.48,5881.36,,,0,,
2023-5-19,2023-5-19,100,26926.92,26926.92,0,3592.49,"扬州,扬州市,江苏省,中国",多云,阴,27,19,<3级,南风,<3级,东南风,星期五,,,,0,,,,,0,,,7.06,[7.06],16,1522.88,10751.19,7.42,[7.42],31,714.44,5629.67,7.42,[7.42],35,733.2,5639.21,,,0,,,7.89,[7.89],18,621.97,4906.85,,,0,,
2023-5-20,2023-5-20,122,35358.34,35358.34,0,4863.43,"扬州,扬州市,江苏省,中国",多云,多云,28,19,3~4级,南风,<3级,东风,星期六,,,,0,,,,,0,,,7.06,[7.06],22,2724.79,19236.68,7.42,[7.42],31,749.91,5563.16,7.42,[7.42],54,843.35,6255.87,,,0,,,7.89,[7.89],15,545.38,4302.63,,,0,,
2023-5-21,2023-5-21,88,29958.27,29958.27,0,4130.5,"扬州,扬州市,江苏省,中国",多云,小雨,28,16,3~4级,东风,<3级,东北风,星期日,,,,0,,,,,0,,,7.06,[7.06],19,2340.58,16524.08,7.42,[7.42],22,616.67,4575.01,7.42,[7.42],39,843.21,6255.31,,,0,,,7.89,[7.89],8,330.04,2603.87,,,0,,
2023-5-22,2023-5-22,110,37832.55,37832.55,0,5195.84,"扬州,扬州市,江苏省,中国",多云,晴,22,12,3~4级,东北风,<3级,东北风,星期一,,,,0,,,,,0,,,7.06,[7.06],30,2921.84,20627.72,7.42,[7.42],29,789.95,5860.38,7.42,[7.42],34,772.4,5729.95,,,0,,,7.89,[7.89],17,711.65,5614.5,,,0,,
2023-5-23,2023-5-23,118,40397.2,40397.2,0,5532.12,"扬州,扬州市,江苏省,中国",晴,小雨,28,18,3~4级,南风,<3级,东南风,星期二,,,,0,,,,,0,,,7.06,[7.06],34,3779.5,27182.82,7.42,[7.42],27,629.7,4671.49,7.42,[7.42],43,670.13,4970.82,,,0,,,7.89,[7.89],14,452.79,3572.07,,,0,,
2023-5-24,2023-5-24,101,26619.59,26619.59,0,3626.08,"扬州,扬州市,江苏省,中国",小雨,晴,21,14,3~4级,东南风,<3级,东南风,星期三,,,,0,,,,,0,,,7.06,[7.06],20,1662.83,11739.21,7.42,[7.42],24,691.11,5127.21,7.42,[7.42],39,599.65,4447.87,,,0,,,7.89,[7.89],18,672.49,5305.3,,,0,,
2023-5-25,2023-5-25,105,35404.32,35404.32,0,4889.04,"扬州,扬州市,江苏省,中国",多云,阴,27,20,<3级,西南风,<3级,东南风,星期四,,,,0,,,,,0,,,7.06,[7.06],26,2978.2,21025.69,7.42,[7.42],27,777.01,5764.53,7.42,[7.42],37,701.97,5207.33,,,0,,,7.89,[7.89],15,431.86,3406.77,,,0,,
2023-5-26,2023-5-26,108,36512.03,36512.03,0,4990.56,"扬州,扬州市,江苏省,中国",阴,中雨,30,23,3~4级,南风,<3级,南风,星期五,,,,0,,,,,0,,,7.06,[7.06],22,2631.61,18578.55,7.42,[7.42],27,755.97,5608.45,7.42,[7.42],38,681.71,5056.8,,,0,,,7.89,[7.89],21,921.27,7268.23,,,0,,
2023-5-27,2023-5-27,98,22952.15,22952.15,0,3108.64,"扬州,扬州市,江苏省,中国",小雨,中雨,30,24,3~4级,南风,<3级,东南风,星期六,,,,0,,,,,0,,,7.06,[7.06],16,1015.31,7167.85,7.42,[7.42],27,751.59,5575.83,7.42,[7.42],39,799.92,5933.99,,,0,,,7.89,[7.89],16,541.82,4274.48,,,0,,
2023-5-28,2023-5-28,88,21595.14,21595.14,0,2921.58,"扬州,扬州市,江苏省,中国",多云,小雨,36,22,3~4级,北风,<3级,西北风,星期日,,,,0,,,,,0,,,7.06,[7.06],10,816.62,5765.07,7.42,[7.42],27,698.27,5180.44,7.42,[7.42],41,952.41,7065.59,,,0,,,7.89,[7.89],10,454.28,3584.04,,,0,,
2023-5-29,2023-5-29,115,34347.99,34347.99,0,4709.24,"扬州,扬州市,江苏省,中国",多云,阴,28,21,3~4级,东北风,<3级,东北风,星期一,,,,0,,,,,0,,,7.06,[7.06],27,2482.25,17524.33,7.42,[7.42],31,787.15,5839.61,7.42,[7.42],41,797.07,5912.93,,,0,,,7.89,[7.89],16,642.77,5071.12,,,0,,
2023-5-30,2023-5-30,127,42985.38,42985.38,0,5905.16,"扬州,扬州市,江苏省,中国",雾,阴,22,19,<3级,东北风,<3级,东北风,星期二,,,,0,,,,,0,,,7.06,[7.06],35,3368.44,23780.72,7.42,[7.42],29,654.31,4853.98,7.42,[7.42],43,1062.54,7882.47,,,0,,,7.89,[7.89],20,819.87,6468.21,,,0,,
2023-5-31,2023-5-31,90,26607.31,26607.31,0,3612.23,"扬州,扬州市,江苏省,中国",多云,多云,27,20,<3级,东北风,<3级,东风,星期三,,,,0,,,,,0,,,7.14,[7.14],19,2028.39,14482.31,7.5,[7.50],22,530.25,3976.44,7.5,[7.50],35,536.75,4024.69,,,0,,,7.98,[7.98],14,516.84,4123.87,,,0,,
2023-6-1,2023-6-1,114,30698.08,30698.08,0,4153.29,"扬州,扬州市,江苏省,中国",多云,晴,29,19,<3级,东北风,<3级,西北风,星期四,,,,0,,,,,0,,,7.14,[7.14],26,1993.72,14234.85,7.5,[7.50],33,896.95,6726.48,7.5,[7.50],41,702.68,5269.1,,,0,,,7.98,[7.98],14,559.94,4467.65,,,0,,
2023-6-2,2023-6-2,127,32221.98,32221.98,0,4361.89,"扬州,扬州市,江苏省,中国",雾,多云,35,20,<3级,北风,<3级,东北风,星期五,,,,0,,,,,0,,,7.14,[7.14],33,2080.28,14852.69,7.5,[7.50],33,960.33,7201.89,7.5,[7.50],43,780.7,5854.3,,,0,,,7.98,[7.98],18,540.58,4313.1,,,0,,
2023-6-3,2023-6-3,111,33314.57,33314.57,0,4533.91,"扬州,扬州市,江苏省,中国",阴,小雨,29,20,<3级,东风,<3级,东北风,星期六,,,,0,,,,,0,,,7.14,[7.14],27,2557.73,18261.87,7.5,[7.50],31,810.13,6075.22,7.5,[7.50],41,679.7,5096.79,,,0,,,7.98,[7.98],12,486.35,3880.69,,,0,,
2023-6-4,2023-6-4,81,24959.92,24959.92,0,3346.22,"扬州,扬州市,江苏省,中国",阴,大雨,24,18,3~4级,东北风,<3级,东风,星期日,,,,0,,,,,0,,,7.14,[7.14],15,1340.73,9572.46,7.5,[7.50],27,788.02,5909.51,7.5,[7.50],21,492.59,3694.04,,,0,,,7.98,[7.98],18,724.88,5783.91,,,0,,
2023-6-5,2023-6-5,87,30521.9,30521.9,0,4118.45,"扬州,扬州市,江苏省,中国",小雨,小雨,22,17,<3级,北风,<3级,西北风,星期一,,,,0,,,,,0,,,7.14,[7.14],19,2090.97,14929.27,7.5,[7.50],21,529.33,3969.45,7.5,[7.50],28,689.02,5167.02,,,0,,,7.98,[7.98],19,809.13,6456.16,,,0,,
2023-6-6,2023-6-6,94,26197.64,26197.64,0,3521.77,"扬州,扬州市,江苏省,中国",多云,多云,28,18,<3级,西南风,<3级,南风,星期二,,,,0,,,,,0,,,7.14,[7.14],16,1527.83,10908.48,7.5,[7.50],27,728.83,5465.58,7.5,[7.50],35,563.89,4228.28,,,0,,,7.98,[7.98],16,701.22,5595.3,,,0,,
2023-6-7,2023-6-7,120,34737.37,34737.37,0,4704.18,"扬州,扬州市,江苏省,中国",多云,多云,30,20,<3级,南风,<3级,西南风,星期三,,,,0,,,,,0,,,7.14,[7.14],31,2374.63,16954.49,7.5,[7.50],28,803.35,6024.48,7.5,[7.50],42,873.31,6548.86,,,0,,,7.98,[7.98],19,652.89,5209.54,,,0,,
2023-6-8,2023-6-8,102,32280.14,32280.14,0,4372.31,"扬州,扬州市,江苏省,中国",晴,晴,31,20,<3级,西南风,<3级,西风,星期四,,,,0,,,,,0,,,7.14,[7.14],25,2487.82,17762.4,7.5,[7.50],21,528.9,3966.31,7.5,[7.50],38,550.6,4128.32,,,0,,,7.98,[7.98],18,804.99,6423.11,,,0,,
2023-6-9,2023-6-9,127,35323.95,35323.95,0,4797.67,"扬州,扬州市,江苏省,中国",多云,晴,36,23,<3级,西南风,<3级,西南风,星期五,,,,0,,,,,0,,,7.14,[7.14],35,2559.5,18274.22,7.5,[7.50],32,848.93,6366.41,7.5,[7.50],44,836.08,6269.68,,,0,,,7.98,[7.98],16,553.16,4413.64,,,0,,
2023-6-10,2023-6-10,122,40336.42,40336.42,0,5281.27,"扬州,扬州市,江苏省,中国",中雨,多云,36,23,3~4级,西风,<3级,东北风,星期六,,,,0,,,,,0,,,7.14,[7.14],34,3113.94,23903.11,7.5,[7.50],34,952.33,7141.79,7.5,[7.50],42,838.8,6289.91,,,0,,,7.98,[7.98],12,376.2,3001.61,,,0,,
2023-6-11,2023-6-11,98,23007.08,23007.08,0,3094.05,"扬州,扬州市,江苏省,中国",多云,阴,33,20,<3级,东风,<3级,东风,星期日,,,,0,,,,,0,,,7.14,[7.14],16,1316.95,9402.71,7.5,[7.50],28,627.57,4706.02,7.5,[7.50],36,569.59,4271.11,,,0,,,7.98,[7.98],18,579.94,4627.24,,,0,,
2023-6-12,2023-6-12,106,27596.39,27596.39,0,3703.68,"扬州,扬州市,江苏省,中国",阴,阴,31,21,<3级,东风,<3级,东风,星期一,,,,0,,,,,0,,,7.14,[7.14],19,1392.86,9944.62,7.5,[7.50],28,781.17,5858.17,7.5,[7.50],41,857.55,6430.79,,,0,,,7.98,[7.98],18,672.1,5362.81,,,0,,
2023-6-13,2023-6-13,97,28789.07,28789.07,0,3904.52,"扬州,扬州市,江苏省,中国",多云,晴,30,21,<3级,东北风,<3级,东南风,星期二,,,,0,,,,,0,,,7.14,[7.14],25,2216.01,15821.86,7.5,[7.50],18,298.36,2237.11,7.5,[7.50],40,754.04,5654.52,,,0,,,7.98,[7.98],14,636.11,5075.58,,,0,,
2023-6-14,2023-6-14,108,35291.53,35291.53,0,4835.28,"扬州,扬州市,江苏省,中国",晴,晴,34,21,3~4级,东北风,<3级,西南风,星期三,,,,0,,,,,0,,,7.1,[7.10],22,2743.1,19475.69,7.46,[7.46],27,750.81,5600.4,7.46,[7.46],48,892.64,6657.33,,,0,,,7.93,[7.93],11,448.73,3558.11,,,0,,
2023-6-15,2023-6-15,102,32695.82,32695.82,0,4465.5,"扬州,扬州市,江苏省,中国",晴,多云,35,24,<3级,南风,<3级,东南风,星期四,,,,0,,,,,0,,,7.1,[7.10],21,2476.12,17579.89,7.46,[7.46],29,747.64,5576.54,7.46,[7.46],37,649.75,4845.6,,,0,,,7.93,[7.93],15,591.99,4693.79,,,0,,
2023-6-16,2023-6-16,108,25816.41,25816.41,0,3509.78,"扬州,扬州市,江苏省,中国",多云,阴,33,24,<3级,南风,<3级,东风,星期五,,,,0,,,,,0,,,7.1,[7.10],24,1667.83,11841.1,7.46,[7.46],25,637.32,4753.95,7.46,[7.46],45,700.36,5222.91,,,0,,,7.93,[7.93],14,504.27,3998.45,,,0,,
2023-6-17,2023-6-17,96,21645.3,21645.3,0,2920.62,"扬州,扬州市,江苏省,中国",中雨,暴雨,28,21,<3级,东南风,<3级,东风,星期六,,,,0,,,,,0,,,7.1,[7.10],15,1069.11,7590.34,7.46,[7.46],27,730.17,5446.24,7.46,[7.46],42,599.19,4468.61,,,0,,,7.93,[7.93],12,522.15,4140.11,,,0,,
2023-6-18,2023-6-18,75,22192.03,22192.03,0,3012.02,"扬州,扬州市,江苏省,中国",小雨,中雨,24,23,<3级,东南风,<3级,东风,星期日,,,,0,,,,,0,,,7.1,[7.10],11,1275.19,9053.73,7.46,[7.46],26,723.42,5396.29,7.46,[7.46],26,623.29,4649,,,0,,,7.93,[7.93],12,390.12,3093.01,,,0,,
2023-6-19,2023-6-19,82,23352.48,23352.48,0,3143.09,"扬州,扬州市,江苏省,中国",大雨,多云,28,24,<3级,南风,<3级,西风,星期一,,,,0,,,,,0,,,7.1,[7.10],14,1126.75,7999.72,7.46,[7.46],23,742,5534.82,7.46,[7.46],26,608.44,4538.21,,,0,,,7.93,[7.93],19,665.9,5279.73,,,0,,
2023-6-20,2023-6-20,124,35787.73,35787.73,0,4886.7,"扬州,扬州市,江苏省,中国",多云,多云,30,22,<3级,西北风,<3级,西南风,星期二,,,,0,,,,,0,,,7.1,[7.10],25,2613.91,18558.37,7.46,[7.46],31,755.85,5637.6,7.46,[7.46],52,925.66,6903.53,,,0,,,7.93,[7.93],16,591.28,4688.23,,,0,,
2023-6-21,2023-6-21,111,30790.94,30790.94,0,4176.55,"扬州,扬州市,江苏省,中国",多云,多云,33,23,<3级,东北风,<3级,北风,星期三,,,,0,,,,,0,,,7.1,[7.10],19,1768.33,12554.93,7.46,[7.46],26,728.49,5433.78,7.46,[7.46],50,1097.78,8187.97,,,0,,,7.93,[7.93],16,581.95,4614.26,,,0,,
2023-6-22,2023-6-22,108,26425.64,26425.64,0,3562.17,"扬州,扬州市,江苏省,中国",阴,阴,32,22,<3级,西风,<3级,西南风,星期四,,,,0,,,,,0,,,7.1,[7.10],13,1200.02,8520.07,7.46,[7.46],31,818.78,6107.34,7.46,[7.46],47,932.65,6956.03,,,0,,,7.93,[7.93],17,610.72,4842.2,,,0,,
2023-6-23,2023-6-23,130,38806.65,38806.65,0,5298.93,"扬州,扬州市,江苏省,中国",阴,阴,30,21,3~4级,南风,<3级,东风,星期五,,,,0,,,,,0,,,7.1,[7.10],26,2808.48,19939.7,7.46,[7.46],35,847.7,6322.85,7.46,[7.46],52,1022.8,7628.65,,,0,,,7.93,[7.93],17,619.95,4915.45,,,0,,
2023-6-24,2023-6-24,91,23066.51,23066.51,0,3116.35,"扬州,扬州市,江苏省,中国",小雨,中雨,24,22,3~4级,东风,<3级,南风,星期六,,,,0,,,,,0,,,7.1,[7.10],9,1353.77,9611.65,7.46,[7.46],21,489.39,3650.34,7.46,[7.46],39,615.33,4588.87,,,0,,,7.93,[7.93],22,657.86,5215.65,,,0,,
2023-6-25,2023-6-25,104,25299.03,25299.03,0,3430.69,"扬州,扬州市,江苏省,中国",中雨,阴,26,24,<3级,西风,<3级,西南风,星期日,,,,0,,,,,0,,,7.1,[7.10],24,1401.79,9952.45,7.46,[7.46],33,999.22,7453.33,7.46,[7.46],34,574.76,4286.36,,,0,,,7.93,[7.93],13,454.92,3606.89,,,0,,
2023-6-26,2023-6-26,106,35771.45,35771.45,0,4895.46,"扬州,扬州市,江苏省,中国",多云,晴,30,22,3~4级,西风,<3级,南风,星期一,,,,0,,,,,0,,,7.1,[7.10],28,2813.77,19977.19,7.46,[7.46],33,884.65,6598.61,7.46,[7.46],32,627.87,4682.66,,,0,,,7.93,[7.93],13,569.17,4512.99,,,0,,
2023-6-27,2023-6-27,111,32340.03,32340.03,0,4378.76,"扬州,扬州市,江苏省,中国",晴,多云,33,25,3~4级,西南风,<3级,南风,星期二,,,,0,,,,,0,,,7.1,[7.10],22,2135.68,15163.08,7.46,[7.46],31,717.82,5353.93,7.46,[7.46],33,574.71,4286.39,,,0,,,7.93,[7.93],25,950.55,7536.63,,,0,,
2023-6-28,2023-6-28,116,29257.7,29257.7,0,3930.95,"扬州,扬州市,江苏省,中国",阴,阴,34,26,3~4级,西南风,<3级,西南风,星期三,,,,0,,,,,0,,,7.1,[7.10],18,1233.48,8757.42,7.46,[7.46],33,1008.47,7522.33,7.46,[7.46],42,879.79,6561.77,,,0,,,7.93,[7.93],23,809.21,6416.18,,,0,,
2023-6-29,2023-6-29,103,32701.79,32701.79,0,4438.97,"扬州,扬州市,江苏省,中国",多云,暴雨,33,25,3~4级,西南风,<3级,西风,星期四,,,,0,,,,,0,,,7.16,[7.16],25,2442.77,17489.9,7.51,[7.51],31,897.21,6737.23,7.51,[7.51],35,633.96,4759.51,,,0,,,7.99,[7.99],12,465.03,3715.15,,,0,,
2023-6-30,2023-6-30,91,24924.81,24924.81,0,3355.93,"扬州,扬州市,江苏省,中国",阵雨,多云,30,24,<3级,西风,<3级,西南风,星期五,,,,0,,,,,0,,,7.16,[7.16],17,1372.36,9825.82,7.51,[7.51],34,1007.21,7562.91,7.51,[7.51],28,549.19,4123.46,,,0,,,7.99,[7.99],12,427.17,3412.62,,,0,,
2023-7-1,2023-7-1,112,32684.28,32684.28,0,4380.12,"扬州,扬州市,江苏省,中国",多云,中雨,33,27,<3级,东风,<3级,东南风,星期六,,,,0,,,,,0,,,7.16,[7.16],18,1900.5,13607.29,7.51,[7.51],27,751.79,5644.79,7.51,[7.51],40,772.36,5799.01,,,0,,,7.99,[7.99],27,955.47,7633.19,,,0,,
2023-7-2,2023-7-2,85,24042.87,24042.87,0,3221.5,"扬州,扬州市,江苏省,中国",中雨,阴,31,27,3~4级,西风,<3级,南风,星期日,,,,0,,,,,0,,,7.16,[7.16],17,1367.13,9788.47,7.51,[7.51],30,780.45,5860.03,7.51,[7.51],21,385.21,2892.15,,,0,,,7.99,[7.99],17,688.71,5502.22,,,0,,
2023-7-3,2023-7-3,105,37559.73,37559.73,0,5121.34,"扬州,扬州市,江苏省,中国",雾,阴,33,28,<3级,西风,<3级,西南风,星期一,,,,0,,,,,0,,,7.16,[7.16],26,3220.47,23058.22,7.51,[7.51],28,752.38,5649.32,7.51,[7.51],38,671.39,5040.75,,,0,,,7.99,[7.99],13,477.1,3811.44,,,0,,
2023-7-4,2023-7-4,108,30712.23,30712.23,0,4132.98,"扬州,扬州市,江苏省,中国",小雨,多云,34,24,3~4级,西风,<3级,西风,星期二,,,,0,,,,,0,,,7.16,[7.16],20,1644.09,11771.34,7.51,[7.51],38,1165.72,8753.32,7.51,[7.51],35,797.63,5988.92,,,0,,,7.99,[7.99],15,525.54,4198.65,,,0,,
2023-7-5,2023-7-5,108,24167.65,24167.65,0,3210.24,"扬州,扬州市,江苏省,中国",晴,多云,35,25,<3级,西南风,<3级,西南风,星期三,,,,0,,,,,0,,,7.16,[7.16],15,885.35,6339.05,7.51,[7.51],27,647.98,4865.35,7.51,[7.51],47,901.42,6767.78,,,0,,,7.99,[7.99],19,775.49,6195.47,,,0,,
2023-7-6,2023-7-6,110,32177.58,32177.58,0,4352.86,"扬州,扬州市,江苏省,中国",暴雨,大雨,33,27,3~4级,东北风,<3级,西南风,星期四,,,,0,,,,,0,,,7.16,[7.16],22,2225.15,15931.61,7.51,[7.51],31,740.39,5559.17,7.51,[7.51],41,824.96,6193.96,,,0,,,7.99,[7.99],16,562.36,4492.84,,,0,,
2023-7-7,2023-7-7,100,31646.34,31646.34,0,4290.49,"扬州,扬州市,江苏省,中国",大雨,中雨,30,26,3~4级,南风,<3级,西南风,星期五,,,,0,,,,,0,,,7.16,[7.16],21,2246.15,16082.03,7.51,[7.51],27,735.35,5521.58,7.51,[7.51],40,862.95,6479.39,,,0,,,7.99,[7.99],12,446.04,3563.34,,,0,,
2023-7-8,2023-7-8,93,22628.73,22628.73,0,3011.67,"扬州,扬州市,江苏省,中国",小雨,阴,33,27,3~4级,西风,<3级,西南风,星期六,,,,0,,,,,0,,,7.16,[7.16],20,1196.08,8563.53,7.51,[7.51],22,593.47,4656.15,7.51,[7.51],38,737.68,5538.83,,,0,,,7.99,[7.99],13,484.44,3870.22,,,0,,
2023-7-9,2023-7-9,93,27555.31,27555.31,0,3714.78,"扬州,扬州市,江苏省,中国",多云,多云,35,27,3~4级,西南风,<3级,南风,星期日,,,,0,,,,,0,,,7.16,[7.16],17,1578.96,11304.95,7.51,[7.51],30,845.97,6351.91,7.51,[7.51],35,844.94,6344.08,,,0,,,7.99,[7.99],11,444.91,3554.37,,,0,,
2023-7-10,2023-7-10,115,28642.59,28642.59,0,3855.78,"扬州,扬州市,江苏省,中国",大雨,多云,31,27,3~4级,西南风,<3级,南风,星期一,,,,0,,,,,0,,,7.16,[7.16],20,1520.82,10888.85,7.51,[7.51],31,775.32,5821.64,7.51,[7.51],51,1097.45,8239.72,,,0,,,7.99,[7.99],13,462.19,3692.38,,,0,,
2023-7-11,2023-7-11,96,28022.54,28022.54,0,3778.22,"扬州,扬州市,江苏省,中国",阴,晴,36,27,3~4级,西南风,<3级,南风,星期二,,,,0,,,,,0,,,7.16,[7.16],21,1943.83,13917.51,7.51,[7.51],24,514.51,3863.16,7.51,[7.51],34,629.92,4729.65,,,0,,,7.99,[7.99],17,689.96,5512.22,,,0,,
2023-7-12,2023-7-12,144,78660.66,78660.66,0,10830.86,"扬州,扬州市,江苏省,中国",多云,阴,36,29,3~4级,西南风,<3级,南风,星期三,,,,0,,,,,0,,,7.16,[7.16],36,8417.72,60270.57,7.51,[7.51],35,853.53,6408.46,7.51,[7.51],54,993.87,7462.07,,,0,,,7.99,[7.99],19,565.74,4519.56,,,0,,
2023-7-13,2023-7-13,97,22119.39,22119.39,0,2892.09,"扬州,扬州市,江苏省,中国",小雨,阴,31,29,3~4级,西风,<3级,西南风,星期四,,,,0,,,,,0,,,7.29,[7.29],12,735.92,5364.74,7.63,[7.63],25,676.31,5159.27,7.63,[7.63],45,855.02,6522.11,,,0,,,8.12,[8.12],15,624.84,5073.27,,,0,,
2023-7-14,2023-7-14,124,39561.77,39561.77,0,5237.19,"扬州,扬州市,江苏省,中国",小雨,小雨,32,27,3~4级,西风,<3级,西风,星期五,,,,0,,,,,0,,,7.29,[7.29],23,2383.51,17375.7,7.63,[7.63],41,1037.93,7917.89,7.63,[7.63],40,966.41,7372.19,,,0,,,8.12,[8.12],20,849.34,6895.99,,,0,,
2023-7-15,2023-7-15,100,25644.29,25644.29,0,3403.07,"扬州,扬州市,江苏省,中国",阴,小雨,31,25,<3级,西风,<3级,南风,星期六,,,,0,,,,,0,,,7.29,[7.29],16,1569.46,11440.9,7.63,[7.63],31,766.73,5848.87,7.63,[7.63],38,625.55,4771.43,,,0,,,8.12,[8.12],15,441.33,3583.09,,,0,,
2023-7-16,2023-7-16,75,22958.94,22958.94,0,3045.83,"扬州,扬州市,江苏省,中国",阴,暴雨,27,24,<3级,西风,<3级,东北风,星期日,,,,0,,,,,0,,,7.29,[7.29],10,1295.27,9442.37,7.63,[7.63],29,820.4,6258.3,7.63,[7.63],26,598.95,4569.22,,,0,,,8.12,[8.12],10,331.21,2689.05,,,0,,
2023-7-17,2023-7-17,112,25238.82,25238.82,0,3321.79,"扬州,扬州市,江苏省,中国",中雨,小雨,28,23,<3级,东北风,<3级,东风,星期一,,,,0,,,,,0,,,7.29,[7.29],15,1200,8747.77,7.63,[7.63],16,391.07,2983.45,7.63,[7.63],64,1107.77,8449.83,,,0,,,8.12,[8.12],17,622.95,5057.77,,,0,,
2023-7-18,2023-7-18,128,43107.69,43107.69,0,5733.14,"扬州,扬州市,江苏省,中国",多云,多云,33,24,<3级,东北风,<3级,东风,星期二,,,,0,,,,,0,,,7.29,[7.29],29,3116.22,22716.73,7.63,[7.63],5,149.52,1140.68,7.63,[7.63],73,1594.94,12166.62,,,0,,,8.12,[8.12],21,872.46,7083.66,,,0,,
2023-7-19,2023-7-19,103,34855.15,34855.15,0,4648.4,"扬州,扬州市,江苏省,中国",小雨,暴雨,30,25,3~4级,东南风,<3级,东风,星期三,,,,0,,,,,0,,,7.29,[7.29],30,2699.86,19681.51,7.63,[7.63],23,653.24,4983.17,7.63,[7.63],32,663.97,5064.83,,,0,,,8.12,[8.12],18,631.33,5125.64,,,0,,
2023-7-20,2023-7-20,102,33064.59,33064.59,0,4398.76,"扬州,扬州市,江苏省,中国",小雨,阴,29,25,<3级,东北风,<3级,南风,星期四,,,,0,,,,,0,,,7.29,[7.29],20,2472.32,18022.89,7.63,[7.63],23,468.32,3572.32,7.63,[7.63],38,751.14,5729.66,,,0,,,8.12,[8.12],21,706.98,5739.72,,,0,,
2023-7-21,2023-7-21,111,27263.74,27263.74,0,3580.94,"扬州,扬州市,江苏省,中国",大雨,小雨,31,26,<3级,西南风,<3级,南风,星期五,,,,0,,,,,0,,,7.29,[7.29],15,1058.08,7713.07,7.63,[7.63],41,1069.96,8162.39,7.63,[7.63],40,830.88,6338.1,,,0,,,8.12,[8.12],15,622.02,5050.18,,,0,,
2023-7-22,2023-7-22,105,26856.3,26856.3,0,3527.19,"扬州,扬州市,江苏省,中国",大雨,阴,31,26,<3级,西风,<3级,西南风,星期六,,,,0,,,,,0,,,7.29,[7.29],18,1346.71,9817.3,7.63,[7.63],29,628.49,4794.13,7.63,[7.63],36,724.92,5529.92,,,0,,,8.12,[8.12],22,827.07,6714.95,,,0,,
2023-7-23,2023-7-23,96,24738.55,24738.55,0,3268.9,"扬州,扬州市,江苏省,中国",雾,晴,33,26,<3级,西风,<3级,西南风,星期日,,,,0,,,,,0,,,7.29,[7.29],15,1330.42,9698.61,7.63,[7.63],29,741.23,5654.22,7.63,[7.63],37,681.69,5200.07,,,0,,,8.12,[8.12],15,515.56,4185.65,,,0,,
